"Target: Hopeman_raster3, Contains DAT files: APB_576663993ESC20180691648_______M1.DAT"
 5461.9  ,      24
 5486.3  ,      19
 5510.7  ,      21
 5535.1  ,      19
 5559.4  ,      32
 5583.8  ,      22
 5608.2  ,      27
 5632.6  ,      43
 5657.0  ,      27
 5681.4  ,      31
 5705.8  ,      27
 5730.2  ,      41
 5754.6  ,      43
 5779.0  ,      61
 5803.4  ,      61
 5827.8  ,      75
 5852.2  ,      91
 5876.6  ,     112
 5901.0  ,      83
 5925.4  ,      85
 5949.8  ,      71
 5974.2  ,      50
 5998.6  ,      55
 6023.0  ,      44
 6047.4  ,      55
 6071.8  ,      57
 6096.2  ,      66
 6120.6  ,      83
 6144.9  ,      97
 6169.3  ,     114
 6193.7  ,     187
 6218.1  ,     343
 6242.5  ,     641
 6266.9  ,    1266
 6291.3  ,    2047
 6315.7  ,    3037
 6340.1  ,    3887
 6364.5  ,    4716
 6388.9  ,    4737
 6413.3  ,    4200
 6437.7  ,    3187
 6462.1  ,    2197
 6486.5  ,    1395
 6510.9  ,     707
 6535.3  ,     314
 6559.7  ,     139
 6584.1  ,      69
 6608.5  ,      33
 6632.9  ,      30
 6657.3  ,      25
 6681.7  ,      29
 6706.1  ,      29
 6730.4  ,      27
 6754.8  ,      30
 6779.2  ,      31
 6803.6  ,      30
 6828.0  ,      48
 6852.4  ,      57
 6876.8  ,     103
 6901.2  ,     166
 6925.6  ,     259
 6950.0  ,     389
 6974.4  ,     554
 6998.8  ,     660
 7023.2  ,     733
 7047.6  ,     746
 7072.0  ,     640
 7096.4  ,     500
 7120.8  ,     324
 7145.2  ,     221
 7169.6  ,     146
 7194.0  ,      52
 7218.4  ,      29
 7242.8  ,      21
 7267.2  ,       8
 7291.6  ,      10
 7316.0  ,       9
 7340.3  ,      10
 7364.7  ,      18
 7389.1  ,      10
 7413.5  ,      12
 7437.9  ,      13
 7462.3  ,      11
 7486.7  ,      14
 7511.1  ,      12
 7535.5  ,      19
 7559.9  ,      13
 7584.3  ,      10
 7608.7  ,       6
 7633.1  ,      13
 7657.5  ,       9
 7681.9  ,       3
 7706.3  ,       9
 7730.7  ,       8
 7755.1  ,      11
 7779.5  ,      10
 7803.9  ,      11
 7828.3  ,      13
 7852.7  ,       9
 7877.1  ,      19
 7901.5  ,      10
 7925.8  ,      15
 7950.2  ,      12
 7974.6  ,       8
 7999.0  ,      13
 8023.4  ,       9
 8047.8  ,      10
 8072.2  ,       7
 8096.6  ,      14
 8121.0  ,      16
 8145.4  ,      10
 8169.8  ,       8
 8194.2  ,       7
 8218.6  ,      10
 8243.0  ,       9
 8267.4  ,      11
 8291.8  ,       7
 8316.2  ,      10
 8340.6  ,       9
 8365.0  ,      13
 8389.4  ,      10
 8413.8  ,      10
 8438.2  ,       9
 8462.6  ,      21
 8487.0  ,      22
 8511.3  ,      20
 8535.7  ,      29
 8560.1  ,      36
 8584.5  ,      42
 8608.9  ,      37
 8633.3  ,      34
 8657.7  ,      30
 8682.1  ,      25
 8706.5  ,      24
 8730.9  ,      10
 8755.3  ,      13
 8779.7  ,      17
 8804.1  ,      12
 8828.5  ,       9
 8852.9  ,       6
 8877.3  ,       8
 8901.7  ,       8
 8926.1  ,      10
 8950.5  ,      13
 8974.9  ,       8
 8999.3  ,       7
 9023.7  ,       8
 9048.1  ,      12
 9072.5  ,      16
 9096.9  ,      13
 9121.2  ,      15
 9145.6  ,      10
 9170.0  ,      10
 9194.4  ,      15
 9218.8  ,      14
 9243.2  ,      17
 9267.6  ,      17
 9292.0  ,       8
 9316.4  ,      11
 9340.8  ,      11
 9365.2  ,       8
 9389.6  ,       3
 9414.0  ,       2
 9438.4  ,       8
 9462.8  ,       9
 9487.2  ,      14
 9511.6  ,      14
 9536.0  ,      15
 9560.4  ,      10
 9584.8  ,       9
 9609.2  ,      13
 9633.6  ,      12
 9658.0  ,       8
 9682.4  ,      10
 9706.7  ,       8
 9731.1  ,      11
 9755.5  ,      10
 9779.9  ,       8
 9804.3  ,      12
 9828.7  ,      10
 9853.1  ,       4
 9877.5  ,       8
 9901.9  ,       4
 9926.3  ,      11
 9950.7  ,       8
 9975.1  ,      10
 9999.5  ,       5
10023.9  ,      11
10048.3  ,       7
10072.7  ,      11
10097.1  ,       8
10121.5  ,       9
10145.9  ,      11
10170.3  ,       9
10194.7  ,      11
10219.1  ,       6
10243.5  ,      11
10267.9  ,      12
10292.2  ,      12
10316.6  ,       6
10341.0  ,      13
10365.4  ,       9
10389.8  ,      12
10414.2  ,      10
10438.6  ,       7
10463.0  ,      11
10487.4  ,      11
10511.8  ,      13
10536.2  ,      10
10560.6  ,      24
10585.0  ,      11
10609.4  ,       9
10633.8  ,      15
10658.2  ,      11
10682.6  ,      11
10707.0  ,       9
10731.4  ,       8
10755.8  ,       6
10780.2  ,      12
10804.6  ,      11
10829.0  ,      10
10853.4  ,       5
10877.8  ,       7
10902.1  ,       8
10926.5  ,      14
10950.9  ,       9
10975.3  ,       6
10999.7  ,      12
11024.1  ,       6
11048.5  ,       9
11072.9  ,      14
11097.3  ,      13
11121.7  ,      12
11146.1  ,       7
11170.5  ,       8
11194.9  ,      16
11219.3  ,       9
11243.7  ,      11
11268.1  ,       4
11292.5  ,      21
11316.9  ,      10
11341.3  ,      16
11365.7  ,      19
11390.1  ,      10
11414.5  ,      11
11438.9  ,      17
11463.3  ,      17
11487.6  ,      29
11512.0  ,      18
11536.4  ,      14
11560.8  ,      19
11585.2  ,      13
11609.6  ,      14
11634.0  ,      18
11658.4  ,       8
11682.8  ,      17
11707.2  ,      18
11731.6  ,      21
11756.0  ,      13
11780.4  ,      23
11804.8  ,      31
11829.2  ,      24
11853.6  ,      26
11878.0  ,      20
11902.4  ,      31
11926.8  ,      16
11951.2  ,      35
11975.6  ,      30
12000.0  ,      18
12024.4  ,      21
12048.8  ,      25
12073.2  ,      32
12097.5  ,      31
12121.9  ,      21
12146.3  ,      25
12170.7  ,      34
12195.1  ,      20
12219.5  ,      21
12243.9  ,      28
12268.3  ,      25
12292.7  ,      23
12317.1  ,      17
12341.5  ,      22
12365.9  ,      16
12390.3  ,      19
12414.7  ,      15
12439.1  ,      23
12463.5  ,      25
12487.9  ,      27
12512.3  ,      21
12536.7  ,      10
12561.1  ,      18
12585.5  ,      23
12609.9  ,      16
12634.3  ,      30
12658.7  ,      27
12683.0  ,      24
12707.4  ,      21
12731.8  ,      23
12756.2  ,      20
12780.6  ,      33
12805.0  ,      21
12829.4  ,      30
12853.8  ,      30
12878.2  ,      34
12902.6  ,      24
12927.0  ,      28
12951.4  ,      34
12975.8  ,      37
13000.2  ,      39
13024.6  ,      48
13049.0  ,      41
13073.4  ,      55
13097.8  ,      71
13122.2  ,      59
13146.6  ,      68
13171.0  ,      70
13195.4  ,      92
13219.8  ,      78
13244.2  ,      89
13268.5  ,     106
13292.9  ,     134
13317.3  ,     149
13341.7  ,     134
13366.1  ,     172
13390.5  ,     175
13414.9  ,     190
13439.3  ,     210
13463.7  ,     187
13488.1  ,     177
13512.5  ,     178
13536.9  ,     199
13561.3  ,     208
13585.7  ,     200
13610.1  ,     215
13634.5  ,     146
13658.9  ,     164
13683.3  ,     163
13707.7  ,     129
13732.1  ,     162
13756.5  ,     111
13780.9  ,     105
13805.3  ,      99
13829.7  ,      87
13854.1  ,      74
13878.4  ,      69
13902.8  ,      72
13927.2  ,      72
13951.6  ,      90
13976.0  ,      68
14000.4  ,     104
14024.8  ,      79
14049.2  ,     120
14073.6  ,     143
14098.0  ,     139
14122.4  ,     197
14146.8  ,     196
14171.2  ,     226
14195.6  ,     263
14220.0  ,     279
14244.4  ,     256
14268.8  ,     292
14293.2  ,     258
14317.6  ,     209
14342.0  ,     199
14366.4  ,     146
14390.8  ,     113
14415.2  ,      85
14439.6  ,      71
14463.9  ,      43
14488.3  ,      18
14512.7  ,      24
14537.1  ,      19
14561.5  ,      17
14585.9  ,      14
14610.3  ,      11
14634.7  ,      15
14659.1  ,      13
14683.5  ,      12
14707.9  ,       7
14732.3  ,      12
14756.7  ,      13
14781.1  ,      11
14805.5  ,      23
14829.9  ,      21
14854.3  ,      20
14878.7  ,      17
14903.1  ,      15
14927.5  ,      17
14951.9  ,      17
14976.3  ,      14
15000.7  ,      21
15025.1  ,      22
15049.4  ,      11
15073.8  ,      21
15098.2  ,      17
15122.6  ,      13
15147.0  ,      25
15171.4  ,      18
15195.8  ,      20
15220.2  ,      30
15244.6  ,      31
15269.0  ,      28
15293.4  ,      33
15317.8  ,      31
15342.2  ,      31
15366.6  ,      35
15391.0  ,      26
15415.4  ,      38
15439.8  ,      33
15464.2  ,      44
15488.6  ,      45
15513.0  ,      59
15537.4  ,      84
15561.8  ,      85
15586.2  ,     105
15610.6  ,     149
15635.0  ,     195
15659.3  ,     172
15683.7  ,     221
15708.1  ,     268
15732.5  ,     277
15756.9  ,     239
15781.3  ,     277
15805.7  ,     221
15830.1  ,     216
15854.5  ,     170
15878.9  ,     158
15903.3  ,     135
15927.7  ,      99
15952.1  ,      83
15976.5  ,      73
16000.9  ,      79
16025.3  ,      79
16049.7  ,      48
16074.1  ,      91
16098.5  ,      85
16122.9  ,     107
16147.3  ,      79
16171.7  ,      93
16196.1  ,      93
16220.5  ,     103
16244.8  ,      92
16269.2  ,     103
16293.6  ,      96
16318.0  ,      95
16342.4  ,      90
16366.8  ,     111
16391.2  ,      87
16415.6  ,      79
16440.0  ,      72
16464.4  ,      81
16488.8  ,      91
16513.2  ,     104
16537.6  ,      80
16562.0  ,      67
16586.4  ,      90
16610.8  ,     107
16635.2  ,      87
16659.6  ,      74
16684.0  ,      89
16708.4  ,     121
16732.8  ,     108
16757.2  ,     123
16781.6  ,     136
16806.0  ,     144
16830.3  ,     129
16854.7  ,     156
16879.1  ,     198
16903.5  ,     171
16927.9  ,     189
16952.3  ,     226
16976.7  ,     209
17001.1  ,     257
17025.5  ,     233
17049.9  ,     223
17074.3  ,     239
17098.7  ,     264
17123.1  ,     261
17147.5  ,     253
17171.9  ,     230
17196.3  ,     264
17220.7  ,     250
17245.1  ,     246
17269.5  ,     241
17293.9  ,     238
17318.3  ,     198
17342.7  ,     197
17367.1  ,     180
17391.5  ,     187
17415.9  ,     160
17440.2  ,     123
17464.6  ,     122
17489.0  ,     105
17513.4  ,     115
17537.8  ,      99
17562.2  ,      92
17586.6  ,      97
17611.0  ,     107
17635.4  ,      88
17659.8  ,     113
17684.2  ,      85
17708.6  ,      80
17733.0  ,      67
17757.4  ,      67
17781.8  ,      55
17806.2  ,      52
17830.6  ,      53
17855.0  ,      48
17879.4  ,      46
17903.8  ,      41
17928.2  ,      46
17952.6  ,      47
17977.0  ,      48
18001.4  ,      50
18025.7  ,      43
18050.1  ,      47
18074.5  ,      46
18098.9  ,      50
18123.3  ,      77
18147.7  ,      91
18172.1  ,     117
18196.5  ,     148
18220.9  ,     162
18245.3  ,     184
18269.7  ,     211
18294.1  ,     185
18318.5  ,     208
18342.9  ,     167
18367.3  ,     162
18391.7  ,     127
18416.1  ,     112
18440.5  ,      71
18464.9  ,      61
18489.3  ,      50
18513.7  ,      32
18538.1  ,      23
18562.5  ,      19
18586.9  ,      11
18611.2  ,      16
18635.6  ,      12
18660.0  ,      14
18684.4  ,      18
18708.8  ,      15
18733.2  ,       8
18757.6  ,      15
18782.0  ,      14
18806.4  ,       8
18830.8  ,      15
18855.2  ,      15
18879.6  ,       6
18904.0  ,      16
18928.4  ,      12
18952.8  ,       7
18977.2  ,      11
19001.6  ,      22
19026.0  ,      15
19050.4  ,      13
19074.8  ,      13
19099.2  ,      18
19123.6  ,      14
19148.0  ,      26
19172.4  ,      19
19196.8  ,      17
19221.1  ,      28
19245.5  ,      26
19269.9  ,      25
19294.3  ,      32
19318.7  ,      30
19343.1  ,      25
19367.5  ,      22
19391.9  ,      38
19416.3  ,      22
19440.7  ,      26
19465.1  ,      41
19489.5  ,      35
19513.9  ,      37
19538.3  ,      39
19562.7  ,      42
19587.1  ,      48
19611.5  ,      52
19635.9  ,      53
19660.3  ,      44
19684.7  ,      57
19709.1  ,      50
19733.5  ,      66
19757.9  ,      47
19782.3  ,      66
19806.6  ,      62
19831.0  ,      50
19855.4  ,      53
19879.8  ,      66
19904.2  ,      52
19928.6  ,      69
19953.0  ,      44
19977.4  ,      75
20001.8  ,      50
20026.2  ,      58
20050.6  ,      37
20075.0  ,      48
20099.4  ,      55
20123.8  ,      32
20148.2  ,      36
20172.6  ,      48
20197.0  ,      43
20221.4  ,      34
20245.8  ,      47
20270.2  ,      41
20294.6  ,      27
20319.0  ,      37
20343.4  ,      29
20367.8  ,      37
20392.2  ,      43
20416.5  ,      24
20440.9  ,      24
20465.3  ,      35
20489.7  ,      28
20514.1  ,      26
20538.5  ,      31
20562.9  ,      13
20587.3  ,      25
20611.7  ,      18
20636.1  ,      20
20660.5  ,      22
20684.9  ,      19
20709.3  ,      13
20733.7  ,      19
20758.1  ,      14
20782.5  ,      17
20806.9  ,      13
20831.3  ,      17
20855.7  ,      16
20880.1  ,      10
20904.5  ,      16
20928.9  ,      14
20953.3  ,      18
20977.7  ,      12
21002.0  ,      15
21026.4  ,      12
21050.8  ,       8
21075.2  ,      12
21099.6  ,      11
21124.0  ,      10
21148.4  ,      13
21172.8  ,       6
21197.2  ,      16
21221.6  ,      22
21246.0  ,      17
21270.4  ,      26
21294.8  ,      22
21319.2  ,      30
21343.6  ,      21
21368.0  ,      40
21392.4  ,      42
21416.8  ,      38
21441.2  ,      32
21465.6  ,      42
21490.0  ,      34
21514.4  ,      37
21538.8  ,      18
21563.2  ,      18
21587.5  ,      17
21611.9  ,      10
21636.3  ,      18
21660.7  ,      10
21685.1  ,       3
21709.5  ,      12
21733.9  ,       7
21758.3  ,       6
21782.7  ,       3
21807.1  ,       6
21831.5  ,       6
21855.9  ,       4
21880.3  ,       5
21904.7  ,       9
21929.1  ,       7
21953.5  ,       8
21977.9  ,       4
22002.3  ,       9
22026.7  ,       6
22051.1  ,       8
22075.5  ,       7
22099.9  ,      17
22124.3  ,      13
22148.7  ,      10
22173.1  ,      13
22197.4  ,       9
22221.8  ,      13
22246.2  ,      10
22270.6  ,       8
22295.0  ,       9
22319.4  ,       4
22343.8  ,       5
22368.2  ,       3
22392.6  ,       4
22417.0  ,       9
22441.4  ,       3
22465.8  ,       3
22490.2  ,       5
22514.6  ,       8
22539.0  ,       3
22563.4  ,       2
22587.8  ,       0
22612.2  ,       2
22636.6  ,       3
22661.0  ,       3
22685.4  ,       4
22709.8  ,       2
22734.2  ,       4
22758.6  ,       8
22782.9  ,       1
22807.3  ,       0
22831.7  ,       8
22856.1  ,       7
22880.5  ,       3
22904.9  ,       4
22929.3  ,       4
22953.7  ,       3
22978.1  ,       4
23002.5  ,       4
23026.9  ,       4
23051.3  ,       4
23075.7  ,       2
23100.1  ,       1
23124.5  ,       4
23148.9  ,       7
23173.3  ,       0
23197.7  ,       4
23222.1  ,       1
23246.5  ,       3
23270.9  ,       4
23295.3  ,       3
23319.7  ,       1
23344.1  ,       2
23368.4  ,       2
23392.8  ,       3
23417.2  ,       4
23441.6  ,       7
23466.0  ,       3
23490.4  ,       0
23514.8  ,       2
23539.2  ,       2
23563.6  ,       1
23588.0  ,       5
23612.4  ,       3
23636.8  ,       5
23661.2  ,       5
23685.6  ,       2
23710.0  ,       4
23734.4  ,       2
23758.8  ,       1
23783.2  ,       6
23807.6  ,       6
23832.0  ,       8
23856.4  ,       4
23880.8  ,       3
23905.2  ,       2
23929.6  ,       1
23954.0  ,       3
23978.3  ,       2
24002.7  ,       0
24027.1  ,       2
24051.5  ,       4
24075.9  ,       5
24100.3  ,       4
24124.7  ,       0
24149.1  ,       4
24173.5  ,       3
24197.9  ,       4
24222.3  ,       5
24246.7  ,       6
24271.1  ,       5
24295.5  ,       7
24319.9  ,       2
24344.3  ,       2
24368.7  ,       2
24393.1  ,       6
24417.5  ,       4
24441.9  ,       2
24466.3  ,       3
24490.7  ,       4
24515.1  ,       4
24539.5  ,       2
24563.8  ,       6
24588.2  ,       7
24612.6  ,       2
24637.0  ,       5
24661.4  ,       2
24685.8  ,       2
24710.2  ,       4
24734.6  ,       2
24759.0  ,       4
24783.4  ,       2
24807.8  ,       3
24832.2  ,       2
24856.6  ,       4
24881.0  ,       0
24905.4  ,       6
24929.8  ,       5
24954.2  ,       8
24978.6  ,       1
25003.0  ,       4
25027.4  ,       9
25051.8  ,       7
25076.2  ,       5
25100.6  ,       5
25125.0  ,       4
25149.3  ,       2
25173.7  ,       7
25198.1  ,       3
25222.5  ,       4
25246.9  ,       4
25271.3  ,       4
25295.7  ,       6
25320.1  ,       3
25344.5  ,       7
25368.9  ,       4
25393.3  ,       2
25417.7  ,       8
25442.1  ,   10663
