"Target: Askival_raster1, Contains DAT files: APB_576666953ESC20180691648_______M1.DAT"
 9199.5  ,       4
 9223.9  ,       7
 9248.4  ,       4
 9272.8  ,      13
 9297.2  ,       8
 9321.6  ,       6
 9346.0  ,       8
 9370.4  ,       6
 9394.8  ,       6
 9419.2  ,      11
 9443.7  ,       6
 9468.1  ,       8
 9492.5  ,       9
 9516.9  ,       8
 9541.3  ,       8
 9565.7  ,       7
 9590.1  ,      11
 9614.5  ,      11
 9639.0  ,      12
 9663.4  ,       3
 9687.8  ,      11
 9712.2  ,      10
 9736.6  ,       9
 9761.0  ,      11
 9785.4  ,      15
 9809.8  ,      13
 9834.3  ,      10
 9858.7  ,      11
 9883.1  ,      12
 9907.5  ,      16
 9931.9  ,      15
 9956.3  ,       9
 9980.7  ,       6
10005.1  ,       5
10029.6  ,       6
10054.0  ,      10
10078.4  ,       9
10102.8  ,       6
10127.2  ,       8
10151.6  ,       8
10176.0  ,       3
10200.4  ,       9
10224.9  ,      10
10249.3  ,       5
10273.7  ,       4
10298.1  ,      10
10322.5  ,       7
10346.9  ,       5
10371.3  ,      10
10395.7  ,       8
10420.2  ,       9
10444.6  ,       8
10469.0  ,       5
10493.4  ,      11
10517.8  ,       9
10542.2  ,       9
10566.6  ,      10
10591.0  ,       7
10615.5  ,       6
10639.9  ,       9
10664.3  ,       6
10688.7  ,       3
10713.1  ,       9
10737.5  ,       1
10761.9  ,       3
10786.3  ,       8
10810.8  ,       5
10835.2  ,      12
10859.6  ,       5
10884.0  ,       6
10908.4  ,       9
10932.8  ,      10
10957.2  ,       9
10981.6  ,       7
11006.1  ,      11
11030.5  ,       6
11054.9  ,      11
11079.3  ,       5
11103.7  ,      11
11128.1  ,      13
11152.5  ,       7
11176.9  ,       7
11201.3  ,       8
11225.8  ,       9
11250.2  ,       8
11274.6  ,       8
11299.0  ,      10
11323.4  ,       9
11347.8  ,       7
11372.2  ,      14
11396.6  ,      10
11421.1  ,      10
11445.5  ,      11
11469.9  ,      14
11494.3  ,      12
11518.7  ,      17
11543.1  ,      14
11567.5  ,      22
11591.9  ,      18
11616.4  ,      18
11640.8  ,      15
11665.2  ,      11
11689.6  ,      15
11714.0  ,      14
11738.4  ,      20
11762.8  ,      30
11787.2  ,      22
11811.7  ,      23
11836.1  ,      43
11860.5  ,      26
11884.9  ,      30
11909.3  ,      37
11933.7  ,      26
11958.1  ,      38
11982.5  ,      29
12007.0  ,      20
12031.4  ,      27
12055.8  ,      32
12080.2  ,      17
12104.6  ,      26
12129.0  ,      23
12153.4  ,      33
12177.8  ,      16
12202.3  ,      10
12226.7  ,      17
12251.1  ,      14
12275.5  ,      13
12299.9  ,       9
12324.3  ,      17
12348.7  ,      14
12373.1  ,      21
12397.6  ,      17
12422.0  ,      12
12446.4  ,      18
12470.8  ,      19
12495.2  ,      19
12519.6  ,      14
12544.0  ,      17
12568.4  ,      16
12592.9  ,      16
12617.3  ,      14
12641.7  ,      14
12666.1  ,      26
12690.5  ,      12
12714.9  ,      26
12739.3  ,      20
12763.7  ,      22
12788.2  ,      26
12812.6  ,      18
12837.0  ,      31
12861.4  ,      20
12885.8  ,      20
12910.2  ,      28
12934.6  ,      27
12959.0  ,      31
12983.5  ,      39
13007.9  ,      41
13032.3  ,      41
13056.7  ,      57
13081.1  ,      50
13105.5  ,      56
13129.9  ,      70
13154.3  ,      88
13178.8  ,      68
13203.2  ,      68
13227.6  ,      84
13252.0  ,      98
13276.4  ,     101
13300.8  ,     122
13325.2  ,     132
13349.6  ,     162
13374.1  ,     156
13398.5  ,     169
13422.9  ,     178
13447.3  ,     175
13471.7  ,     172
13496.1  ,     185
13520.5  ,     184
13544.9  ,     191
13569.4  ,     169
13593.8  ,     156
13618.2  ,     177
13642.6  ,     139
13667.0  ,     152
13691.4  ,     159
13715.8  ,     139
13740.2  ,     121
13764.7  ,      75
13789.1  ,      96
13813.5  ,      73
13837.9  ,      69
13862.3  ,      69
13886.7  ,      51
13911.1  ,      51
13935.5  ,      54
13960.0  ,      59
13984.4  ,      54
14008.8  ,      68
14033.2  ,      65
14057.6  ,      78
14082.0  ,      81
14106.4  ,     119
14130.8  ,     139
14155.3  ,     138
14179.7  ,     173
14204.1  ,     199
14228.5  ,     206
14252.9  ,     198
14277.3  ,     190
14301.7  ,     185
14326.1  ,     161
14350.6  ,     141
14375.0  ,     109
14399.4  ,      72
14423.8  ,      59
14448.2  ,      37
14472.6  ,      23
14497.0  ,      15
14521.4  ,      14
14545.9  ,      15
14570.3  ,      12
14594.7  ,       7
14619.1  ,      14
14643.5  ,      10
14667.9  ,      10
14692.3  ,      13
14716.7  ,      19
14741.2  ,      14
14765.6  ,       9
14790.0  ,       7
14814.4  ,      12
14838.8  ,      12
14863.2  ,      14
14887.6  ,      18
14912.0  ,      11
14936.4  ,      12
14960.9  ,       7
14985.3  ,      12
15009.7  ,      18
15034.1  ,      18
15058.5  ,      19
15082.9  ,      10
15107.3  ,      16
15131.7  ,      21
15156.2  ,      20
15180.6  ,      13
15205.0  ,      26
15229.4  ,      23
15253.8  ,      24
15278.2  ,      35
15302.6  ,      31
15327.0  ,      18
15351.5  ,      23
15375.9  ,      32
15400.3  ,      29
15424.7  ,      39
15449.1  ,      34
15473.5  ,      51
15497.9  ,      40
15522.3  ,      65
15546.8  ,      74
15571.2  ,      87
15595.6  ,     108
15620.0  ,     149
15644.4  ,     163
15668.8  ,     215
15693.2  ,     218
15717.6  ,     220
15742.1  ,     218
15766.5  ,     278
15790.9  ,     228
15815.3  ,     200
15839.7  ,     165
15864.1  ,     145
15888.5  ,     139
15912.9  ,     106
15937.4  ,      79
15961.8  ,      90
15986.2  ,      71
16010.6  ,      61
16035.0  ,      64
16059.4  ,      77
16083.8  ,      48
16108.2  ,      84
16132.7  ,      70
16157.1  ,      98
16181.5  ,      87
16205.9  ,      99
16230.3  ,      78
16254.7  ,      68
16279.1  ,      74
16303.5  ,      79
16328.0  ,      84
16352.4  ,     107
16376.8  ,      71
16401.2  ,      72
16425.6  ,      73
16450.0  ,      94
16474.4  ,      80
16498.8  ,      64
16523.3  ,      90
16547.7  ,      68
16572.1  ,      90
16596.5  ,      79
16620.9  ,      90
16645.3  ,      87
16669.7  ,     110
16694.1  ,      98
16718.6  ,     114
16743.0  ,     114
16767.4  ,     112
16791.8  ,     153
16816.2  ,     123
16840.6  ,     169
16865.0  ,     146
16889.4  ,     183
16913.9  ,     172
16938.3  ,     186
16962.7  ,     209
16987.1  ,     222
17011.5  ,     213
17035.9  ,     237
17060.3  ,     231
17084.7  ,     241
17109.2  ,     225
17133.6  ,     238
17158.0  ,     240
17182.4  ,     260
17206.8  ,     248
17231.2  ,     262
17255.6  ,     221
17280.0  ,     202
17304.5  ,     187
17328.9  ,     163
17353.3  ,     149
17377.7  ,     166
17402.1  ,     105
17426.5  ,     126
17450.9  ,      94
17475.3  ,     114
17499.8  ,     104
17524.2  ,      92
17548.6  ,      94
17573.0  ,      73
17597.4  ,      84
17621.8  ,      74
17646.2  ,      72
17670.6  ,      98
17695.1  ,      81
17719.5  ,      69
17743.9  ,      51
17768.3  ,      56
17792.7  ,      65
17817.1  ,      46
17841.5  ,      50
17865.9  ,      47
17890.4  ,      43
17914.8  ,      43
17939.2  ,      40
17963.6  ,      42
17988.0  ,      30
18012.4  ,      27
18036.8  ,      33
18061.2  ,      46
18085.7  ,      45
18110.1  ,      53
18134.5  ,      58
18158.9  ,      79
18183.3  ,     109
18207.7  ,     124
18232.1  ,     118
18256.5  ,     145
18281.0  ,     168
18305.4  ,     151
18329.8  ,     145
18354.2  ,     115
18378.6  ,     110
18403.0  ,      75
18427.4  ,      82
18451.8  ,      45
18476.2  ,      35
18500.7  ,      28
18525.1  ,      28
18549.5  ,      14
18573.9  ,      13
18598.3  ,      12
18622.7  ,      11
18647.1  ,      12
18671.5  ,      11
18696.0  ,       7
18720.4  ,       6
18744.8  ,      15
18769.2  ,      14
18793.6  ,      10
18818.0  ,      13
18842.4  ,      14
18866.8  ,      13
18891.3  ,      13
18915.7  ,      10
18940.1  ,      21
18964.5  ,      15
18988.9  ,      13
19013.3  ,      14
19037.7  ,      13
19062.1  ,      19
19086.6  ,      18
19111.0  ,      16
19135.4  ,      24
19159.8  ,      18
19184.2  ,      21
19208.6  ,      24
19233.0  ,      19
19257.4  ,      25
19281.9  ,      22
19306.3  ,      12
19330.7  ,      33
19355.1  ,      29
19379.5  ,      29
19403.9  ,      18
19428.3  ,      31
19452.7  ,      35
19477.2  ,      39
19501.6  ,      37
19526.0  ,      36
19550.4  ,      48
19574.8  ,      43
19599.2  ,      55
19623.6  ,      45
19648.0  ,      57
19672.5  ,      75
19696.9  ,      41
19721.3  ,      58
19745.7  ,      62
19770.1  ,      68
19794.5  ,      43
19818.9  ,      53
19843.3  ,      60
19867.8  ,      62
19892.2  ,      42
19916.6  ,      53
19941.0  ,      51
19965.4  ,      62
19989.8  ,      40
20014.2  ,      57
20038.6  ,      54
20063.1  ,      50
20087.5  ,      33
20111.9  ,      50
20136.3  ,      38
20160.7  ,      52
20185.1  ,      30
20209.5  ,      31
20233.9  ,      39
20258.4  ,      34
20282.8  ,      41
20307.2  ,      33
20331.6  ,      38
20356.0  ,      30
20380.4  ,      25
20404.8  ,      22
20429.2  ,      27
20453.7  ,      24
20478.1  ,      27
20502.5  ,      22
20526.9  ,      19
20551.3  ,      26
20575.7  ,      29
20600.1  ,      29
20624.5  ,      14
20649.0  ,      19
20673.4  ,      14
20697.8  ,      25
20722.2  ,      17
20746.6  ,      24
20771.0  ,      13
20795.4  ,       9
20819.8  ,      12
20844.3  ,      18
20868.7  ,      10
20893.1  ,      11
20917.5  ,      10
20941.9  ,      11
20966.3  ,       7
20990.7  ,      12
21015.1  ,      10
21039.6  ,      13
21064.0  ,       7
21088.4  ,       7
21112.8  ,      10
21137.2  ,      13
21161.6  ,      14
21186.0  ,      13
21210.4  ,       9
21234.9  ,      12
21259.3  ,      16
21283.7  ,      16
21308.1  ,      21
21332.5  ,      26
21356.9  ,      35
21381.3  ,      26
21405.7  ,      29
21430.2  ,      36
21454.6  ,      25
21479.0  ,      28
21503.4  ,      27
21527.8  ,      27
21552.2  ,      17
21576.6  ,      21
21601.0  ,      12
21625.5  ,      11
21649.9  ,       8
21674.3  ,       9
21698.7  ,       3
21723.1  ,       4
21747.5  ,       2
21771.9  ,       4
21796.3  ,       4
21820.8  ,       6
21845.2  ,       4
21869.6  ,       1
21894.0  ,       5
21918.4  ,       7
21942.8  ,      11
21967.2  ,      12
21991.6  ,       7
22016.0  ,       4
22040.5  ,       7
22064.9  ,      10
22089.3  ,      10
22113.7  ,       6
22138.1  ,       8
22162.5  ,       3
22186.9  ,       7
22211.3  ,       8
22235.8  ,       5
22260.2  ,      11
22284.6  ,       3
22309.0  ,       5
22333.4  ,       3
22357.8  ,       4
22382.2  ,       2
22406.6  ,       4
22431.1  ,       2
22455.5  ,       2
22479.9  ,       3
22504.3  ,       2
22528.7  ,       1
22553.1  ,       2
22577.5  ,       3
22601.9  ,       1
22626.4  ,       4
22650.8  ,       6
22675.2  ,       2
22699.6  ,       3
22724.0  ,       3
22748.4  ,       4
22772.8  ,       4
22797.2  ,       3
22821.7  ,       2
22846.1  ,       6
22870.5  ,       2
22894.9  ,       2
22919.3  ,       5
22943.7  ,       3
22968.1  ,       1
22992.5  ,       5
23017.0  ,       3
23041.4  ,       5
23065.8  ,       5
23090.2  ,       6
23114.6  ,       3
23139.0  ,       3
23163.4  ,       1
23187.8  ,       2
23212.3  ,       2
23236.7  ,       1
23261.1  ,       3
23285.5  ,       5
23309.9  ,       2
23334.3  ,       1
23358.7  ,       6
23383.1  ,       4
23407.6  ,       1
23432.0  ,       6
23456.4  ,       3
23480.8  ,       4
23505.2  ,       2
23529.6  ,       3
23554.0  ,       2
23578.4  ,       2
23602.9  ,       3
23627.3  ,       2
23651.7  ,       4
23676.1  ,       4
23700.5  ,       5
23724.9  ,       1
23749.3  ,       4
23773.7  ,       2
23798.2  ,       5
23822.6  ,       2
23847.0  ,       7
23871.4  ,       5
23895.8  ,       2
23920.2  ,       1
23944.6  ,       6
23969.0  ,       1
23993.5  ,       6
24017.9  ,       5
24042.3  ,       1
24066.7  ,       1
24091.1  ,       1
24115.5  ,       4
24139.9  ,       6
24164.3  ,       1
24188.8  ,       2
24213.2  ,       3
24237.6  ,       2
24262.0  ,       2
24286.4  ,       3
24310.8  ,       2
24335.2  ,       1
24359.6  ,       5
24384.1  ,       3
24408.5  ,       4
24432.9  ,       7
24457.3  ,       4
24481.7  ,       3
24506.1  ,       2
24530.5  ,       1
24554.9  ,       3
24579.4  ,       4
24603.8  ,       3
24628.2  ,       2
24652.6  ,       3
24677.0  ,       3
24701.4  ,       2
24725.8  ,       0
24750.2  ,       2
24774.7  ,       1
24799.1  ,       2
24823.5  ,       4
24847.9  ,       2
24872.3  ,       6
24896.7  ,       3
24921.1  ,       3
24945.5  ,       2
24970.0  ,       4
24994.4  ,       3
25018.8  ,       2
25043.2  ,       8
25067.6  ,       2
25092.0  ,       3
25116.4  ,       6
25140.8  ,       3
25165.3  ,      10
25189.7  ,       5
25214.1  ,       5
25238.5  ,       2
25262.9  ,       4
25287.3  ,       4
25311.7  ,       2
25336.1  ,       8
25360.6  ,       6
25385.0  ,       5
25409.4  ,       3
25433.8  ,       2
25458.2  ,    8625
