"Target: Haroldswick_Raster3, Contains DAT files: APB_568048491ESC19210671762_______M1.DAT"
 4846.3  ,      27
 4870.7  ,      16
 4895.1  ,      20
 4919.5  ,      27
 4943.9  ,      17
 4968.2  ,      21
 4992.6  ,      22
 5017.0  ,      14
 5041.4  ,      30
 5065.8  ,      24
 5090.2  ,      12
 5114.5  ,      18
 5138.9  ,      12
 5163.3  ,      17
 5187.7  ,       9
 5212.1  ,      22
 5236.5  ,      18
 5260.8  ,      28
 5285.2  ,      29
 5309.6  ,      35
 5334.0  ,      35
 5358.4  ,      29
 5382.8  ,      41
 5407.1  ,      49
 5431.5  ,      34
 5455.9  ,      37
 5480.3  ,      29
 5504.7  ,      29
 5529.1  ,      20
 5553.4  ,      25
 5577.8  ,      26
 5602.2  ,      15
 5626.6  ,      23
 5651.0  ,      33
 5675.4  ,      20
 5699.7  ,      22
 5724.1  ,      25
 5748.5  ,      24
 5772.9  ,      36
 5797.3  ,      44
 5821.7  ,      32
 5846.0  ,      60
 5870.4  ,      45
 5894.8  ,      66
 5919.2  ,      40
 5943.6  ,      48
 5968.0  ,      57
 5992.3  ,      50
 6016.7  ,      41
 6041.1  ,      34
 6065.5  ,      50
 6089.9  ,      48
 6114.3  ,      65
 6138.6  ,      66
 6163.0  ,      97
 6187.4  ,     151
 6211.8  ,     285
 6236.2  ,     515
 6260.6  ,     932
 6284.9  ,    1687
 6309.3  ,    2534
 6333.7  ,    3321
 6358.1  ,    3952
 6382.5  ,    4235
 6406.9  ,    3896
 6431.2  ,    3210
 6455.6  ,    2233
 6480.0  ,    1378
 6504.4  ,     804
 6528.8  ,     398
 6553.2  ,     191
 6577.5  ,      90
 6601.9  ,      41
 6626.3  ,      21
 6650.7  ,      18
 6675.1  ,      18
 6699.5  ,      24
 6723.8  ,      23
 6748.2  ,      20
 6772.6  ,      38
 6797.0  ,      33
 6821.4  ,      53
 6845.8  ,      48
 6870.1  ,      75
 6894.5  ,     132
 6918.9  ,     199
 6943.3  ,     302
 6967.7  ,     455
 6992.1  ,     528
 7016.4  ,     642
 7040.8  ,     660
 7065.2  ,     629
 7089.6  ,     495
 7114.0  ,     366
 7138.4  ,     222
 7162.7  ,     132
 7187.1  ,      74
 7211.5  ,      37
 7235.9  ,      29
 7260.3  ,      14
 7284.7  ,       6
 7309.0  ,       8
 7333.4  ,       9
 7357.8  ,      16
 7382.2  ,      16
 7406.6  ,       8
 7431.0  ,      29
 7455.3  ,      19
 7479.7  ,      19
 7504.1  ,      19
 7528.5  ,      19
 7552.9  ,      15
 7577.3  ,       9
 7601.6  ,      12
 7626.0  ,       6
 7650.4  ,       3
 7674.8  ,       3
 7699.2  ,       7
 7723.6  ,       5
 7747.9  ,       9
 7772.3  ,       7
 7796.7  ,      16
 7821.1  ,       4
 7845.5  ,       3
 7869.9  ,       7
 7894.2  ,       6
 7918.6  ,       7
 7943.0  ,       7
 7967.4  ,       7
 7991.8  ,       6
 8016.2  ,       6
 8040.5  ,       4
 8064.9  ,       5
 8089.3  ,       5
 8113.7  ,       4
 8138.1  ,       9
 8162.5  ,       5
 8186.8  ,       7
 8211.2  ,       9
 8235.6  ,       5
 8260.0  ,       8
 8284.4  ,       7
 8308.8  ,       6
 8333.1  ,      11
 8357.5  ,       4
 8381.9  ,      11
 8406.3  ,       8
 8430.7  ,       9
 8455.1  ,       3
 8479.4  ,      13
 8503.8  ,      17
 8528.2  ,      25
 8552.6  ,      27
 8577.0  ,      26
 8601.4  ,      35
 8625.7  ,      31
 8650.1  ,      24
 8674.5  ,      18
 8698.9  ,      21
 8723.3  ,      19
 8747.7  ,       8
 8772.1  ,       5
 8796.4  ,       7
 8820.8  ,       7
 8845.2  ,       9
 8869.6  ,       1
 8894.0  ,       6
 8918.4  ,       7
 8942.7  ,       4
 8967.1  ,       9
 8991.5  ,       3
 9015.9  ,       4
 9040.3  ,       7
 9064.7  ,       0
 9089.0  ,       3
 9113.4  ,       1
 9137.8  ,       5
 9162.2  ,       9
 9186.6  ,      11
 9211.0  ,       3
 9235.3  ,       7
 9259.7  ,       7
 9284.1  ,       4
 9308.5  ,       5
 9332.9  ,       5
 9357.3  ,       5
 9381.6  ,       6
 9406.0  ,       4
 9430.4  ,      13
 9454.8  ,       8
 9479.2  ,       8
 9503.6  ,       5
 9527.9  ,      11
 9552.3  ,       7
 9576.7  ,      10
 9601.1  ,       6
 9625.5  ,       8
 9649.9  ,       7
 9674.2  ,       4
 9698.6  ,       5
 9723.0  ,      10
 9747.4  ,       9
 9771.8  ,       4
 9796.2  ,       4
 9820.5  ,      16
 9844.9  ,       4
 9869.3  ,       7
 9893.7  ,       5
 9918.1  ,      10
 9942.5  ,       6
 9966.8  ,       6
 9991.2  ,       7
10015.6  ,       3
10040.0  ,       2
10064.4  ,       8
10088.8  ,       3
10113.1  ,       8
10137.5  ,       8
10161.9  ,       4
10186.3  ,       8
10210.7  ,       4
10235.1  ,       4
10259.4  ,      10
10283.8  ,       4
10308.2  ,       8
10332.6  ,       8
10357.0  ,       7
10381.4  ,       4
10405.7  ,       9
10430.1  ,       9
10454.5  ,       7
10478.9  ,       8
10503.3  ,       3
10527.7  ,       4
10552.0  ,       7
10576.4  ,       7
10600.8  ,       5
10625.2  ,       2
10649.6  ,      10
10674.0  ,       6
10698.3  ,       4
10722.7  ,       5
10747.1  ,       8
10771.5  ,      10
10795.9  ,       4
10820.3  ,       5
10844.6  ,       6
10869.0  ,       6
10893.4  ,       6
10917.8  ,       6
10942.2  ,      10
10966.6  ,       6
10990.9  ,       8
11015.3  ,       5
11039.7  ,       7
11064.1  ,       8
11088.5  ,       8
11112.9  ,       3
11137.2  ,       8
11161.6  ,       7
11186.0  ,       6
11210.4  ,       5
11234.8  ,       7
11259.2  ,       7
11283.5  ,       6
11307.9  ,      10
11332.3  ,       5
11356.7  ,       6
11381.1  ,       8
11405.5  ,       9
11429.8  ,      10
11454.2  ,      11
11478.6  ,       8
11503.0  ,       8
11527.4  ,      14
11551.8  ,      11
11576.1  ,       9
11600.5  ,       6
11624.9  ,      10
11649.3  ,       9
11673.7  ,      11
11698.1  ,      14
11722.4  ,       9
11746.8  ,      12
11771.2  ,      10
11795.6  ,       5
11820.0  ,      12
11844.4  ,      15
11868.7  ,      12
11893.1  ,       9
11917.5  ,      11
11941.9  ,      16
11966.3  ,      18
11990.7  ,      11
12015.0  ,      12
12039.4  ,      10
12063.8  ,      15
12088.2  ,      11
12112.6  ,      12
12137.0  ,      10
12161.3  ,       5
12185.7  ,      17
12210.1  ,       9
12234.5  ,      12
12258.9  ,       8
12283.3  ,      11
12307.6  ,      11
12332.0  ,       3
12356.4  ,       9
12380.8  ,       5
12405.2  ,       6
12429.6  ,      13
12453.9  ,      10
12478.3  ,       7
12502.7  ,      13
12527.1  ,      12
12551.5  ,      12
12575.9  ,       7
12600.2  ,       9
12624.6  ,      12
12649.0  ,       5
12673.4  ,       5
12697.8  ,      11
12722.2  ,       6
12746.5  ,      11
12770.9  ,      11
12795.3  ,      12
12819.7  ,       7
12844.1  ,      17
12868.5  ,      17
12892.8  ,      11
12917.2  ,      15
12941.6  ,      20
12966.0  ,      13
12990.4  ,      19
13014.8  ,      23
13039.1  ,      22
13063.5  ,      20
13087.9  ,      32
13112.3  ,      28
13136.7  ,      14
13161.1  ,      35
13185.4  ,      32
13209.8  ,      33
13234.2  ,      52
13258.6  ,      59
13283.0  ,      59
13307.4  ,      55
13331.7  ,      57
13356.1  ,      66
13380.5  ,      87
13404.9  ,      68
13429.3  ,      82
13453.7  ,      85
13478.0  ,      78
13502.4  ,      69
13526.8  ,      85
13551.2  ,      62
13575.6  ,      79
13600.0  ,      75
13624.3  ,      67
13648.7  ,      78
13673.1  ,      52
13697.5  ,      53
13721.9  ,      58
13746.3  ,      45
13770.6  ,      37
13795.0  ,      43
13819.4  ,      27
13843.8  ,      31
13868.2  ,      40
13892.6  ,      37
13916.9  ,      22
13941.3  ,      34
13965.7  ,      31
13990.1  ,      41
14014.5  ,      46
14038.9  ,      36
14063.2  ,      50
14087.6  ,      41
14112.0  ,      61
14136.4  ,      59
14160.8  ,      74
14185.2  ,      97
14209.5  ,      96
14233.9  ,     134
14258.3  ,     121
14282.7  ,      98
14307.1  ,     103
14331.5  ,      83
14355.8  ,      81
14380.2  ,      57
14404.6  ,      49
14429.0  ,      31
14453.4  ,      22
14477.8  ,      15
14502.1  ,      15
14526.5  ,       8
14550.9  ,      10
14575.3  ,      13
14599.7  ,       7
14624.1  ,       6
14648.4  ,       6
14672.8  ,      10
14697.2  ,       5
14721.6  ,      10
14746.0  ,      11
14770.4  ,       9
14794.7  ,       9
14819.1  ,       7
14843.5  ,       8
14867.9  ,       5
14892.3  ,      15
14916.7  ,       3
14941.0  ,       9
14965.4  ,      11
14989.8  ,       7
15014.2  ,      11
15038.6  ,      11
15063.0  ,      11
15087.3  ,      11
15111.7  ,      13
15136.1  ,       4
15160.5  ,       8
15184.9  ,      15
15209.3  ,       8
15233.6  ,      12
15258.0  ,      10
15282.4  ,      15
15306.8  ,       7
15331.2  ,      10
15355.6  ,      10
15379.9  ,      13
15404.3  ,      20
15428.7  ,      15
15453.1  ,      32
15477.5  ,      29
15501.9  ,      33
15526.2  ,      41
15550.6  ,      56
15575.0  ,      52
15599.4  ,      78
15623.8  ,     114
15648.2  ,     131
15672.5  ,     176
15696.9  ,     156
15721.3  ,     184
15745.7  ,     203
15770.1  ,     182
15794.5  ,     150
15818.8  ,     168
15843.2  ,     112
15867.6  ,      94
15892.0  ,      76
15916.4  ,      65
15940.8  ,      53
15965.1  ,      42
15989.5  ,      31
16013.9  ,      25
16038.3  ,      33
16062.7  ,      40
16087.1  ,      28
16111.4  ,      29
16135.8  ,      22
16160.2  ,      42
16184.6  ,      36
16209.0  ,      32
16233.4  ,      33
16257.7  ,      37
16282.1  ,      36
16306.5  ,      41
16330.9  ,      42
16355.3  ,      35
16379.7  ,      30
16404.0  ,      36
16428.4  ,      27
16452.8  ,      32
16477.2  ,      48
16501.6  ,      39
16526.0  ,      34
16550.3  ,      33
16574.7  ,      42
16599.1  ,      39
16623.5  ,      30
16647.9  ,      38
16672.3  ,      37
16696.6  ,      50
16721.0  ,      56
16745.4  ,      47
16769.8  ,      56
16794.2  ,      47
16818.6  ,      66
16842.9  ,      85
16867.3  ,      61
16891.7  ,      76
16916.1  ,      61
16940.5  ,      69
16964.9  ,      83
16989.3  ,      99
17013.6  ,      91
17038.0  ,      96
17062.4  ,      88
17086.8  ,      97
17111.2  ,      81
17135.6  ,      98
17159.9  ,     105
17184.3  ,      99
17208.7  ,     104
17233.1  ,      95
17257.5  ,      77
17281.9  ,      69
17306.2  ,      83
17330.6  ,      68
17355.0  ,      77
17379.4  ,      68
17403.8  ,      60
17428.2  ,      45
17452.5  ,      60
17476.9  ,      49
17501.3  ,      51
17525.7  ,      50
17550.1  ,      58
17574.5  ,      33
17598.8  ,      44
17623.2  ,      50
17647.6  ,      50
17672.0  ,      59
17696.4  ,      40
17720.8  ,      38
17745.1  ,      27
17769.5  ,      31
17793.9  ,      33
17818.3  ,      31
17842.7  ,      21
17867.1  ,      22
17891.4  ,      24
17915.8  ,      17
17940.2  ,      27
17964.6  ,      18
17989.0  ,      21
18013.4  ,      21
18037.7  ,      35
18062.1  ,      20
18086.5  ,      26
18110.9  ,      31
18135.3  ,      54
18159.7  ,      48
18184.0  ,      54
18208.4  ,      51
18232.8  ,      64
18257.2  ,      90
18281.6  ,      77
18306.0  ,     104
18330.3  ,      75
18354.7  ,      76
18379.1  ,      54
18403.5  ,      50
18427.9  ,      54
18452.3  ,      34
18476.6  ,      23
18501.0  ,      17
18525.4  ,      11
18549.8  ,       7
18574.2  ,       7
18598.6  ,       8
18622.9  ,       4
18647.3  ,       7
18671.7  ,       5
18696.1  ,       7
18720.5  ,       6
18744.9  ,       3
18769.2  ,       6
18793.6  ,       5
18818.0  ,       6
18842.4  ,       9
18866.8  ,      11
18891.2  ,       7
18915.5  ,       5
18939.9  ,      11
18964.3  ,       9
18988.7  ,       6
19013.1  ,       8
19037.5  ,       4
19061.8  ,       9
19086.2  ,       7
19110.6  ,       6
19135.0  ,      11
19159.4  ,       8
19183.8  ,       6
19208.1  ,      10
19232.5  ,      11
19256.9  ,      12
19281.3  ,      10
19305.7  ,       3
19330.1  ,      16
19354.4  ,       8
19378.8  ,      12
19403.2  ,      16
19427.6  ,      20
19452.0  ,      11
19476.4  ,      12
19500.7  ,      20
19525.1  ,      18
19549.5  ,      16
19573.9  ,      17
19598.3  ,      21
19622.7  ,      23
19647.0  ,      18
19671.4  ,      26
19695.8  ,      15
19720.2  ,      23
19744.6  ,      24
19769.0  ,      21
19793.3  ,      12
19817.7  ,      18
19842.1  ,      26
19866.5  ,      22
19890.9  ,      21
19915.3  ,      24
19939.6  ,      28
19964.0  ,      30
19988.4  ,      19
20012.8  ,      26
20037.2  ,      23
20061.6  ,      26
20085.9  ,      13
20110.3  ,      20
20134.7  ,      16
20159.1  ,      24
20183.5  ,      15
20207.9  ,       9
20232.2  ,      19
20256.6  ,      20
20281.0  ,      13
20305.4  ,      16
20329.8  ,      10
20354.2  ,      19
20378.5  ,      10
20402.9  ,      12
20427.3  ,       7
20451.7  ,      11
20476.1  ,      10
20500.5  ,      12
20524.8  ,       7
20549.2  ,       9
20573.6  ,      10
20598.0  ,      16
20622.4  ,      12
20646.8  ,       9
20671.1  ,       9
20695.5  ,       8
20719.9  ,       8
20744.3  ,       7
20768.7  ,       3
20793.1  ,       8
20817.4  ,       6
20841.8  ,      11
20866.2  ,       4
20890.6  ,       7
20915.0  ,       8
20939.4  ,       5
20963.7  ,       5
20988.1  ,       3
21012.5  ,       1
21036.9  ,       2
21061.3  ,       5
21085.7  ,       6
21110.0  ,       2
21134.4  ,       4
21158.8  ,       3
21183.2  ,       5
21207.6  ,       5
21232.0  ,       6
21256.3  ,      16
21280.7  ,      16
21305.1  ,      16
21329.5  ,      16
21353.9  ,      14
21378.3  ,      17
21402.6  ,      18
21427.0  ,      24
21451.4  ,      13
21475.8  ,      13
21500.2  ,      14
21524.6  ,      11
21548.9  ,       8
21573.3  ,      11
21597.7  ,       4
21622.1  ,       5
21646.5  ,       1
21670.9  ,       6
21695.2  ,       2
21719.6  ,       3
21744.0  ,       2
21768.4  ,       4
21792.8  ,       4
21817.2  ,       2
21841.5  ,       1
21865.9  ,       4
21890.3  ,       5
21914.7  ,       1
21939.1  ,       5
21963.5  ,       8
21987.8  ,       5
22012.2  ,       4
22036.6  ,       3
22061.0  ,       4
22085.4  ,       4
22109.8  ,       4
22134.1  ,       3
22158.5  ,       9
22182.9  ,       5
22207.3  ,       4
22231.7  ,       7
22256.1  ,       3
22280.4  ,       5
22304.8  ,       5
22329.2  ,       4
22353.6  ,       6
22378.0  ,       2
22402.4  ,       1
22426.7  ,       3
22451.1  ,       0
22475.5  ,       1
22499.9  ,       2
22524.3  ,       4
22548.7  ,       2
22573.0  ,       1
22597.4  ,       1
22621.8  ,       4
22646.2  ,       2
22670.6  ,       0
22695.0  ,       0
22719.3  ,       4
22743.7  ,       1
22768.1  ,       2
22792.5  ,       4
22816.9  ,       1
22841.3  ,       2
22865.6  ,       2
22890.0  ,       2
22914.4  ,       2
22938.8  ,       4
22963.2  ,       2
22987.6  ,       2
23011.9  ,       1
23036.3  ,       5
23060.7  ,       2
23085.1  ,       3
23109.5  ,       4
23133.9  ,       3
23158.2  ,       2
23182.6  ,       1
23207.0  ,       2
23231.4  ,       4
23255.8  ,       1
23280.2  ,       4
23304.5  ,       1
23328.9  ,       1
23353.3  ,       4
23377.7  ,       0
23402.1  ,       4
23426.5  ,       4
23450.8  ,       2
23475.2  ,       3
23499.6  ,       2
23524.0  ,       2
23548.4  ,       2
23572.8  ,       1
23597.1  ,       2
23621.5  ,       0
23645.9  ,       2
23670.3  ,       3
23694.7  ,       4
23719.1  ,       0
23743.4  ,       2
23767.8  ,       4
23792.2  ,       3
23816.6  ,       1
23841.0  ,       1
23865.4  ,       3
23889.7  ,       4
23914.1  ,       2
23938.5  ,       2
23962.9  ,       4
23987.3  ,       3
24011.7  ,       2
24036.0  ,       5
24060.4  ,       3
24084.8  ,       5
24109.2  ,       3
24133.6  ,       4
24158.0  ,       2
24182.3  ,       4
24206.7  ,       5
24231.1  ,       2
24255.5  ,       3
24279.9  ,       5
24304.3  ,       4
24328.6  ,       3
24353.0  ,       2
24377.4  ,       1
24401.8  ,       2
24426.2  ,       1
24450.6  ,       5
24474.9  ,       1
24499.3  ,       3
24523.7  ,       1
24548.1  ,       1
24572.5  ,       0
24596.9  ,       1
24621.2  ,       4
24645.6  ,       2
24670.0  ,       1
24694.4  ,       3
24718.8  ,       6
24743.2  ,       5
24767.5  ,       3
24791.9  ,       2
24816.3  ,       0
24840.7  ,       1
24865.1  ,       3
24889.5  ,       0
24913.8  ,       1
24938.2  ,       4
24962.6  ,       1
24987.0  ,       2
25011.4  ,       9
25035.8  ,       1
25060.1  ,       2
25084.5  ,       4
25108.9  ,       0
25133.3  ,       5
25157.7  ,       6
25182.1  ,       5
25206.5  ,       2
25230.8  ,       4
25255.2  ,       1
25279.6  ,       1
25304.0  ,       4
25328.4  ,       4
25352.8  ,       5
25377.1  ,       3
25401.5  ,      11
25425.9  ,    7768
