"Target: Cliffside_bridge_raster1, Contains DAT files: APB_546750788ESC16810622452_______M1.DAT"
11861.2  ,      36
11885.6  ,      43
11910.0  ,      37
11934.5  ,      41
11958.9  ,      28
11983.3  ,      23
12007.7  ,      26
12032.1  ,      21
12056.5  ,      19
12081.0  ,      26
12105.4  ,      24
12129.8  ,      18
12154.2  ,      14
12178.6  ,      23
12203.0  ,      15
12227.5  ,      12
12251.9  ,      18
12276.3  ,      20
12300.7  ,       7
12325.1  ,      15
12349.6  ,      10
12374.0  ,       5
12398.4  ,      11
12422.8  ,       8
12447.2  ,      12
12471.6  ,      13
12496.1  ,      15
12520.5  ,       9
12544.9  ,      12
12569.3  ,      15
12593.7  ,      12
12618.1  ,      16
12642.6  ,      14
12667.0  ,      15
12691.4  ,      14
12715.8  ,      19
12740.2  ,      12
12764.7  ,      12
12789.1  ,      13
12813.5  ,      16
12837.9  ,      23
12862.3  ,      13
12886.7  ,      13
12911.2  ,      20
12935.6  ,      23
12960.0  ,      21
12984.4  ,      21
13008.8  ,      15
13033.2  ,      26
13057.7  ,      34
13082.1  ,      31
13106.5  ,      37
13130.9  ,      31
13155.3  ,      48
13179.8  ,      40
13204.2  ,      58
13228.6  ,      54
13253.0  ,      64
13277.4  ,      70
13301.8  ,      94
13326.3  ,      84
13350.7  ,      92
13375.1  ,      91
13399.5  ,     114
13423.9  ,      85
13448.3  ,      97
13472.8  ,     115
13497.2  ,     102
13521.6  ,     112
13546.0  ,     109
13570.4  ,     100
13594.9  ,      92
13619.3  ,     102
13643.7  ,      78
13668.1  ,      85
13692.5  ,      74
13716.9  ,      86
13741.4  ,      53
13765.8  ,      58
13790.2  ,      55
13814.6  ,      50
13839.0  ,      43
13863.4  ,      34
13887.9  ,      43
13912.3  ,      29
13936.7  ,      33
13961.1  ,      42
13985.5  ,      48
14010.0  ,      42
14034.4  ,      54
14058.8  ,      59
14083.2  ,      82
14107.6  ,      79
14132.0  ,      87
14156.5  ,     120
14180.9  ,     113
14205.3  ,     134
14229.7  ,     146
14254.1  ,     156
14278.5  ,     156
14303.0  ,     177
14327.4  ,     123
14351.8  ,     119
14376.2  ,      82
14400.6  ,      68
14425.0  ,      47
14449.5  ,      35
14473.9  ,      25
14498.3  ,      15
14522.7  ,       9
14547.1  ,      15
14571.6  ,       9
14596.0  ,      11
14620.4  ,      18
14644.8  ,       8
14669.2  ,       9
14693.6  ,      14
14718.1  ,      10
14742.5  ,       8
14766.9  ,      10
14791.3  ,      10
14815.7  ,      15
14840.1  ,      10
14864.6  ,      11
14889.0  ,      10
14913.4  ,      12
14937.8  ,       8
14962.2  ,      12
14986.7  ,      14
15011.1  ,      16
15035.5  ,      12
15059.9  ,      13
15084.3  ,      13
15108.7  ,      15
15133.2  ,      21
15157.6  ,      14
15182.0  ,      11
15206.4  ,      16
15230.8  ,      19
15255.2  ,      17
15279.7  ,      14
15304.1  ,      17
15328.5  ,      16
15352.9  ,      21
15377.3  ,      28
15401.8  ,      18
15426.2  ,      18
15450.6  ,      20
15475.0  ,      32
15499.4  ,      38
15523.8  ,      45
15548.3  ,      45
15572.7  ,      59
15597.1  ,     115
15621.5  ,     148
15645.9  ,     151
15670.3  ,     204
15694.8  ,     213
15719.2  ,     217
15743.6  ,     218
15768.0  ,     239
15792.4  ,     215
15816.9  ,     202
15841.3  ,     147
15865.7  ,     157
15890.1  ,     106
15914.5  ,      84
15938.9  ,      59
15963.4  ,      46
15987.8  ,      52
16012.2  ,      43
16036.6  ,      44
16061.0  ,      46
16085.4  ,      42
16109.9  ,      46
16134.3  ,      59
16158.7  ,      53
16183.1  ,      49
16207.5  ,      54
16232.0  ,      37
16256.4  ,      53
16280.8  ,      65
16305.2  ,      36
16329.6  ,      68
16354.0  ,      56
16378.5  ,      46
16402.9  ,      39
16427.3  ,      50
16451.7  ,      51
16476.1  ,      36
16500.5  ,      51
16525.0  ,      52
16549.4  ,      51
16573.8  ,      57
16598.2  ,      53
16622.6  ,      66
16647.1  ,      54
16671.5  ,      58
16695.9  ,      59
16720.3  ,      66
16744.7  ,      81
16769.1  ,      78
16793.6  ,      81
16818.0  ,      86
16842.4  ,      83
16866.8  ,     102
16891.2  ,     102
16915.6  ,     106
16940.1  ,     109
16964.5  ,     113
16988.9  ,     107
17013.3  ,     130
17037.7  ,     116
17062.2  ,     125
17086.6  ,     130
17111.0  ,     141
17135.4  ,     139
17159.8  ,     123
17184.2  ,     125
17208.7  ,     154
17233.1  ,     130
17257.5  ,     125
17281.9  ,     139
17306.3  ,     110
17330.7  ,      90
17355.2  ,      92
17379.6  ,      96
17404.0  ,      80
17428.4  ,      70
17452.8  ,      65
17477.3  ,      63
17501.7  ,      70
17526.1  ,      61
17550.5  ,      61
17574.9  ,      70
17599.3  ,      72
17623.8  ,      77
17648.2  ,      65
17672.6  ,      56
17697.0  ,      50
17721.4  ,      61
17745.8  ,      53
17770.3  ,      52
17794.7  ,      49
17819.1  ,      38
17843.5  ,      21
17867.9  ,      22
17892.3  ,      40
17916.8  ,      25
17941.2  ,      35
17965.6  ,      22
17990.0  ,      35
18014.4  ,      25
18038.9  ,      23
18063.3  ,      23
18087.7  ,      37
18112.1  ,      41
18136.5  ,      53
18160.9  ,      53
18185.4  ,      86
18209.8  ,     106
18234.2  ,     119
18258.6  ,     127
18283.0  ,     137
18307.4  ,     105
18331.9  ,     103
18356.3  ,     100
18380.7  ,      75
18405.1  ,      60
18429.5  ,      39
18454.0  ,      42
18478.4  ,      30
18502.8  ,      26
18527.2  ,      15
18551.6  ,       9
18576.0  ,      13
18600.5  ,       4
18624.9  ,       5
18649.3  ,      12
18673.7  ,      11
18698.1  ,      12
18722.5  ,      10
18747.0  ,       9
18771.4  ,       7
18795.8  ,       9
18820.2  ,       8
18844.6  ,      12
18869.1  ,       8
18893.5  ,       8
18917.9  ,       6
18942.3  ,      11
18966.7  ,       6
18991.1  ,      14
19015.6  ,      11
19040.0  ,      10
19064.4  ,      15
19088.8  ,      17
19113.2  ,      15
19137.6  ,      11
19162.1  ,       8
19186.5  ,      10
19210.9  ,      17
19235.3  ,      23
19259.7  ,      24
19284.2  ,      20
19308.6  ,      14
19333.0  ,      18
19357.4  ,      14
19381.8  ,      17
19406.2  ,      15
19430.7  ,      15
19455.1  ,      20
19479.5  ,      23
19503.9  ,      18
19528.3  ,      22
19552.7  ,      33
19577.2  ,      29
19601.6  ,      29
19626.0  ,      30
19650.4  ,      44
19674.8  ,      29
19699.3  ,      24
19723.7  ,      46
19748.1  ,      30
19772.5  ,      43
19796.9  ,      29
19821.3  ,      35
19845.8  ,      43
19870.2  ,      38
19894.6  ,      34
19919.0  ,      34
19943.4  ,      18
19967.8  ,      42
19992.3  ,      35
20016.7  ,      36
20041.1  ,      16
20065.5  ,      28
20089.9  ,      33
20114.4  ,      29
20138.8  ,      22
20163.2  ,      20
20187.6  ,      25
20212.0  ,      25
20236.4  ,      13
20260.9  ,      18
20285.3  ,      15
20309.7  ,      11
20334.1  ,      17
20358.5  ,      20
20382.9  ,      18
20407.4  ,      12
20431.8  ,      22
20456.2  ,      21
20480.6  ,      13
20505.0  ,       7
20529.5  ,      16
20553.9  ,      12
20578.3  ,      17
20602.7  ,      13
20627.1  ,      13
20651.5  ,      11
20676.0  ,      11
20700.4  ,      16
20724.8  ,      14
20749.2  ,       7
20773.6  ,       9
20798.0  ,       4
20822.5  ,       9
20846.9  ,       9
20871.3  ,       4
20895.7  ,      13
20920.1  ,       4
20944.5  ,       7
20969.0  ,       5
20993.4  ,      10
21017.8  ,       3
21042.2  ,       6
21066.6  ,       7
21091.1  ,       4
21115.5  ,       7
21139.9  ,       9
21164.3  ,       5
21188.7  ,       9
21213.1  ,      12
21237.6  ,       8
21262.0  ,      15
21286.4  ,      13
21310.8  ,      16
21335.2  ,      19
21359.6  ,      23
21384.1  ,      31
21408.5  ,      22
21432.9  ,      33
21457.3  ,      29
21481.7  ,      25
21506.2  ,      21
21530.6  ,      21
21555.0  ,      19
21579.4  ,      11
21603.8  ,      10
21628.2  ,       7
21652.7  ,       3
21677.1  ,       1
21701.5  ,       8
21725.9  ,       6
21750.3  ,       7
21774.7  ,       2
21799.2  ,       2
21823.6  ,       3
21848.0  ,       5
21872.4  ,       3
21896.8  ,       3
21921.3  ,       3
21945.7  ,       2
21970.1  ,       6
21994.5  ,       5
22018.9  ,       5
22043.3  ,      10
22067.8  ,       8
22092.2  ,       7
22116.6  ,       7
22141.0  ,       4
22165.4  ,       5
22189.8  ,      10
22214.3  ,      10
22238.7  ,       6
22263.1  ,       7
22287.5  ,      10
22311.9  ,       4
22336.4  ,       2
22360.8  ,       2
22385.2  ,       4
22409.6  ,       4
22434.0  ,       3
22458.4  ,       4
22482.9  ,       5
22507.3  ,       3
22531.7  ,       5
22556.1  ,       6
22580.5  ,       4
22604.9  ,       2
22629.4  ,       3
22653.8  ,       3
22678.2  ,       0
22702.6  ,       4
22727.0  ,       4
22751.5  ,       5
22775.9  ,       2
22800.3  ,       1
22824.7  ,       3
22849.1  ,       2
22873.5  ,       0
22898.0  ,       3
22922.4  ,       5
22946.8  ,       2
22971.2  ,       1
22995.6  ,       3
23020.0  ,       3
23044.5  ,       4
23068.9  ,       1
23093.3  ,       4
23117.7  ,       3
23142.1  ,       0
23166.6  ,       3
23191.0  ,       5
23215.4  ,       2
23239.8  ,       1
23264.2  ,       3
23288.6  ,       3
23313.1  ,       1
23337.5  ,       4
23361.9  ,       2
23386.3  ,       3
23410.7  ,       7
23435.1  ,       1
23459.6  ,       4
23484.0  ,       0
23508.4  ,       1
23532.8  ,       3
23557.2  ,       3
23581.7  ,       2
23606.1  ,       2
23630.5  ,       4
23654.9  ,       2
23679.3  ,       1
23703.7  ,       4
23728.2  ,       3
23752.6  ,       4
23777.0  ,       2
23801.4  ,       0
23825.8  ,       3
23850.2  ,       3
23874.7  ,       4
23899.1  ,       2
23923.5  ,       2
23947.9  ,       5
23972.3  ,       2
23996.7  ,       0
24021.2  ,       3
24045.6  ,       4
24070.0  ,       2
24094.4  ,       6
24118.8  ,       2
24143.3  ,       2
24167.7  ,       2
24192.1  ,       3
24216.5  ,       1
24240.9  ,       2
24265.3  ,       4
24289.8  ,       2
24314.2  ,       3
24338.6  ,       3
24363.0  ,       0
24387.4  ,       2
24411.8  ,       3
24436.3  ,       1
24460.7  ,       1
24485.1  ,       4
24509.5  ,       4
24533.9  ,       2
24558.4  ,       1
24582.8  ,       0
24607.2  ,       2
24631.6  ,       3
24656.0  ,       1
24680.4  ,       3
24704.9  ,       2
24729.3  ,       5
24753.7  ,       2
24778.1  ,       4
24802.5  ,       3
24826.9  ,       1
24851.4  ,       3
24875.8  ,       3
24900.2  ,       0
24924.6  ,       5
24949.0  ,       6
24973.5  ,       3
24997.9  ,       2
25022.3  ,       3
25046.7  ,       3
25071.1  ,       3
25095.5  ,       2
25120.0  ,       6
25144.4  ,       6
25168.8  ,       5
25193.2  ,       7
25217.6  ,       5
25242.0  ,       6
25266.5  ,       4
25290.9  ,       3
25315.3  ,       5
25339.7  ,       6
25364.1  ,       5
25388.6  ,       3
25413.0  ,       5
25437.4  ,       4
25461.8  ,    9462
