"Target: Cliffside_bridge_raster4, Contains DAT files: APB_546754688ESC16810622452_______M1.DAT"
11855.2  ,      36
11879.6  ,      54
11904.0  ,      39
11928.5  ,      46
11952.9  ,      39
11977.3  ,      38
12001.7  ,      37
12026.1  ,      26
12050.5  ,      28
12074.9  ,      24
12099.3  ,      23
12123.7  ,      19
12148.1  ,      29
12172.5  ,      13
12196.9  ,      15
12221.3  ,      13
12245.7  ,       9
12270.1  ,       8
12294.5  ,      10
12318.9  ,       4
12343.3  ,       9
12367.7  ,      17
12392.1  ,      15
12416.5  ,      11
12441.0  ,      16
12465.4  ,      10
12489.8  ,      20
12514.2  ,      14
12538.6  ,      12
12563.0  ,      20
12587.4  ,      24
12611.8  ,      21
12636.2  ,      15
12660.6  ,      18
12685.0  ,      14
12709.4  ,      12
12733.8  ,      18
12758.2  ,      19
12782.6  ,      18
12807.0  ,      20
12831.4  ,      18
12855.8  ,      22
12880.2  ,      20
12904.6  ,      18
12929.0  ,      26
12953.5  ,      25
12977.9  ,      29
13002.3  ,      32
13026.7  ,      31
13051.1  ,      30
13075.5  ,      20
13099.9  ,      35
13124.3  ,      56
13148.7  ,      35
13173.1  ,      52
13197.5  ,      63
13221.9  ,      59
13246.3  ,      67
13270.7  ,      70
13295.1  ,      63
13319.5  ,      81
13343.9  ,      99
13368.3  ,      98
13392.7  ,     119
13417.1  ,     113
13441.5  ,     105
13466.0  ,     109
13490.4  ,     114
13514.8  ,     119
13539.2  ,     117
13563.6  ,      99
13588.0  ,     106
13612.4  ,     135
13636.8  ,     122
13661.2  ,      83
13685.6  ,      93
13710.0  ,      82
13734.4  ,      79
13758.8  ,      58
13783.2  ,      46
13807.6  ,      56
13832.0  ,      36
13856.4  ,      52
13880.8  ,      46
13905.2  ,      51
13929.6  ,      41
13954.0  ,      32
13978.5  ,      51
14002.9  ,      44
14027.3  ,      48
14051.7  ,      66
14076.1  ,      78
14100.5  ,      72
14124.9  ,      86
14149.3  ,     108
14173.7  ,     110
14198.1  ,     147
14222.5  ,     133
14246.9  ,     147
14271.3  ,     158
14295.7  ,     181
14320.1  ,     131
14344.5  ,     102
14368.9  ,      82
14393.3  ,      59
14417.7  ,      53
14442.1  ,      43
14466.6  ,      21
14491.0  ,      22
14515.4  ,      12
14539.8  ,      23
14564.2  ,      12
14588.6  ,      10
14613.0  ,       6
14637.4  ,       5
14661.8  ,       5
14686.2  ,       6
14710.6  ,       8
14735.0  ,      11
14759.4  ,      12
14783.8  ,       5
14808.2  ,      14
14832.6  ,      11
14857.0  ,      13
14881.4  ,      16
14905.8  ,      11
14930.2  ,      11
14954.6  ,      16
14979.1  ,      12
15003.5  ,      15
15027.9  ,      10
15052.3  ,      15
15076.7  ,      12
15101.1  ,      13
15125.5  ,      18
15149.9  ,      16
15174.3  ,      21
15198.7  ,      13
15223.1  ,      17
15247.5  ,      16
15271.9  ,      23
15296.3  ,      26
15320.7  ,      20
15345.1  ,      17
15369.5  ,      19
15393.9  ,      25
15418.3  ,      20
15442.7  ,      30
15467.1  ,      20
15491.6  ,      40
15516.0  ,      45
15540.4  ,      60
15564.8  ,      83
15589.2  ,      91
15613.6  ,     110
15638.0  ,     147
15662.4  ,     197
15686.8  ,     193
15711.2  ,     227
15735.6  ,     272
15760.0  ,     260
15784.4  ,     221
15808.8  ,     208
15833.2  ,     184
15857.6  ,     137
15882.0  ,     136
15906.4  ,      81
15930.8  ,      60
15955.2  ,      64
15979.6  ,      56
16004.1  ,      35
16028.5  ,      38
16052.9  ,      49
16077.3  ,      58
16101.7  ,      53
16126.1  ,      48
16150.5  ,      52
16174.9  ,      55
16199.3  ,      56
16223.7  ,      50
16248.1  ,      62
16272.5  ,      64
16296.9  ,      49
16321.3  ,      59
16345.7  ,      57
16370.1  ,      47
16394.5  ,      46
16418.9  ,      62
16443.3  ,      48
16467.7  ,      49
16492.1  ,      66
16516.6  ,      40
16541.0  ,      48
16565.4  ,      42
16589.8  ,      46
16614.2  ,      56
16638.6  ,      65
16663.0  ,      72
16687.4  ,      68
16711.8  ,      63
16736.2  ,      85
16760.6  ,      82
16785.0  ,      80
16809.4  ,     101
16833.8  ,      97
16858.2  ,     104
16882.6  ,     101
16907.0  ,     110
16931.4  ,     115
16955.8  ,     135
16980.2  ,     123
17004.6  ,     146
17029.1  ,     126
17053.5  ,     147
17077.9  ,     155
17102.3  ,     152
17126.7  ,     128
17151.1  ,     147
17175.5  ,     146
17199.9  ,     180
17224.3  ,     169
17248.7  ,     151
17273.1  ,     129
17297.5  ,     124
17321.9  ,     114
17346.3  ,     110
17370.7  ,      72
17395.1  ,      69
17419.5  ,      76
17443.9  ,      89
17468.3  ,      84
17492.7  ,      60
17517.2  ,      54
17541.6  ,      68
17566.0  ,      77
17590.4  ,      75
17614.8  ,      74
17639.2  ,      74
17663.6  ,      76
17688.0  ,      89
17712.4  ,      59
17736.8  ,      56
17761.2  ,      44
17785.6  ,      39
17810.0  ,      41
17834.4  ,      48
17858.8  ,      40
17883.2  ,      28
17907.6  ,      33
17932.0  ,      28
17956.4  ,      26
17980.8  ,      21
18005.2  ,      31
18029.7  ,      32
18054.1  ,      19
18078.5  ,      40
18102.9  ,      37
18127.3  ,      59
18151.7  ,      63
18176.1  ,      75
18200.5  ,     100
18224.9  ,     109
18249.3  ,     119
18273.7  ,     122
18298.1  ,     125
18322.5  ,     127
18346.9  ,     120
18371.3  ,      81
18395.7  ,      86
18420.1  ,      54
18444.5  ,      38
18468.9  ,      27
18493.3  ,      26
18517.7  ,      17
18542.2  ,      16
18566.6  ,      11
18591.0  ,       8
18615.4  ,      11
18639.8  ,       9
18664.2  ,       7
18688.6  ,       3
18713.0  ,      11
18737.4  ,      12
18761.8  ,      16
18786.2  ,      10
18810.6  ,       6
18835.0  ,       9
18859.4  ,       3
18883.8  ,       6
18908.2  ,      10
18932.6  ,      11
18957.0  ,      12
18981.4  ,      11
19005.8  ,       6
19030.2  ,      16
19054.7  ,      14
19079.1  ,      11
19103.5  ,      20
19127.9  ,      12
19152.3  ,      14
19176.7  ,       8
19201.1  ,      17
19225.5  ,      11
19249.9  ,      23
19274.3  ,      13
19298.7  ,      15
19323.1  ,      17
19347.5  ,      18
19371.9  ,      14
19396.3  ,      20
19420.7  ,      20
19445.1  ,      21
19469.5  ,      25
19493.9  ,      27
19518.3  ,      34
19542.7  ,      28
19567.2  ,      34
19591.6  ,      30
19616.0  ,      31
19640.4  ,      34
19664.8  ,      28
19689.2  ,      42
19713.6  ,      45
19738.0  ,      29
19762.4  ,      27
19786.8  ,      36
19811.2  ,      46
19835.6  ,      36
19860.0  ,      31
19884.4  ,      34
19908.8  ,      42
19933.2  ,      41
19957.6  ,      29
19982.0  ,      30
20006.4  ,      33
20030.8  ,      34
20055.2  ,      32
20079.7  ,      27
20104.1  ,      29
20128.5  ,      22
20152.9  ,      26
20177.3  ,      25
20201.7  ,      14
20226.1  ,      24
20250.5  ,      21
20274.9  ,      28
20299.3  ,      21
20323.7  ,      26
20348.1  ,      18
20372.5  ,      23
20396.9  ,      17
20421.3  ,      16
20445.7  ,      16
20470.1  ,       7
20494.5  ,      23
20518.9  ,      16
20543.3  ,      18
20567.8  ,      13
20592.2  ,      18
20616.6  ,      18
20641.0  ,      17
20665.4  ,      10
20689.8  ,      18
20714.2  ,      16
20738.6  ,      11
20763.0  ,      10
20787.4  ,      13
20811.8  ,      10
20836.2  ,      12
20860.6  ,       4
20885.0  ,      15
20909.4  ,       5
20933.8  ,       6
20958.2  ,       7
20982.6  ,      10
21007.0  ,       6
21031.4  ,       4
21055.8  ,       6
21080.3  ,       6
21104.7  ,       2
21129.1  ,       7
21153.5  ,       7
21177.9  ,       8
21202.3  ,       5
21226.7  ,       7
21251.1  ,      13
21275.5  ,       8
21299.9  ,      18
21324.3  ,      22
21348.7  ,      27
21373.1  ,      20
21397.5  ,      20
21421.9  ,      29
21446.3  ,      25
21470.7  ,      20
21495.1  ,      18
21519.5  ,      18
21543.9  ,      17
21568.3  ,      16
21592.8  ,      11
21617.2  ,       5
21641.6  ,       6
21666.0  ,       7
21690.4  ,       7
21714.8  ,       2
21739.2  ,       7
21763.6  ,       9
21788.0  ,       6
21812.4  ,       5
21836.8  ,       3
21861.2  ,       3
21885.6  ,       6
21910.0  ,       3
21934.4  ,       7
21958.8  ,       4
21983.2  ,       6
22007.6  ,       4
22032.0  ,       6
22056.4  ,       7
22080.8  ,       9
22105.3  ,       8
22129.7  ,      12
22154.1  ,       3
22178.5  ,      14
22202.9  ,       3
22227.3  ,       7
22251.7  ,       5
22276.1  ,       5
22300.5  ,       5
22324.9  ,       1
22349.3  ,       6
22373.7  ,       3
22398.1  ,       8
22422.5  ,       3
22446.9  ,       4
22471.3  ,       4
22495.7  ,       2
22520.1  ,       3
22544.5  ,       3
22568.9  ,       3
22593.3  ,       2
22617.8  ,       4
22642.2  ,       2
22666.6  ,       1
22691.0  ,       3
22715.4  ,       2
22739.8  ,       3
22764.2  ,       4
22788.6  ,       2
22813.0  ,       8
22837.4  ,       3
22861.8  ,       2
22886.2  ,       5
22910.6  ,       2
22935.0  ,       3
22959.4  ,       4
22983.8  ,       1
23008.2  ,       5
23032.6  ,       0
23057.0  ,       6
23081.4  ,       7
23105.8  ,       0
23130.3  ,       3
23154.7  ,       5
23179.1  ,       2
23203.5  ,       1
23227.9  ,       1
23252.3  ,       7
23276.7  ,       1
23301.1  ,       2
23325.5  ,       2
23349.9  ,       2
23374.3  ,       2
23398.7  ,       5
23423.1  ,       5
23447.5  ,       3
23471.9  ,       3
23496.3  ,       2
23520.7  ,       4
23545.1  ,       0
23569.5  ,       3
23593.9  ,       1
23618.4  ,       2
23642.8  ,       4
23667.2  ,       2
23691.6  ,       1
23716.0  ,       3
23740.4  ,       4
23764.8  ,       2
23789.2  ,       3
23813.6  ,       2
23838.0  ,       3
23862.4  ,       5
23886.8  ,       1
23911.2  ,       4
23935.6  ,       2
23960.0  ,       3
23984.4  ,       2
24008.8  ,       2
24033.2  ,       4
24057.6  ,       5
24082.0  ,       3
24106.4  ,       4
24130.9  ,       3
24155.3  ,       6
24179.7  ,       3
24204.1  ,       3
24228.5  ,       3
24252.9  ,       4
24277.3  ,       1
24301.7  ,       5
24326.1  ,       4
24350.5  ,       2
24374.9  ,       2
24399.3  ,       4
24423.7  ,       4
24448.1  ,       5
24472.5  ,       2
24496.9  ,       6
24521.3  ,       4
24545.7  ,       4
24570.1  ,       3
24594.5  ,       5
24618.9  ,       1
24643.4  ,       5
24667.8  ,       5
24692.2  ,       2
24716.6  ,       1
24741.0  ,       7
24765.4  ,       4
24789.8  ,       3
24814.2  ,       1
24838.6  ,       4
24863.0  ,       4
24887.4  ,       1
24911.8  ,       1
24936.2  ,       3
24960.6  ,       2
24985.0  ,       5
25009.4  ,       4
25033.8  ,       6
25058.2  ,       2
25082.6  ,       3
25107.0  ,       3
25131.4  ,       3
25155.9  ,       3
25180.3  ,       5
25204.7  ,       6
25229.1  ,       1
25253.5  ,       2
25277.9  ,       2
25302.3  ,       4
25326.7  ,       3
25351.1  ,       4
25375.5  ,       8
25399.9  ,       5
25424.3  ,       4
25448.7  ,    9874
