"Target: Cumberland_A_adjusted_Target2, Contains DAT files: APB_422636994ESC02830060082_______M2.DAT"
 3829.9  ,     102
 3854.4  ,      55
 3878.8  ,      47
 3903.2  ,      36
 3927.6  ,      53
 3952.1  ,      49
 3976.5  ,      67
 4000.9  ,      65
 4025.3  ,      57
 4049.7  ,      58
 4074.2  ,      33
 4098.6  ,      49
 4123.0  ,      43
 4147.4  ,      24
 4171.8  ,      21
 4196.3  ,      16
 4220.7  ,      20
 4245.1  ,      19
 4269.5  ,      12
 4294.0  ,      20
 4318.4  ,      30
 4342.8  ,      15
 4367.2  ,      34
 4391.6  ,      36
 4416.1  ,      44
 4440.5  ,      55
 4464.9  ,      78
 4489.3  ,      67
 4513.7  ,      66
 4538.2  ,      46
 4562.6  ,      53
 4587.0  ,      59
 4611.4  ,      36
 4635.9  ,      45
 4660.3  ,      29
 4684.7  ,      32
 4709.1  ,      20
 4733.5  ,      31
 4758.0  ,      16
 4782.4  ,      28
 4806.8  ,      20
 4831.2  ,      21
 4855.6  ,      22
 4880.1  ,      34
 4904.5  ,      25
 4928.9  ,      29
 4953.3  ,      32
 4977.8  ,      24
 5002.2  ,      24
 5026.6  ,      20
 5051.0  ,      21
 5075.4  ,      23
 5099.9  ,      13
 5124.3  ,      25
 5148.7  ,      13
 5173.1  ,      13
 5197.6  ,      26
 5222.0  ,      19
 5246.4  ,      28
 5270.8  ,      33
 5295.2  ,      27
 5319.7  ,      46
 5344.1  ,      32
 5368.5  ,      42
 5392.9  ,      45
 5417.3  ,      41
 5441.8  ,      32
 5466.2  ,      40
 5490.6  ,      36
 5515.0  ,      31
 5539.5  ,      26
 5563.9  ,      25
 5588.3  ,      19
 5612.7  ,      18
 5637.1  ,      22
 5661.6  ,      22
 5686.0  ,      28
 5710.4  ,      26
 5734.8  ,      27
 5759.2  ,      36
 5783.7  ,      46
 5808.1  ,      64
 5832.5  ,      48
 5856.9  ,      55
 5881.4  ,      49
 5905.8  ,      72
 5930.2  ,      76
 5954.6  ,      55
 5979.0  ,      56
 6003.5  ,      47
 6027.9  ,      54
 6052.3  ,      49
 6076.7  ,      57
 6101.1  ,      67
 6125.6  ,      77
 6150.0  ,     130
 6174.4  ,     217
 6198.8  ,     322
 6223.3  ,     573
 6247.7  ,     879
 6272.1  ,    1339
 6296.5  ,    1816
 6320.9  ,    2356
 6345.4  ,    2804
 6369.8  ,    3044
 6394.2  ,    3012
 6418.6  ,    2826
 6443.0  ,    2455
 6467.5  ,    1927
 6491.9  ,    1454
 6516.3  ,     967
 6540.7  ,     599
 6565.2  ,     326
 6589.6  ,     191
 6614.0  ,     126
 6638.4  ,      59
 6662.8  ,      34
 6687.3  ,      26
 6711.7  ,      29
 6736.1  ,      27
 6760.5  ,      28
 6784.9  ,      25
 6809.4  ,      49
 6833.8  ,      66
 6858.2  ,      92
 6882.6  ,     134
 6907.1  ,     189
 6931.5  ,     263
 6955.9  ,     342
 6980.3  ,     420
 7004.7  ,     486
 7029.2  ,     506
 7053.6  ,     515
 7078.0  ,     478
 7102.4  ,     394
 7126.8  ,     305
 7151.3  ,     230
 7175.7  ,     179
 7200.1  ,     102
 7224.5  ,      68
 7249.0  ,      30
 7273.4  ,      23
 7297.8  ,      23
 7322.2  ,      18
 7346.6  ,      16
 7371.1  ,      29
 7395.5  ,      21
 7419.9  ,      18
 7444.3  ,      21
 7468.8  ,      19
 7493.2  ,      18
 7517.6  ,      21
 7542.0  ,      11
 7566.4  ,      23
 7590.9  ,       8
 7615.3  ,      13
 7639.7  ,       9
 7664.1  ,       9
 7688.5  ,      11
 7713.0  ,       6
 7737.4  ,       8
 7761.8  ,      10
 7786.2  ,       4
 7810.7  ,      12
 7835.1  ,      12
 7859.5  ,      10
 7883.9  ,      11
 7908.3  ,       4
 7932.8  ,      12
 7957.2  ,      12
 7981.6  ,       8
 8006.0  ,       8
 8030.4  ,       9
 8054.9  ,       8
 8079.3  ,       4
 8103.7  ,       4
 8128.1  ,       7
 8152.6  ,       9
 8177.0  ,      10
 8201.4  ,      13
 8225.8  ,      13
 8250.2  ,       4
 8274.7  ,      12
 8299.1  ,       8
 8323.5  ,       9
 8347.9  ,      13
 8372.3  ,      11
 8396.8  ,      12
 8421.2  ,       7
 8445.6  ,       7
 8470.0  ,      14
 8494.5  ,      22
 8518.9  ,      15
 8543.3  ,      40
 8567.7  ,      31
 8592.1  ,      32
 8616.6  ,      43
 8641.0  ,      31
 8665.4  ,      29
 8689.8  ,      40
 8714.2  ,      17
 8738.7  ,      19
 8763.1  ,      18
 8787.5  ,      11
 8811.9  ,      12
 8836.4  ,       5
 8860.8  ,      12
 8885.2  ,      10
 8909.6  ,      10
 8934.0  ,       9
 8958.5  ,       4
 8982.9  ,       8
 9007.3  ,       8
 9031.7  ,       6
 9056.1  ,      11
 9080.6  ,       8
 9105.0  ,       9
 9129.4  ,       8
 9153.8  ,      11
 9178.3  ,       7
 9202.7  ,      10
 9227.1  ,      11
 9251.5  ,       6
 9275.9  ,       5
 9300.4  ,      10
 9324.8  ,       9
 9349.2  ,       4
 9373.6  ,       8
 9398.0  ,       2
 9422.5  ,       5
 9446.9  ,       8
 9471.3  ,      13
 9495.7  ,       9
 9520.2  ,      10
 9544.6  ,      10
 9569.0  ,      10
 9593.4  ,      12
 9617.8  ,      11
 9642.3  ,      12
 9666.7  ,      15
 9691.1  ,       9
 9715.5  ,      15
 9740.0  ,      14
 9764.4  ,      12
 9788.8  ,      14
 9813.2  ,      13
 9837.6  ,      11
 9862.1  ,      16
 9886.5  ,      22
 9910.9  ,       8
 9935.3  ,       9
 9959.7  ,      10
 9984.2  ,       8
10008.6  ,       8
10033.0  ,       5
10057.4  ,       9
10081.9  ,       8
10106.3  ,      11
10130.7  ,      11
10155.1  ,       4
10179.5  ,       9
10204.0  ,       7
10228.4  ,      11
10252.8  ,       3
10277.2  ,      14
10301.6  ,       1
10326.1  ,       9
10350.5  ,       2
10374.9  ,      11
10399.3  ,       3
10423.8  ,      11
10448.2  ,       8
10472.6  ,       2
10497.0  ,       7
10521.4  ,       8
10545.9  ,       5
10570.3  ,       9
10594.7  ,       9
10619.1  ,       7
10643.5  ,       4
10668.0  ,       3
10692.4  ,       5
10716.8  ,       6
10741.2  ,       9
10765.7  ,       5
10790.1  ,       3
10814.5  ,       6
10838.9  ,       7
10863.3  ,       9
10887.8  ,       8
10912.2  ,       7
10936.6  ,      10
10961.0  ,       4
10985.4  ,       9
11009.9  ,       4
11034.3  ,       8
11058.7  ,       9
11083.1  ,       5
11107.6  ,       7
11132.0  ,      11
11156.4  ,       5
11180.8  ,       5
11205.2  ,       7
11229.7  ,       6
11254.1  ,      17
11278.5  ,       5
11302.9  ,       3
11327.3  ,       5
11351.8  ,       5
11376.2  ,       8
11400.6  ,       3
11425.0  ,       8
11449.5  ,       6
11473.9  ,       4
11498.3  ,       8
11522.7  ,      10
11547.1  ,       9
11571.6  ,       9
11596.0  ,      12
11620.4  ,      10
11644.8  ,      12
11669.2  ,       8
11693.7  ,       8
11718.1  ,      14
11742.5  ,      13
11766.9  ,      14
11791.4  ,      18
11815.8  ,      16
11840.2  ,      17
11864.6  ,      28
11889.0  ,      28
11913.5  ,      18
11937.9  ,      17
11962.3  ,      28
11986.7  ,      14
12011.2  ,      13
12035.6  ,      13
12060.0  ,      20
12084.4  ,      18
12108.8  ,      13
12133.3  ,      25
12157.7  ,      14
12182.1  ,      11
12206.5  ,      13
12230.9  ,      17
12255.4  ,       6
12279.8  ,      12
12304.2  ,       8
12328.6  ,      10
12353.1  ,      12
12377.5  ,       6
12401.9  ,      11
12426.3  ,      10
12450.7  ,       9
12475.2  ,      18
12499.6  ,      13
12524.0  ,      13
12548.4  ,      12
12572.8  ,      12
12597.3  ,      16
12621.7  ,      14
12646.1  ,      17
12670.5  ,      16
12695.0  ,      17
12719.4  ,      13
12743.8  ,      12
12768.2  ,      16
12792.6  ,      14
12817.1  ,      24
12841.5  ,      17
12865.9  ,      13
12890.3  ,      24
12914.7  ,      18
12939.2  ,      18
12963.6  ,      14
12988.0  ,      20
13012.4  ,      26
13036.9  ,      17
13061.3  ,      32
13085.7  ,      24
13110.1  ,      25
13134.5  ,      33
13159.0  ,      27
13183.4  ,      30
13207.8  ,      42
13232.2  ,      43
13256.6  ,      42
13281.1  ,      53
13305.5  ,      41
13329.9  ,      73
13354.3  ,      75
13378.8  ,      64
13403.2  ,      66
13427.6  ,      87
13452.0  ,      68
13476.4  ,      74
13500.9  ,     100
13525.3  ,      81
13549.7  ,      94
13574.1  ,      53
13598.5  ,      72
13623.0  ,      81
13647.4  ,      65
13671.8  ,      55
13696.2  ,      59
13720.7  ,      55
13745.1  ,      53
13769.5  ,      51
13793.9  ,      32
13818.3  ,      49
13842.8  ,      36
13867.2  ,      27
13891.6  ,      34
13916.0  ,      33
13940.4  ,      39
13964.9  ,      29
13989.3  ,      30
14013.7  ,      38
14038.1  ,      47
14062.6  ,      49
14087.0  ,      62
14111.4  ,      79
14135.8  ,      63
14160.2  ,      76
14184.7  ,      85
14209.1  ,     104
14233.5  ,      98
14257.9  ,     127
14282.4  ,     105
14306.8  ,     115
14331.2  ,      99
14355.6  ,     100
14380.0  ,      75
14404.5  ,      51
14428.9  ,      42
14453.3  ,      23
14477.7  ,      27
14502.1  ,      22
14526.6  ,      16
14551.0  ,      17
14575.4  ,      17
14599.8  ,      10
14624.3  ,       8
14648.7  ,       7
14673.1  ,      12
14697.5  ,      10
14721.9  ,      10
14746.4  ,       6
14770.8  ,       8
14795.2  ,       9
14819.6  ,      17
14844.0  ,       9
14868.5  ,      10
14892.9  ,      23
14917.3  ,      15
14941.7  ,      21
14966.2  ,       8
14990.6  ,      12
15015.0  ,      15
15039.4  ,      12
15063.8  ,      10
15088.3  ,      17
15112.7  ,      13
15137.1  ,      14
15161.5  ,       5
15185.9  ,      12
15210.4  ,      15
15234.8  ,      10
15259.2  ,      14
15283.6  ,      19
15308.1  ,      16
15332.5  ,      14
15356.9  ,      20
15381.3  ,      18
15405.7  ,      21
15430.2  ,      26
15454.6  ,      32
15479.0  ,      39
15503.4  ,      58
15527.8  ,      66
15552.3  ,      84
15576.7  ,      90
15601.1  ,     147
15625.5  ,     178
15650.0  ,     199
15674.4  ,     202
15698.8  ,     251
15723.2  ,     217
15747.6  ,     245
15772.1  ,     247
15796.5  ,     240
15820.9  ,     217
15845.3  ,     220
15869.7  ,     152
15894.2  ,     151
15918.6  ,     122
15943.0  ,      81
15967.4  ,      75
15991.9  ,      69
16016.3  ,      47
16040.7  ,      51
16065.1  ,      42
16089.5  ,      30
16114.0  ,      49
16138.4  ,      41
16162.8  ,      32
16187.2  ,      39
16211.6  ,      44
16236.1  ,      37
16260.5  ,      26
16284.9  ,      40
16309.3  ,      38
16333.8  ,      45
16358.2  ,      41
16382.6  ,      38
16407.0  ,      41
16431.4  ,      54
16455.9  ,      46
16480.3  ,      51
16504.7  ,      47
16529.1  ,      36
16553.6  ,      43
16578.0  ,      34
16602.4  ,      43
16626.8  ,      48
16651.2  ,      51
16675.7  ,      60
16700.1  ,      52
16724.5  ,      38
16748.9  ,      58
16773.3  ,      57
16797.8  ,      74
16822.2  ,      59
16846.6  ,      84
16871.0  ,      94
16895.5  ,      79
16919.9  ,      88
16944.3  ,      90
16968.7  ,     101
16993.1  ,     100
17017.6  ,     101
17042.0  ,     102
17066.4  ,      98
17090.8  ,      93
17115.2  ,     129
17139.7  ,     103
17164.1  ,     109
17188.5  ,     117
17212.9  ,     112
17237.4  ,     108
17261.8  ,      91
17286.2  ,      91
17310.6  ,     103
17335.0  ,      83
17359.5  ,      87
17383.9  ,      83
17408.3  ,      53
17432.7  ,      71
17457.1  ,      62
17481.6  ,      73
17506.0  ,      53
17530.4  ,      64
17554.8  ,      72
17579.3  ,      56
17603.7  ,      66
17628.1  ,      75
17652.5  ,      85
17676.9  ,      72
17701.4  ,      82
17725.8  ,      60
17750.2  ,      53
17774.6  ,      50
17799.0  ,      42
17823.5  ,      38
17847.9  ,      32
17872.3  ,      31
17896.7  ,      17
17921.2  ,      21
17945.6  ,      32
17970.0  ,      22
17994.4  ,      30
18018.8  ,      19
18043.3  ,      32
18067.7  ,      35
18092.1  ,      35
18116.5  ,      48
18140.9  ,      43
18165.4  ,      63
18189.8  ,      54
18214.2  ,      72
18238.6  ,      75
18263.1  ,     114
18287.5  ,     110
18311.9  ,      91
18336.3  ,      90
18360.7  ,      86
18385.2  ,      82
18409.6  ,      62
18434.0  ,      57
18458.4  ,      28
18482.8  ,      32
18507.3  ,      26
18531.7  ,      19
18556.1  ,      15
18580.5  ,      10
18605.0  ,      20
18629.4  ,      15
18653.8  ,      12
18678.2  ,       6
18702.6  ,       5
18727.1  ,       6
18751.5  ,       8
18775.9  ,       5
18800.3  ,       5
18824.8  ,       9
18849.2  ,       8
18873.6  ,       8
18898.0  ,      10
18922.4  ,       6
18946.9  ,      13
18971.3  ,      12
18995.7  ,       7
19020.1  ,       9
19044.5  ,      10
19069.0  ,       8
19093.4  ,      11
19117.8  ,      10
19142.2  ,       7
19166.7  ,      12
19191.1  ,       9
19215.5  ,       8
19239.9  ,       9
19264.3  ,       7
19288.8  ,       8
19313.2  ,      12
19337.6  ,      15
19362.0  ,      13
19386.4  ,      11
19410.9  ,      17
19435.3  ,      15
19459.7  ,      18
19484.1  ,      22
19508.6  ,      23
19533.0  ,      26
19557.4  ,      30
19581.8  ,      21
19606.2  ,      18
19630.7  ,      24
19655.1  ,      28
19679.5  ,      25
19703.9  ,      27
19728.3  ,      25
19752.8  ,      18
19777.2  ,      35
19801.6  ,      19
19826.0  ,      30
19850.5  ,      25
19874.9  ,      33
19899.3  ,      29
19923.7  ,      19
19948.1  ,      27
19972.6  ,      25
19997.0  ,      27
20021.4  ,      23
20045.8  ,      27
20070.2  ,      24
20094.7  ,      17
20119.1  ,      31
20143.5  ,      24
20167.9  ,      22
20192.4  ,      19
20216.8  ,      21
20241.2  ,      25
20265.6  ,      24
20290.0  ,      14
20314.5  ,      19
20338.9  ,      15
20363.3  ,      11
20387.7  ,      15
20412.1  ,      20
20436.6  ,       9
20461.0  ,      14
20485.4  ,      18
20509.8  ,       9
20534.3  ,       7
20558.7  ,      11
20583.1  ,      11
20607.5  ,      13
20631.9  ,       9
20656.4  ,      12
20680.8  ,      13
20705.2  ,      11
20729.6  ,       2
20754.0  ,      12
20778.5  ,      11
20802.9  ,       8
20827.3  ,      10
20851.7  ,      10
20876.2  ,      13
20900.6  ,       9
20925.0  ,       3
20949.4  ,       9
20973.8  ,       2
20998.3  ,       7
21022.7  ,       3
21047.1  ,       8
21071.5  ,       4
21096.0  ,      10
21120.4  ,      13
21144.8  ,       9
21169.2  ,       7
21193.6  ,       6
21218.1  ,       6
21242.5  ,      12
21266.9  ,      14
21291.3  ,      11
21315.7  ,      12
21340.2  ,      15
21364.6  ,      11
21389.0  ,      20
21413.4  ,      25
21437.9  ,      20
21462.3  ,      19
21486.7  ,      18
21511.1  ,      20
21535.5  ,      10
21560.0  ,       9
21584.4  ,      12
21608.8  ,      15
21633.2  ,       9
21657.6  ,       7
21682.1  ,       5
21706.5  ,       5
21730.9  ,       4
21755.3  ,       1
21779.8  ,       4
21804.2  ,       8
21828.6  ,       6
21853.0  ,       6
21877.4  ,       7
21901.9  ,       4
21926.3  ,       6
21950.7  ,       5
21975.1  ,       6
21999.5  ,      10
22024.0  ,       7
22048.4  ,       6
22072.8  ,       6
22097.2  ,       4
22121.7  ,       8
22146.1  ,       9
22170.5  ,      10
22194.9  ,       8
22219.3  ,       7
22243.8  ,       5
22268.2  ,       8
22292.6  ,       8
22317.0  ,       4
22341.4  ,       2
22365.9  ,       2
22390.3  ,       3
22414.7  ,       6
22439.1  ,       4
22463.6  ,       6
22488.0  ,       1
22512.4  ,       3
22536.8  ,       3
22561.2  ,       5
22585.7  ,       4
22610.1  ,       3
22634.5  ,       5
22658.9  ,       4
22683.3  ,       3
22707.8  ,       7
22732.2  ,       4
22756.6  ,       6
22781.0  ,       3
22805.5  ,       3
22829.9  ,       4
22854.3  ,       3
22878.7  ,       5
22903.1  ,       5
22927.6  ,       4
22952.0  ,       0
22976.4  ,       1
23000.8  ,       3
23025.2  ,       4
23049.7  ,       2
23074.1  ,       2
23098.5  ,       2
23122.9  ,       1
23147.4  ,       2
23171.8  ,       3
23196.2  ,       3
23220.6  ,       1
23245.0  ,       4
23269.5  ,       6
23293.9  ,       0
23318.3  ,       2
23342.7  ,       6
23367.2  ,       5
23391.6  ,       3
23416.0  ,       1
23440.4  ,       7
23464.8  ,       5
23489.3  ,       1
23513.7  ,       4
23538.1  ,       4
23562.5  ,       4
23586.9  ,       2
23611.4  ,       6
23635.8  ,       3
23660.2  ,       2
23684.6  ,       6
23709.1  ,       6
23733.5  ,       5
23757.9  ,       5
23782.3  ,       5
23806.7  ,       3
23831.2  ,       3
23855.6  ,       2
23880.0  ,       5
23904.4  ,       3
23928.8  ,       6
23953.3  ,       2
23977.7  ,       1
24002.1  ,       4
24026.5  ,       5
24051.0  ,       3
24075.4  ,       5
24099.8  ,       1
24124.2  ,       4
24148.6  ,       5
24173.1  ,      10
24197.5  ,       6
24221.9  ,       3
24246.3  ,       5
24270.7  ,       1
24295.2  ,       4
24319.6  ,       5
24344.0  ,       2
24368.4  ,       8
24392.9  ,       3
24417.3  ,       4
24441.7  ,       3
24466.1  ,       3
24490.5  ,       5
24515.0  ,       2
24539.4  ,       5
24563.8  ,       4
24588.2  ,       2
24612.6  ,       6
24637.1  ,       0
24661.5  ,       4
24685.9  ,       2
24710.3  ,       3
24734.8  ,       6
24759.2  ,       4
24783.6  ,       5
24808.0  ,       4
24832.4  ,       2
24856.9  ,       4
24881.3  ,       3
24905.7  ,       1
24930.1  ,       0
24954.5  ,       1
24979.0  ,       8
25003.4  ,       1
25027.8  ,       4
25052.2  ,       6
25076.7  ,       5
25101.1  ,       5
25125.5  ,       4
25149.9  ,       5
25174.3  ,       3
25198.8  ,       3
25223.2  ,       5
25247.6  ,       5
25272.0  ,       6
25296.4  ,       6
25320.9  ,       0
25345.3  ,       2
25369.7  ,       4
25394.1  ,       7
25418.6  ,       6
25443.0  ,       0
25467.4  ,   11989
