"Target: Windjana_Raster4, Contains DAT files: APB_451824622ESC06120311330_______M1.DAT"
10587.6  ,       9
10612.0  ,      10
10636.4  ,       6
10660.8  ,       7
10685.2  ,       8
10709.6  ,       7
10734.0  ,       5
10758.4  ,       6
10782.8  ,       7
10807.2  ,      10
10831.6  ,      12
10856.0  ,       3
10880.4  ,      13
10904.8  ,       5
10929.2  ,      13
10953.6  ,       9
10978.0  ,       9
11002.4  ,       9
11026.8  ,      11
11051.2  ,      15
11075.6  ,      14
11100.0  ,       8
11124.4  ,      12
11148.8  ,       5
11173.2  ,       3
11197.6  ,      10
11222.0  ,       9
11246.4  ,       4
11270.8  ,      11
11295.2  ,       6
11319.6  ,      19
11344.0  ,      15
11368.4  ,      20
11392.8  ,       8
11417.3  ,      13
11441.7  ,      13
11466.1  ,      12
11490.5  ,      11
11514.9  ,      19
11539.3  ,      19
11563.7  ,      13
11588.1  ,      19
11612.5  ,      23
11636.9  ,      24
11661.3  ,      34
11685.7  ,      38
11710.1  ,      47
11734.5  ,      54
11758.9  ,      76
11783.3  ,     110
11807.7  ,     129
11832.1  ,     167
11856.5  ,     211
11880.9  ,     237
11905.3  ,     225
11929.7  ,     221
11954.1  ,     162
11978.5  ,     147
12002.9  ,     113
12027.3  ,      74
12051.7  ,      65
12076.1  ,      48
12100.5  ,      36
12124.9  ,      28
12149.3  ,      27
12173.7  ,      24
12198.1  ,      20
12222.5  ,      23
12246.9  ,       8
12271.3  ,      19
12295.7  ,      12
12320.1  ,      14
12344.5  ,      10
12368.9  ,      13
12393.3  ,       8
12417.7  ,       9
12442.1  ,      14
12466.6  ,       6
12491.0  ,       9
12515.4  ,      10
12539.8  ,      12
12564.2  ,      16
12588.6  ,      14
12613.0  ,      16
12637.4  ,      10
12661.8  ,      10
12686.2  ,      21
12710.6  ,      21
12735.0  ,      19
12759.4  ,      21
12783.8  ,      21
12808.2  ,      16
12832.6  ,      20
12857.0  ,      26
12881.4  ,      21
12905.8  ,      23
12930.2  ,      28
12954.6  ,      21
12979.0  ,      26
13003.4  ,      28
13027.8  ,      30
13052.2  ,      24
13076.6  ,      40
13101.0  ,      51
13125.4  ,      55
13149.8  ,      50
13174.2  ,      59
13198.6  ,      75
13223.0  ,      95
13247.4  ,      94
13271.8  ,      99
13296.2  ,     106
13320.6  ,     110
13345.0  ,     111
13369.4  ,     118
13393.8  ,     109
13418.2  ,     114
13442.6  ,     112
13467.0  ,     132
13491.5  ,     115
13515.9  ,     115
13540.3  ,      99
13564.7  ,     106
13589.1  ,      97
13613.5  ,      90
13637.9  ,      96
13662.3  ,     108
13686.7  ,      98
13711.1  ,      74
13735.5  ,      64
13759.9  ,      76
13784.3  ,      64
13808.7  ,      50
13833.1  ,      51
13857.5  ,      39
13881.9  ,      58
13906.3  ,      43
13930.7  ,      48
13955.1  ,      38
13979.5  ,      59
14003.9  ,      64
14028.3  ,      73
14052.7  ,      68
14077.1  ,      88
14101.5  ,     106
14125.9  ,     126
14150.3  ,     126
14174.7  ,     142
14199.1  ,     199
14223.5  ,     189
14247.9  ,     215
14272.3  ,     208
14296.7  ,     196
14321.1  ,     191
14345.5  ,     144
14369.9  ,     122
14394.3  ,      98
14418.7  ,      70
14443.1  ,      39
14467.5  ,      34
14491.9  ,      31
14516.3  ,      13
14540.8  ,      19
14565.2  ,      18
14589.6  ,      10
14614.0  ,      11
14638.4  ,       8
14662.8  ,       5
14687.2  ,      10
14711.6  ,      12
14736.0  ,      12
14760.4  ,      12
14784.8  ,       6
14809.2  ,       6
14833.6  ,      12
14858.0  ,      12
14882.4  ,      12
14906.8  ,      18
14931.2  ,      14
14955.6  ,      14
14980.0  ,      16
15004.4  ,      16
15028.8  ,      20
15053.2  ,      19
15077.6  ,      17
15102.0  ,      16
15126.4  ,      19
15150.8  ,      14
15175.2  ,      15
15199.6  ,      20
15224.0  ,      23
15248.4  ,      19
15272.8  ,      21
15297.2  ,      19
15321.6  ,      30
15346.0  ,      11
15370.4  ,      23
15394.8  ,      21
15419.2  ,      30
15443.6  ,      27
15468.0  ,      33
15492.4  ,      37
15516.8  ,      53
15541.2  ,      59
15565.6  ,      68
15590.1  ,      84
15614.5  ,      85
15638.9  ,     137
15663.3  ,     164
15687.7  ,     157
15712.1  ,     205
15736.5  ,     178
15760.9  ,     201
15785.3  ,     184
15809.7  ,     156
15834.1  ,     146
15858.5  ,     111
15882.9  ,     100
15907.3  ,      64
15931.7  ,      64
15956.1  ,      55
15980.5  ,      47
16004.9  ,      50
16029.3  ,      45
16053.7  ,      43
16078.1  ,      46
16102.5  ,      52
16126.9  ,      39
16151.3  ,      64
16175.7  ,      58
16200.1  ,      54
16224.5  ,      66
16248.9  ,      46
16273.3  ,      68
16297.7  ,      50
16322.1  ,      57
16346.5  ,      49
16370.9  ,      52
16395.3  ,      45
16419.7  ,      49
16444.1  ,      42
16468.5  ,      58
16492.9  ,      62
16517.3  ,      52
16541.7  ,      39
16566.1  ,      58
16590.5  ,      59
16615.0  ,      54
16639.4  ,      53
16663.8  ,      59
16688.2  ,      58
16712.6  ,      69
16737.0  ,      67
16761.4  ,      77
16785.8  ,      78
16810.2  ,     101
16834.6  ,     103
16859.0  ,      90
16883.4  ,      96
16907.8  ,     100
16932.2  ,     128
16956.6  ,     120
16981.0  ,     133
17005.4  ,     115
17029.8  ,     127
17054.2  ,     145
17078.6  ,     130
17103.0  ,     117
17127.4  ,     159
17151.8  ,     151
17176.2  ,     171
17200.6  ,     152
17225.0  ,     153
17249.4  ,     154
17273.8  ,     134
17298.2  ,     147
17322.6  ,     128
17347.0  ,     110
17371.4  ,     127
17395.8  ,     105
17420.2  ,      77
17444.6  ,      75
17469.0  ,      69
17493.4  ,      69
17517.8  ,      65
17542.2  ,      66
17566.6  ,      69
17591.0  ,      68
17615.4  ,      46
17639.8  ,      75
17664.3  ,      60
17688.7  ,      67
17713.1  ,      60
17737.5  ,      52
17761.9  ,      45
17786.3  ,      42
17810.7  ,      35
17835.1  ,      37
17859.5  ,      36
17883.9  ,      35
17908.3  ,      28
17932.7  ,      33
17957.1  ,      33
17981.5  ,      37
18005.9  ,      45
18030.3  ,      28
18054.7  ,      30
18079.1  ,      42
18103.5  ,      48
18127.9  ,      61
18152.3  ,      75
18176.7  ,      72
18201.1  ,     129
18225.5  ,     153
18249.9  ,     139
18274.3  ,     153
18298.7  ,     184
18323.1  ,     163
18347.5  ,     141
18371.9  ,     125
18396.3  ,     110
18420.7  ,      92
18445.1  ,      63
18469.5  ,      45
18493.9  ,      42
18518.3  ,      31
18542.7  ,      15
18567.1  ,      16
18591.5  ,       8
18615.9  ,       9
18640.3  ,       2
18664.7  ,       8
18689.1  ,      11
18713.6  ,      13
18738.0  ,       9
18762.4  ,      10
18786.8  ,       8
18811.2  ,      10
18835.6  ,      11
18860.0  ,       7
18884.4  ,       6
18908.8  ,       4
18933.2  ,      11
18957.6  ,      13
18982.0  ,       6
19006.4  ,       9
19030.8  ,      11
19055.2  ,      13
19079.6  ,      10
19104.0  ,      12
19128.4  ,      14
19152.8  ,       9
19177.2  ,      14
19201.6  ,      11
19226.0  ,      12
19250.4  ,      16
19274.8  ,      18
19299.2  ,      19
19323.6  ,      10
19348.0  ,      25
19372.4  ,      18
19396.8  ,      22
19421.2  ,      18
19445.6  ,      20
19470.0  ,      26
19494.4  ,      26
19518.8  ,      24
19543.2  ,      28
19567.6  ,      34
19592.0  ,      23
19616.4  ,      36
19640.8  ,      26
19665.2  ,      42
19689.6  ,      29
19714.0  ,      34
19738.5  ,      39
19762.9  ,      42
19787.3  ,      46
19811.7  ,      30
19836.1  ,      40
19860.5  ,      29
19884.9  ,      31
19909.3  ,      30
19933.7  ,      32
19958.1  ,      27
19982.5  ,      23
20006.9  ,      31
20031.3  ,      26
20055.7  ,      33
20080.1  ,      27
20104.5  ,      27
20128.9  ,      32
20153.3  ,      32
20177.7  ,      27
20202.1  ,      30
20226.5  ,      26
20250.9  ,      14
20275.3  ,      23
20299.7  ,      18
20324.1  ,      16
20348.5  ,      22
20372.9  ,      17
20397.3  ,      15
20421.7  ,      13
20446.1  ,      21
20470.5  ,      18
20494.9  ,      19
20519.3  ,      24
20543.7  ,      19
20568.1  ,      13
20592.5  ,       8
20616.9  ,      12
20641.3  ,      12
20665.7  ,      13
20690.1  ,      14
20714.5  ,      18
20738.9  ,      15
20763.3  ,      14
20787.8  ,      16
20812.2  ,       9
20836.6  ,      13
20861.0  ,       9
20885.4  ,       6
20909.8  ,       7
20934.2  ,      12
20958.6  ,      11
20983.0  ,       6
21007.4  ,       8
21031.8  ,      11
21056.2  ,      14
21080.6  ,       6
21105.0  ,       4
21129.4  ,      12
21153.8  ,       9
21178.2  ,       8
21202.6  ,      11
21227.0  ,      14
21251.4  ,      13
21275.8  ,      19
21300.2  ,      10
21324.6  ,      28
21349.0  ,      30
21373.4  ,      33
21397.8  ,      30
21422.2  ,      37
21446.6  ,      30
21471.0  ,      35
21495.4  ,      22
21519.8  ,      24
21544.2  ,      20
21568.6  ,      14
21593.0  ,      14
21617.4  ,      16
21641.8  ,       9
21666.2  ,       8
21690.6  ,       5
21715.0  ,       2
21739.4  ,       6
21763.8  ,       6
21788.2  ,       4
21812.7  ,       7
21837.1  ,       5
21861.5  ,       7
21885.9  ,       5
21910.3  ,       1
21934.7  ,       6
21959.1  ,       5
21983.5  ,       6
22007.9  ,       1
22032.3  ,       3
22056.7  ,       6
22081.1  ,       8
22105.5  ,       9
22129.9  ,       7
22154.3  ,       7
22178.7  ,       9
22203.1  ,       5
22227.5  ,      10
22251.9  ,      11
22276.3  ,       8
22300.7  ,       8
22325.1  ,       9
22349.5  ,       5
22373.9  ,       3
22398.3  ,       3
22422.7  ,       6
22447.1  ,       5
22471.5  ,       2
22495.9  ,       3
22520.3  ,       2
22544.7  ,       1
22569.1  ,       4
22593.5  ,       3
22617.9  ,       3
22642.3  ,       1
22666.7  ,       5
22691.1  ,       3
22715.5  ,       5
22739.9  ,       5
22764.3  ,       2
22788.7  ,       8
22813.1  ,       4
22837.5  ,       4
22862.0  ,       1
22886.4  ,       8
22910.8  ,       1
22935.2  ,       4
22959.6  ,       5
22984.0  ,       3
23008.4  ,       4
23032.8  ,       5
23057.2  ,       4
23081.6  ,       4
23106.0  ,       3
23130.4  ,       3
23154.8  ,       2
23179.2  ,       3
23203.6  ,       3
23228.0  ,       2
23252.4  ,       1
23276.8  ,       4
23301.2  ,       5
23325.6  ,       2
23350.0  ,       5
23374.4  ,       3
23398.8  ,       6
23423.2  ,       4
23447.6  ,       4
23472.0  ,       1
23496.4  ,       4
23520.8  ,       3
23545.2  ,       2
23569.6  ,       1
23594.0  ,       3
23618.4  ,       2
23642.8  ,       4
23667.2  ,       4
23691.6  ,       7
23716.0  ,       3
23740.4  ,       2
23764.8  ,       0
23789.2  ,       5
23813.6  ,       3
23838.0  ,       3
23862.4  ,       0
23886.8  ,       6
23911.3  ,       5
23935.7  ,       3
23960.1  ,       5
23984.5  ,       1
24008.9  ,       4
24033.3  ,       4
24057.7  ,       1
24082.1  ,       4
24106.5  ,       5
24130.9  ,       2
24155.3  ,       2
24179.7  ,       5
24204.1  ,       4
24228.5  ,       1
24252.9  ,       3
24277.3  ,       7
24301.7  ,       8
24326.1  ,       1
24350.5  ,       3
24374.9  ,       3
24399.3  ,       2
24423.7  ,       3
24448.1  ,       4
24472.5  ,       5
24496.9  ,       3
24521.3  ,       5
24545.7  ,       5
24570.1  ,       4
24594.5  ,       3
24618.9  ,       2
24643.3  ,       2
24667.7  ,       2
24692.1  ,       1
24716.5  ,       3
24740.9  ,       2
24765.3  ,       2
24789.7  ,       4
24814.1  ,       6
24838.5  ,       5
24862.9  ,       4
24887.3  ,       9
24911.7  ,       5
24936.2  ,       3
24960.6  ,       5
24985.0  ,       2
25009.4  ,       6
25033.8  ,       6
25058.2  ,       4
25082.6  ,       3
25107.0  ,       3
25131.4  ,       6
25155.8  ,       4
25180.2  ,       3
25204.6  ,       5
25229.0  ,      10
25253.4  ,       7
25277.8  ,       4
25302.2  ,       5
25326.6  ,       4
25351.0  ,       6
25375.4  ,       3
25399.8  ,       7
25424.2  ,       5
25448.6  ,    9512
