"Target: Stephen_Raster2, Contains DAT files: APB_453331693ESC06290311330_______M1.DAT"
22172.6  ,       4
22197.0  ,      15
22221.3  ,       9
22245.7  ,      11
22270.1  ,       5
22294.5  ,      10
22318.9  ,       8
22343.3  ,       7
22367.7  ,       5
22392.1  ,       6
22416.5  ,       5
22440.9  ,       5
22465.3  ,       6
22489.7  ,       4
22514.1  ,       3
22538.5  ,       4
22562.9  ,       3
22587.3  ,       2
22611.7  ,       6
22636.1  ,       5
22660.4  ,       8
22684.8  ,       2
22709.2  ,       5
22733.6  ,       4
22758.0  ,       2
22782.4  ,       6
22806.8  ,       6
22831.2  ,       1
22855.6  ,       7
22880.0  ,       2
22904.4  ,       4
22928.8  ,       6
22953.2  ,       4
22977.6  ,       8
23002.0  ,       7
23026.4  ,       8
23050.8  ,       6
23075.2  ,       4
23099.5  ,       2
23123.9  ,       5
23148.3  ,       5
23172.7  ,       8
23197.1  ,       6
23221.5  ,       2
23245.9  ,       6
23270.3  ,       7
23294.7  ,       5
23319.1  ,       7
23343.5  ,       5
23367.9  ,       0
23392.3  ,       6
23416.7  ,       2
23441.1  ,       4
23465.5  ,       5
23489.9  ,       4
23514.2  ,       5
23538.6  ,       6
23563.0  ,       5
23587.4  ,       3
23611.8  ,      13
23636.2  ,       3
23660.6  ,       6
23685.0  ,       3
23709.4  ,       6
23733.8  ,       2
23758.2  ,       4
23782.6  ,       5
23807.0  ,       3
23831.4  ,       4
23855.8  ,       6
23880.2  ,       1
23904.6  ,       3
23929.0  ,       6
23953.3  ,       6
23977.7  ,       7
24002.1  ,       2
24026.5  ,       6
24050.9  ,       2
24075.3  ,       1
24099.7  ,       4
24124.1  ,       2
24148.5  ,       5
24172.9  ,       6
24197.3  ,       3
24221.7  ,       4
24246.1  ,       2
24270.5  ,       3
24294.9  ,       3
24319.3  ,       3
24343.7  ,       4
24368.1  ,       3
24392.4  ,       5
24416.8  ,       7
24441.2  ,       4
24465.6  ,       4
24490.0  ,       7
24514.4  ,       4
24538.8  ,       6
24563.2  ,       5
24587.6  ,       5
24612.0  ,       5
24636.4  ,       5
24660.8  ,       3
24685.2  ,       2
24709.6  ,       1
24734.0  ,       5
24758.4  ,       4
24782.8  ,       8
24807.1  ,       4
24831.5  ,       4
24855.9  ,       7
24880.3  ,       1
24904.7  ,      10
24929.1  ,       4
24953.5  ,       4
24977.9  ,       4
25002.3  ,       5
25026.7  ,       6
25051.1  ,       5
25075.5  ,       5
25099.9  ,       4
25124.3  ,       1
25148.7  ,       7
25173.1  ,       9
25197.5  ,       9
25221.9  ,       3
25246.2  ,       2
25270.6  ,       3
25295.0  ,       4
25319.4  ,       7
25343.8  ,       1
25368.2  ,       3
25392.6  ,       1
25417.0  ,       3
25441.4  ,   12691
