"Target: Aillik_RP_Spot4, Contains DAT files: APB_426105519ESC03220060804_______M2.DAT"
 6196.1  ,     344
 6220.5  ,     613
 6245.0  ,    1250
 6269.4  ,    2357
 6293.8  ,    4056
 6318.2  ,    6224
 6342.6  ,    8347
 6367.0  ,   10130
 6391.4  ,   10682
 6415.8  ,    9612
 6440.2  ,    7544
 6464.7  ,    5108
 6489.1  ,    3027
 6513.5  ,    1544
 6537.9  ,     708
 6562.3  ,     294
 6586.7  ,     116
 6611.1  ,      62
 6635.5  ,      40
 6659.9  ,      54
 6684.4  ,      51
 6708.8  ,      60
 6733.2  ,      49
 6757.6  ,      70
 6782.0  ,      51
 6806.4  ,      57
 6830.8  ,      67
 6855.2  ,     122
 6879.6  ,     180
 6904.1  ,     302
 6928.5  ,     482
 6952.9  ,     733
 6977.3  ,    1102
 7001.7  ,    1409
 7026.1  ,    1641
 7050.5  ,    1682
 7074.9  ,    1452
 7099.3  ,    1141
 7123.8  ,     777
 7148.2  ,     495
 7172.6  ,     261
 7197.0  ,     147
 7221.4  ,      61
 7245.8  ,      36
 7270.2  ,      16
 7294.6  ,      14
 7319.0  ,      21
 7343.5  ,      12
 7367.9  ,      16
 7392.3  ,      25
 7416.7  ,      31
 7441.1  ,      24
 7465.5  ,      21
 7489.9  ,      29
 7514.3  ,      27
 7538.7  ,      27
 7563.2  ,      18
 7587.6  ,      15
 7612.0  ,      11
 7636.4  ,      12
 7660.8  ,      11
 7685.2  ,      10
 7709.6  ,      22
 7734.0  ,       6
 7758.4  ,      13
 7782.9  ,      10
 7807.3  ,      18
 7831.7  ,      21
 7856.1  ,      11
 7880.5  ,      14
 7904.9  ,      17
 7929.3  ,      15
 7953.7  ,       8
 7978.2  ,      20
 8002.6  ,      14
 8027.0  ,      16
 8051.4  ,      12
 8075.8  ,      15
 8100.2  ,      11
 8124.6  ,      14
 8149.0  ,       8
 8173.4  ,      12
 8197.9  ,      12
 8222.3  ,      14
 8246.7  ,      15
 8271.1  ,      11
 8295.5  ,      17
 8319.9  ,      12
 8344.3  ,      14
 8368.7  ,      18
 8393.1  ,       7
 8417.6  ,      20
 8442.0  ,      19
 8466.4  ,      34
 8490.8  ,      36
 8515.2  ,      47
 8539.6  ,      71
 8564.0  ,     101
 8588.4  ,     106
 8612.8  ,     120
 8637.3  ,     126
 8661.7  ,     123
 8686.1  ,      84
 8710.5  ,      70
 8734.9  ,      43
 8759.3  ,      29
 8783.7  ,      27
 8808.1  ,      23
 8832.5  ,      14
 8857.0  ,      11
 8881.4  ,      11
 8905.8  ,      14
 8930.2  ,       9
 8954.6  ,       8
 8979.0  ,      11
 9003.4  ,      10
 9027.8  ,       8
 9052.2  ,      14
 9076.7  ,       7
 9101.1  ,       8
 9125.5  ,      15
 9149.9  ,      18
 9174.3  ,       8
 9198.7  ,      17
 9223.1  ,       9
 9247.5  ,      13
 9271.9  ,       9
 9296.4  ,       9
 9320.8  ,      13
 9345.2  ,      14
 9369.6  ,      14
 9394.0  ,      22
 9418.4  ,      11
 9442.8  ,      16
 9467.2  ,      23
 9491.6  ,      15
 9516.1  ,      29
 9540.5  ,      28
 9564.9  ,      27
 9589.3  ,      33
 9613.7  ,      29
 9638.1  ,      23
 9662.5  ,      22
 9686.9  ,      14
 9711.3  ,      22
 9735.8  ,      12
 9760.2  ,      18
 9784.6  ,      16
 9809.0  ,      17
 9833.4  ,      16
 9857.8  ,      20
 9882.2  ,      14
 9906.6  ,      13
 9931.1  ,      10
 9955.5  ,      22
 9979.9  ,      15
10004.3  ,      11
10028.7  ,      11
10053.1  ,      18
10077.5  ,      15
10101.9  ,      12
10126.3  ,      11
10150.8  ,       9
10175.2  ,      20
10199.6  ,      13
10224.0  ,      12
10248.4  ,      10
10272.8  ,      11
10297.2  ,      10
10321.6  ,      13
10346.0  ,      12
10370.5  ,      12
10394.9  ,      13
10419.3  ,      14
10443.7  ,      11
10468.1  ,      14
10492.5  ,       9
10516.9  ,      15
10541.3  ,       9
10565.7  ,       4
10590.2  ,       8
10614.6  ,      13
10639.0  ,      14
10663.4  ,      16
10687.8  ,      10
10712.2  ,      14
10736.6  ,       9
10761.0  ,       6
10785.4  ,       7
10809.9  ,      11
10834.3  ,      12
10858.7  ,      10
10883.1  ,      13
10907.5  ,      16
10931.9  ,      15
10956.3  ,      15
10980.7  ,      13
11005.1  ,      15
11029.6  ,      14
11054.0  ,      10
11078.4  ,      16
11102.8  ,      13
11127.2  ,      10
11151.6  ,      12
11176.0  ,      12
11200.4  ,       8
11224.8  ,      14
11249.3  ,      19
11273.7  ,      10
11298.1  ,      14
11322.5  ,      19
11346.9  ,      20
11371.3  ,      13
11395.7  ,      15
11420.1  ,      16
11444.5  ,      17
11469.0  ,      17
11493.4  ,      20
11517.8  ,      27
11542.2  ,      20
11566.6  ,      30
11591.0  ,      23
11615.4  ,      28
11639.8  ,      27
11664.2  ,      20
11688.7  ,      24
11713.1  ,      34
11737.5  ,      39
11761.9  ,      54
11786.3  ,      57
11810.7  ,      84
11835.1  ,     106
11859.5  ,     113
11883.9  ,     135
11908.4  ,     137
11932.8  ,     132
11957.2  ,     122
11981.6  ,      90
12006.0  ,      82
12030.4  ,      62
12054.8  ,      59
12079.2  ,      41
12103.7  ,      35
12128.1  ,      37
12152.5  ,      34
12176.9  ,      29
12201.3  ,      28
12225.7  ,      23
12250.1  ,      31
12274.5  ,      16
12298.9  ,      14
12323.4  ,      20
12347.8  ,      17
12372.2  ,      19
12396.6  ,      13
12421.0  ,       8
12445.4  ,      11
12469.8  ,      11
12494.2  ,      26
12518.6  ,      30
12543.1  ,      20
12567.5  ,      17
12591.9  ,      19
12616.3  ,      26
12640.7  ,      17
12665.1  ,      21
12689.5  ,      24
12713.9  ,      30
12738.3  ,      26
12762.8  ,      31
12787.2  ,      33
12811.6  ,      28
12836.0  ,      33
12860.4  ,      22
12884.8  ,      24
12909.2  ,      33
12933.6  ,      30
12958.0  ,      33
12982.5  ,      43
13006.9  ,      39
13031.3  ,      35
13055.7  ,      56
13080.1  ,      45
13104.5  ,      65
13128.9  ,      66
13153.3  ,      56
13177.7  ,      64
13202.2  ,      86
13226.6  ,     101
13251.0  ,     112
13275.4  ,     116
13299.8  ,     118
13324.2  ,     152
13348.6  ,     162
13373.0  ,     159
13397.4  ,     169
13421.9  ,     164
13446.3  ,     177
13470.7  ,     198
13495.1  ,     163
13519.5  ,     177
13543.9  ,     187
13568.3  ,     183
13592.7  ,     169
13617.1  ,     174
13641.6  ,     175
13666.0  ,     155
13690.4  ,     144
13714.8  ,     131
13739.2  ,     129
13763.6  ,      98
13788.0  ,     103
13812.4  ,      84
13836.8  ,      82
13861.3  ,      61
13885.7  ,      74
13910.1  ,      54
13934.5  ,      75
13958.9  ,      51
13983.3  ,      73
14007.7  ,      75
14032.1  ,      82
14056.6  ,      93
14081.0  ,      93
14105.4  ,     125
14129.8  ,     146
14154.2  ,     141
14178.6  ,     242
14203.0  ,     259
14227.4  ,     288
14251.8  ,     267
14276.3  ,     308
14300.7  ,     309
14325.1  ,     258
14349.5  ,     235
14373.9  ,     171
14398.3  ,     136
14422.7  ,     106
14447.1  ,      55
14471.5  ,      50
14496.0  ,      26
14520.4  ,      38
14544.8  ,      13
14569.2  ,       8
14593.6  ,      18
14618.0  ,      25
14642.4  ,      15
14666.8  ,      20
14691.2  ,      16
14715.7  ,      16
14740.1  ,      17
14764.5  ,      17
14788.9  ,      21
14813.3  ,      22
14837.7  ,      26
14862.1  ,      19
14886.5  ,      22
14910.9  ,      22
14935.4  ,      22
14959.8  ,      28
14984.2  ,      16
15008.6  ,      22
15033.0  ,      21
15057.4  ,      21
15081.8  ,      16
15106.2  ,      24
15130.6  ,      24
15155.1  ,      24
15179.5  ,      20
15203.9  ,      19
15228.3  ,      33
15252.7  ,      31
15277.1  ,      23
15301.5  ,      24
15325.9  ,      34
15350.3  ,      24
15374.8  ,      31
15399.2  ,      40
15423.6  ,      43
15448.0  ,      53
15472.4  ,      50
15496.8  ,      55
15521.2  ,      63
15545.6  ,      77
15570.0  ,      90
15594.5  ,     125
15618.9  ,     173
15643.3  ,     224
15667.7  ,     249
15692.1  ,     276
15716.5  ,     329
15740.9  ,     344
15765.3  ,     361
15789.7  ,     312
15814.2  ,     301
15838.6  ,     250
15863.0  ,     217
15887.4  ,     179
15911.8  ,     141
15936.2  ,      95
15960.6  ,      87
15985.0  ,      88
16009.4  ,      87
16033.9  ,      84
16058.3  ,      69
16082.7  ,      66
16107.1  ,      77
16131.5  ,      69
16155.9  ,      58
16180.3  ,      82
16204.7  ,      68
16229.2  ,      86
16253.6  ,     100
16278.0  ,      89
16302.4  ,      90
16326.8  ,      91
16351.2  ,      88
16375.6  ,      75
16400.0  ,      75
16424.4  ,      84
16448.9  ,     100
16473.3  ,      86
16497.7  ,      90
16522.1  ,      86
16546.5  ,      85
16570.9  ,      76
16595.3  ,      89
16619.7  ,      88
16644.1  ,      91
16668.6  ,     119
16693.0  ,      97
16717.4  ,     106
16741.8  ,     110
16766.2  ,     133
16790.6  ,     146
16815.0  ,     136
16839.4  ,     135
16863.8  ,     173
16888.3  ,     169
16912.7  ,     146
16937.1  ,     175
16961.5  ,     185
16985.9  ,     178
17010.3  ,     216
17034.7  ,     205
17059.1  ,     222
17083.5  ,     228
17108.0  ,     202
17132.4  ,     228
17156.8  ,     232
17181.2  ,     258
17205.6  ,     244
17230.0  ,     224
17254.4  ,     250
17278.8  ,     242
17303.2  ,     191
17327.7  ,     194
17352.1  ,     191
17376.5  ,     190
17400.9  ,     161
17425.3  ,     126
17449.7  ,     116
17474.1  ,     105
17498.5  ,     100
17522.9  ,      84
17547.4  ,     102
17571.8  ,      86
17596.2  ,     123
17620.6  ,     103
17645.0  ,     109
17669.4  ,      96
17693.8  ,      92
17718.2  ,      86
17742.6  ,      81
17767.1  ,      74
17791.5  ,      76
17815.9  ,      63
17840.3  ,      62
17864.7  ,      48
17889.1  ,      42
17913.5  ,      60
17937.9  ,      37
17962.3  ,      33
17986.8  ,      39
18011.2  ,      46
18035.6  ,      45
18060.0  ,      50
18084.4  ,      53
18108.8  ,      80
18133.2  ,      91
18157.6  ,     117
18182.1  ,     136
18206.5  ,     179
18230.9  ,     184
18255.3  ,     197
18279.7  ,     227
18304.1  ,     249
18328.5  ,     213
18352.9  ,     211
18377.3  ,     202
18401.8  ,     161
18426.2  ,     130
18450.6  ,     104
18475.0  ,      74
18499.4  ,      57
18523.8  ,      37
18548.2  ,      15
18572.6  ,      23
18597.0  ,      18
18621.5  ,      16
18645.9  ,      18
18670.3  ,       7
18694.7  ,       6
18719.1  ,      14
18743.5  ,      11
18767.9  ,      15
18792.3  ,      11
18816.7  ,       8
18841.2  ,       8
18865.6  ,      13
18890.0  ,      15
18914.4  ,      14
18938.8  ,      12
18963.2  ,      17
18987.6  ,      10
19012.0  ,      19
19036.4  ,      10
19060.9  ,      15
19085.3  ,      18
19109.7  ,      21
19134.1  ,      23
19158.5  ,      17
19182.9  ,      25
19207.3  ,      27
19231.7  ,      31
19256.1  ,      10
19280.6  ,      18
19305.0  ,      32
19329.4  ,      29
19353.8  ,      31
19378.2  ,      32
19402.6  ,      19
19427.0  ,      29
19451.4  ,      29
19475.8  ,      35
19500.3  ,      38
19524.7  ,      51
19549.1  ,      51
19573.5  ,      61
19597.9  ,      51
19622.3  ,      50
19646.7  ,      44
19671.1  ,      42
19695.5  ,      42
19720.0  ,      58
19744.4  ,      55
19768.8  ,      53
19793.2  ,      62
19817.6  ,      61
19842.0  ,      63
19866.4  ,      46
19890.8  ,      44
19915.2  ,      57
19939.7  ,      61
19964.1  ,      56
19988.5  ,      60
20012.9  ,      48
20037.3  ,      42
20061.7  ,      43
20086.1  ,      47
20110.5  ,      46
20134.9  ,      27
20159.4  ,      40
20183.8  ,      26
20208.2  ,      30
20232.6  ,      38
20257.0  ,      33
20281.4  ,      30
20305.8  ,      31
20330.2  ,      30
20354.7  ,      30
20379.1  ,      37
20403.5  ,      29
20427.9  ,      29
20452.3  ,      35
20476.7  ,      22
20501.1  ,      29
20525.5  ,      27
20549.9  ,      28
20574.4  ,      21
20598.8  ,      21
20623.2  ,      28
20647.6  ,      25
20672.0  ,      19
20696.4  ,      14
20720.8  ,      23
20745.2  ,      16
20769.6  ,      18
20794.1  ,      16
20818.5  ,      19
20842.9  ,      13
20867.3  ,      13
20891.7  ,      16
20916.1  ,      12
20940.5  ,      17
20964.9  ,       7
20989.3  ,      17
21013.8  ,       9
21038.2  ,      13
21062.6  ,       8
21087.0  ,       9
21111.4  ,      13
21135.8  ,      14
21160.2  ,      13
21184.6  ,      18
21209.0  ,      17
21233.5  ,      10
21257.9  ,      19
21282.3  ,      24
21306.7  ,      39
21331.1  ,      41
21355.5  ,      46
21379.9  ,      62
21404.3  ,      36
21428.7  ,      42
21453.2  ,      47
21477.6  ,      49
21502.0  ,      36
21526.4  ,      45
21550.8  ,      36
21575.2  ,      25
21599.6  ,      14
21624.0  ,      19
21648.4  ,      14
21672.9  ,      12
21697.3  ,      12
21721.7  ,       9
21746.1  ,       5
21770.5  ,       9
21794.9  ,       7
21819.3  ,       5
21843.7  ,       6
21868.1  ,       5
21892.6  ,       2
21917.0  ,       6
21941.4  ,      10
21965.8  ,      11
21990.2  ,       8
22014.6  ,       8
22039.0  ,      11
22063.4  ,      15
22087.8  ,      14
22112.3  ,      21
22136.7  ,      13
22161.1  ,      17
22185.5  ,       8
22209.9  ,      13
22234.3  ,       8
22258.7  ,      11
22283.1  ,      15
22307.5  ,      14
22332.0  ,       6
22356.4  ,      11
22380.8  ,       5
22405.2  ,       7
22429.6  ,       8
22454.0  ,       2
22478.4  ,      13
22502.8  ,       0
22527.3  ,       6
22551.7  ,       4
22576.1  ,       9
22600.5  ,       5
22624.9  ,       7
22649.3  ,       6
22673.7  ,       7
22698.1  ,       4
22722.5  ,       5
22747.0  ,       2
22771.4  ,      10
22795.8  ,       4
22820.2  ,       3
22844.6  ,       5
22869.0  ,       7
22893.4  ,       6
22917.8  ,       3
22942.2  ,       7
22966.7  ,       5
22991.1  ,       3
23015.5  ,       6
23039.9  ,       7
23064.3  ,       8
23088.7  ,       3
23113.1  ,       8
23137.5  ,       5
23161.9  ,      14
23186.4  ,       5
23210.8  ,       4
23235.2  ,       4
23259.6  ,       4
23284.0  ,       3
23308.4  ,       8
23332.8  ,       6
23357.2  ,       5
23381.6  ,       0
23406.1  ,       5
23430.5  ,       5
23454.9  ,       5
23479.3  ,       7
23503.7  ,       7
23528.1  ,       5
23552.5  ,       6
23576.9  ,       4
23601.3  ,       4
23625.8  ,       8
23650.2  ,       5
23674.6  ,      10
23699.0  ,       9
23723.4  ,       7
23747.8  ,       5
23772.2  ,       2
23796.6  ,       5
23821.0  ,       4
23845.5  ,       4
23869.9  ,       5
23894.3  ,      14
23918.7  ,      10
23943.1  ,       6
23967.5  ,       3
23991.9  ,       4
24016.3  ,       5
24040.7  ,       3
24065.2  ,       4
24089.6  ,       9
24114.0  ,       5
24138.4  ,       2
24162.8  ,      11
24187.2  ,       4
24211.6  ,       2
24236.0  ,       8
24260.4  ,       9
24284.9  ,       8
24309.3  ,       3
24333.7  ,       2
24358.1  ,       8
24382.5  ,       4
24406.9  ,       8
24431.3  ,       4
24455.7  ,       6
24480.2  ,       2
24504.6  ,       6
24529.0  ,       5
24553.4  ,       7
24577.8  ,       7
24602.2  ,       2
24626.6  ,       7
24651.0  ,       6
24675.4  ,       8
24699.9  ,       7
24724.3  ,       2
24748.7  ,       7
24773.1  ,       5
24797.5  ,       6
24821.9  ,       1
24846.3  ,       6
24870.7  ,       4
24895.1  ,       6
24919.6  ,       5
24944.0  ,       6
24968.4  ,       0
24992.8  ,       4
25017.2  ,       6
25041.6  ,       6
25066.0  ,      10
25090.4  ,       7
25114.8  ,       5
25139.3  ,       2
25163.7  ,      11
25188.1  ,       8
25212.5  ,       4
25236.9  ,       6
25261.3  ,       7
25285.7  ,       5
25310.1  ,      11
25334.5  ,       6
25359.0  ,       6
25383.4  ,       4
25407.8  ,       4
25432.2  ,       4
25456.6  ,   15113
