"Target: McGrath_4, Contains DAT files: APB_421486407ESC02700060000_______M2.DAT"
 2585.1  ,     476
 2609.5  ,     514
 2633.9  ,     479
 2658.3  ,     442
 2682.7  ,     292
 2707.1  ,     195
 2731.5  ,     122
 2756.0  ,      98
 2780.4  ,      74
 2804.8  ,      95
 2829.2  ,     102
 2853.6  ,      79
 2878.0  ,      93
 2902.4  ,      84
 2926.8  ,      77
 2951.2  ,      42
 2975.6  ,      80
 3000.0  ,      62
 3024.5  ,      52
 3048.9  ,      44
 3073.3  ,      56
 3097.7  ,      53
 3122.1  ,      53
 3146.5  ,      59
 3170.9  ,      66
 3195.3  ,      85
 3219.7  ,     106
 3244.1  ,     133
 3268.5  ,     179
 3293.0  ,     190
 3317.4  ,     219
 3341.8  ,     186
 3366.2  ,     141
 3390.6  ,     129
 3415.0  ,     117
 3439.4  ,     113
 3463.8  ,      88
 3488.2  ,     121
 3512.6  ,     137
 3537.0  ,     202
 3561.5  ,     343
 3585.9  ,     555
 3610.3  ,     825
 3634.7  ,    1123
 3659.1  ,    1338
 3683.5  ,    1342
 3707.9  ,    1319
 3732.3  ,    1047
 3756.7  ,     755
 3781.1  ,     424
 3805.5  ,     252
 3830.0  ,     118
 3854.4  ,     105
 3878.8  ,      87
 3903.2  ,      96
 3927.6  ,     159
 3952.0  ,     175
 3976.4  ,     199
 4000.8  ,     221
 4025.2  ,     227
 4049.6  ,     177
 4074.1  ,     167
 4098.5  ,     142
 4122.9  ,      96
 4147.3  ,      68
 4171.7  ,      68
 4196.1  ,      40
 4220.5  ,      34
 4244.9  ,      31
 4269.3  ,      40
 4293.7  ,      50
 4318.1  ,      41
 4342.6  ,      63
 4367.0  ,      65
 4391.4  ,      74
 4415.8  ,     116
 4440.2  ,     175
 4464.6  ,     171
 4489.0  ,     216
 4513.4  ,     205
 4537.8  ,     193
 4562.2  ,     156
 4586.6  ,     136
 4611.1  ,      95
 4635.5  ,      94
 4659.9  ,      72
 4684.3  ,      66
 4708.7  ,      59
 4733.1  ,      41
 4757.5  ,      51
 4781.9  ,      43
 4806.3  ,      33
 4830.7  ,      32
 4855.1  ,      55
 4879.6  ,      68
 4904.0  ,      62
 4928.4  ,      64
 4952.8  ,      64
 4977.2  ,      57
 5001.6  ,      47
 5026.0  ,      37
 5050.4  ,      46
 5074.8  ,      40
 5099.2  ,      65
 5123.6  ,      48
 5148.1  ,      44
 5172.5  ,      39
 5196.9  ,      37
 5221.3  ,      56
 5245.7  ,      59
 5270.1  ,      47
 5294.5  ,      95
 5318.9  ,     101
 5343.3  ,     113
 5367.7  ,     134
 5392.1  ,     132
 5416.6  ,     134
 5441.0  ,     137
 5465.4  ,     103
 5489.8  ,      90
 5514.2  ,      71
 5538.6  ,      75
 5563.0  ,      59
 5587.4  ,      49
 5611.8  ,      44
 5636.2  ,      61
 5660.6  ,      47
 5685.1  ,      68
 5709.5  ,      69
 5733.9  ,      63
 5758.3  ,      87
 5782.7  ,     114
 5807.1  ,     132
 5831.5  ,     168
 5855.9  ,     163
 5880.3  ,     183
 5904.7  ,     200
 5929.1  ,     167
 5953.6  ,     158
 5978.0  ,     128
 6002.4  ,     109
 6026.8  ,     108
 6051.2  ,     118
 6075.6  ,     129
 6100.0  ,     157
 6124.4  ,     185
 6148.8  ,     208
 6173.2  ,     365
 6197.7  ,     511
 6222.1  ,     985
 6246.5  ,    1789
 6270.9  ,    2987
 6295.3  ,    4714
 6319.7  ,    6598
 6344.1  ,    8570
 6368.5  ,    9645
 6392.9  ,   10183
 6417.3  ,    9137
 6441.7  ,    7429
 6466.2  ,    5397
 6490.6  ,    3436
 6515.0  ,    1925
 6539.4  ,    1032
 6563.8  ,     491
 6588.2  ,     248
 6612.6  ,     122
 6637.0  ,      78
 6661.4  ,      61
 6685.8  ,      50
 6710.2  ,      58
 6734.7  ,      69
 6759.1  ,      60
 6783.5  ,      75
 6807.9  ,      89
 6832.3  ,      99
 6856.7  ,     179
 6881.1  ,     258
 6905.5  ,     419
 6929.9  ,     599
 6954.3  ,     822
 6978.7  ,    1196
 7003.2  ,    1368
 7027.6  ,    1545
 7052.0  ,    1621
 7076.4  ,    1484
 7100.8  ,    1158
 7125.2  ,     839
 7149.6  ,     566
 7174.0  ,     345
 7198.4  ,     205
 7222.8  ,      87
 7247.2  ,      71
 7271.7  ,      31
 7296.1  ,      26
 7320.5  ,      32
 7344.9  ,      32
 7369.3  ,      32
 7393.7  ,      44
 7418.1  ,      47
 7442.5  ,      58
 7466.9  ,      46
 7491.3  ,      54
 7515.7  ,      47
 7540.2  ,      34
 7564.6  ,      19
 7589.0  ,      24
 7613.4  ,      26
 7637.8  ,      19
 7662.2  ,      22
 7686.6  ,      15
 7711.0  ,      12
 7735.4  ,      11
 7759.8  ,      12
 7784.2  ,      19
 7808.7  ,      13
 7833.1  ,      13
 7857.5  ,      13
 7881.9  ,      10
 7906.3  ,      15
 7930.7  ,      10
 7955.1  ,      17
 7979.5  ,      14
 8003.9  ,      15
 8028.3  ,       5
 8052.7  ,      16
 8077.2  ,      17
 8101.6  ,      15
 8126.0  ,      21
 8150.4  ,      13
 8174.8  ,      21
 8199.2  ,      18
 8223.6  ,      15
 8248.0  ,      19
 8272.4  ,      22
 8296.8  ,      14
 8321.2  ,      21
 8345.7  ,      21
 8370.1  ,      11
 8394.5  ,      20
 8418.9  ,      15
 8443.3  ,      19
 8467.7  ,      39
 8492.1  ,      47
 8516.5  ,      63
 8540.9  ,      78
 8565.3  ,      81
 8589.8  ,      90
 8614.2  ,      84
 8638.6  ,     129
 8663.0  ,      94
 8687.4  ,      89
 8711.8  ,      60
 8736.2  ,      35
 8760.6  ,      34
 8785.0  ,      23
 8809.4  ,      17
 8833.8  ,      11
 8858.3  ,      10
 8882.7  ,       8
 8907.1  ,      11
 8931.5  ,      13
 8955.9  ,       9
 8980.3  ,       9
 9004.7  ,      20
 9029.1  ,      14
 9053.5  ,       9
 9077.9  ,      17
 9102.3  ,      16
 9126.8  ,      10
 9151.2  ,       9
 9175.6  ,      16
 9200.0  ,      12
 9224.4  ,      14
 9248.8  ,      17
 9273.2  ,      17
 9297.6  ,      17
 9322.0  ,      23
 9346.4  ,      13
 9370.8  ,      16
 9395.3  ,      16
 9419.7  ,      13
 9444.1  ,      25
 9468.5  ,      21
 9492.9  ,      24
 9517.3  ,      33
 9541.7  ,      29
 9566.1  ,      17
 9590.5  ,      25
 9614.9  ,      29
 9639.3  ,      29
 9663.8  ,      17
 9688.2  ,      23
 9712.6  ,      26
 9737.0  ,      18
 9761.4  ,      23
 9785.8  ,      22
 9810.2  ,      26
 9834.6  ,      27
 9859.0  ,      28
 9883.4  ,      24
 9907.8  ,      37
 9932.3  ,      25
 9956.7  ,      17
 9981.1  ,      22
10005.5  ,      15
10029.9  ,      11
10054.3  ,      16
10078.7  ,      11
10103.1  ,      14
10127.5  ,       9
10151.9  ,      10
10176.3  ,      12
10200.8  ,      11
10225.2  ,      12
10249.6  ,      10
10274.0  ,      23
10298.4  ,      12
10322.8  ,       8
10347.2  ,      10
10371.6  ,      12
10396.0  ,      15
10420.4  ,      12
10444.8  ,      12
10469.3  ,      11
10493.7  ,      12
10518.1  ,       9
10542.5  ,      12
10566.9  ,      11
10591.3  ,       6
10615.7  ,      13
10640.1  ,       9
10664.5  ,      10
10688.9  ,      13
10713.4  ,       7
10737.8  ,       9
10762.2  ,      12
10786.6  ,      15
10811.0  ,      24
10835.4  ,       9
10859.8  ,      11
10884.2  ,      17
10908.6  ,      16
10933.0  ,      18
10957.4  ,      11
10981.9  ,      14
11006.3  ,      21
11030.7  ,      13
11055.1  ,      21
11079.5  ,      14
11103.9  ,      14
11128.3  ,      13
11152.7  ,       7
11177.1  ,      19
11201.5  ,      12
11225.9  ,      13
11250.4  ,      13
11274.8  ,      12
11299.2  ,      11
11323.6  ,      16
11348.0  ,      13
11372.4  ,      19
11396.8  ,      19
11421.2  ,      19
11445.6  ,      15
11470.0  ,      15
11494.4  ,      31
11518.9  ,      29
11543.3  ,      29
11567.7  ,      20
11592.1  ,      16
11616.5  ,      34
11640.9  ,      26
11665.3  ,      44
11689.7  ,      33
11714.1  ,      32
11738.5  ,      41
11762.9  ,      63
11787.4  ,     100
11811.8  ,     114
11836.2  ,     153
11860.6  ,     151
11885.0  ,     161
11909.4  ,     160
11933.8  ,     158
11958.2  ,     156
11982.6  ,     111
12007.0  ,     102
12031.4  ,     103
12055.9  ,      70
12080.3  ,      64
12104.7  ,      51
12129.1  ,      43
12153.5  ,      45
12177.9  ,      37
12202.3  ,      32
12226.7  ,      29
12251.1  ,      30
12275.5  ,      19
12299.9  ,      27
12324.4  ,      27
12348.8  ,      29
12373.2  ,      18
12397.6  ,      20
12422.0  ,      18
12446.4  ,      27
12470.8  ,      16
12495.2  ,      19
12519.6  ,      27
12544.0  ,      18
12568.4  ,      19
12592.9  ,      25
12617.3  ,      19
12641.7  ,      21
12666.1  ,      33
12690.5  ,      22
12714.9  ,      29
12739.3  ,      30
12763.7  ,      29
12788.1  ,      30
12812.5  ,      36
12836.9  ,      33
12861.4  ,      37
12885.8  ,      32
12910.2  ,      40
12934.6  ,      46
12959.0  ,      38
12983.4  ,      40
13007.8  ,      48
13032.2  ,      46
13056.6  ,      41
13081.0  ,      62
13105.5  ,      70
13129.9  ,      66
13154.3  ,      75
13178.7  ,      96
13203.1  ,     106
13227.5  ,     101
13251.9  ,     124
13276.3  ,     155
13300.7  ,     172
13325.1  ,     155
13349.5  ,     162
13374.0  ,     197
13398.4  ,     172
13422.8  ,     212
13447.2  ,     200
13471.6  ,     194
13496.0  ,     219
13520.4  ,     206
13544.8  ,     198
13569.2  ,     217
13593.6  ,     199
13618.0  ,     208
13642.5  ,     190
13666.9  ,     178
13691.3  ,     169
13715.7  ,     165
13740.1  ,     143
13764.5  ,     130
13788.9  ,     123
13813.3  ,     114
13837.7  ,     108
13862.1  ,      94
13886.5  ,     101
13911.0  ,      76
13935.4  ,      76
13959.8  ,      86
13984.2  ,      82
14008.6  ,      96
14033.0  ,     106
14057.4  ,     137
14081.8  ,     142
14106.2  ,     172
14130.6  ,     194
14155.0  ,     206
14179.5  ,     255
14203.9  ,     304
14228.3  ,     304
14252.7  ,     380
14277.1  ,     349
14301.5  ,     344
14325.9  ,     297
14350.3  ,     269
14374.7  ,     242
14399.1  ,     187
14423.5  ,     121
14448.0  ,      99
14472.4  ,      72
14496.8  ,      48
14521.2  ,      47
14545.6  ,      19
14570.0  ,      16
14594.4  ,      33
14618.8  ,      17
14643.2  ,      18
14667.6  ,      17
14692.0  ,      18
14716.5  ,      17
14740.9  ,      15
14765.3  ,      13
14789.7  ,      21
14814.1  ,      26
14838.5  ,      19
14862.9  ,      27
14887.3  ,      31
14911.7  ,      19
14936.1  ,      25
14960.5  ,      24
14985.0  ,      25
15009.4  ,      32
15033.8  ,      33
15058.2  ,      25
15082.6  ,      29
15107.0  ,      14
15131.4  ,      27
15155.8  ,      22
15180.2  ,      25
15204.6  ,      32
15229.1  ,      36
15253.5  ,      29
15277.9  ,      33
15302.3  ,      26
15326.7  ,      29
15351.1  ,      44
15375.5  ,      41
15399.9  ,      37
15424.3  ,      35
15448.7  ,      46
15473.1  ,      52
15497.6  ,      68
15522.0  ,      86
15546.4  ,      99
15570.8  ,     128
15595.2  ,     141
15619.6  ,     170
15644.0  ,     219
15668.4  ,     270
15692.8  ,     321
15717.2  ,     342
15741.6  ,     341
15766.1  ,     372
15790.5  ,     302
15814.9  ,     311
15839.3  ,     268
15863.7  ,     246
15888.1  ,     187
15912.5  ,     134
15936.9  ,     128
15961.3  ,     120
15985.7  ,      97
16010.1  ,      91
16034.6  ,      96
16059.0  ,      90
16083.4  ,      85
16107.8  ,      94
16132.2  ,     103
16156.6  ,     103
16181.0  ,      89
16205.4  ,      75
16229.8  ,     117
16254.2  ,     106
16278.6  ,      98
16303.1  ,      97
16327.5  ,      96
16351.9  ,      97
16376.3  ,     104
16400.7  ,     125
16425.1  ,     106
16449.5  ,      94
16473.9  ,      95
16498.3  ,     110
16522.7  ,     107
16547.1  ,      86
16571.6  ,      93
16596.0  ,     106
16620.4  ,     101
16644.8  ,     105
16669.2  ,     102
16693.6  ,     130
16718.0  ,     124
16742.4  ,     154
16766.8  ,     140
16791.2  ,     147
16815.6  ,     162
16840.1  ,     174
16864.5  ,     190
16888.9  ,     160
16913.3  ,     194
16937.7  ,     198
16962.1  ,     257
16986.5  ,     254
17010.9  ,     236
17035.3  ,     244
17059.7  ,     264
17084.1  ,     229
17108.6  ,     297
17133.0  ,     275
17157.4  ,     266
17181.8  ,     313
17206.2  ,     276
17230.6  ,     291
17255.0  ,     270
17279.4  ,     278
17303.8  ,     273
17328.2  ,     221
17352.6  ,     242
17377.1  ,     202
17401.5  ,     206
17425.9  ,     163
17450.3  ,     144
17474.7  ,     159
17499.1  ,     124
17523.5  ,     107
17547.9  ,     125
17572.3  ,     143
17596.7  ,     120
17621.2  ,     128
17645.6  ,     122
17670.0  ,      99
17694.4  ,     105
17718.8  ,      95
17743.2  ,     103
17767.6  ,      88
17792.0  ,      81
17816.4  ,      59
17840.8  ,      78
17865.2  ,      47
17889.7  ,      57
17914.1  ,      49
17938.5  ,      57
17962.9  ,      46
17987.3  ,      52
18011.7  ,      63
18036.1  ,      50
18060.5  ,      59
18084.9  ,      65
18109.3  ,      92
18133.7  ,     122
18158.2  ,     128
18182.6  ,     170
18207.0  ,     157
18231.4  ,     209
18255.8  ,     254
18280.2  ,     244
18304.6  ,     281
18329.0  ,     301
18353.4  ,     259
18377.8  ,     201
18402.2  ,     192
18426.7  ,     151
18451.1  ,      89
18475.5  ,      89
18499.9  ,      68
18524.3  ,      35
18548.7  ,      29
18573.1  ,      25
18597.5  ,      26
18621.9  ,      19
18646.3  ,      17
18670.7  ,      13
18695.2  ,      16
18719.6  ,      10
18744.0  ,      19
18768.4  ,      13
18792.8  ,      17
18817.2  ,      14
18841.6  ,      17
18866.0  ,      16
18890.4  ,      15
18914.8  ,      21
18939.2  ,      14
18963.7  ,      13
18988.1  ,      19
19012.5  ,      22
19036.9  ,      17
19061.3  ,      12
19085.7  ,      20
19110.1  ,      16
19134.5  ,      25
19158.9  ,      18
19183.3  ,      15
19207.7  ,      26
19232.2  ,      19
19256.6  ,      23
19281.0  ,      25
19305.4  ,      35
19329.8  ,      29
19354.2  ,      31
19378.6  ,      37
19403.0  ,      38
19427.4  ,      36
19451.8  ,      41
19476.2  ,      41
19500.7  ,      43
19525.1  ,      46
19549.5  ,      45
19573.9  ,      51
19598.3  ,      59
19622.7  ,      52
19647.1  ,      79
19671.5  ,      60
19695.9  ,      64
19720.3  ,      79
19744.8  ,      71
19769.2  ,      69
19793.6  ,      70
19818.0  ,      59
19842.4  ,      75
19866.8  ,      62
19891.2  ,      65
19915.6  ,      58
19940.0  ,      66
19964.4  ,      73
19988.8  ,      55
20013.3  ,      58
20037.7  ,      48
20062.1  ,      57
20086.5  ,      47
20110.9  ,      47
20135.3  ,      61
20159.7  ,      42
20184.1  ,      41
20208.5  ,      43
20232.9  ,      35
20257.3  ,      47
20281.8  ,      49
20306.2  ,      46
20330.6  ,      25
20355.0  ,      36
20379.4  ,      29
20403.8  ,      35
20428.2  ,      33
20452.6  ,      32
20477.0  ,      26
20501.4  ,      30
20525.8  ,      33
20550.3  ,      31
20574.7  ,      42
20599.1  ,      32
20623.5  ,      38
20647.9  ,      22
20672.3  ,      34
20696.7  ,      34
20721.1  ,      28
20745.5  ,      26
20769.9  ,      17
20794.3  ,      26
20818.8  ,      16
20843.2  ,      24
20867.6  ,      14
20892.0  ,      14
20916.4  ,      16
20940.8  ,      13
20965.2  ,      15
20989.6  ,      13
21014.0  ,      11
21038.4  ,      18
21062.8  ,      16
21087.3  ,      12
21111.7  ,       9
21136.1  ,      23
21160.5  ,      20
21184.9  ,       8
21209.3  ,      20
21233.7  ,      19
21258.1  ,      25
21282.5  ,      30
21306.9  ,      43
21331.3  ,      32
21355.8  ,      35
21380.2  ,      53
21404.6  ,      49
21429.0  ,      36
21453.4  ,      56
21477.8  ,      53
21502.2  ,      48
21526.6  ,      43
21551.0  ,      38
21575.4  ,      24
21599.8  ,      31
21624.3  ,      40
21648.7  ,      12
21673.1  ,      16
21697.5  ,      12
21721.9  ,      10
21746.3  ,       4
21770.7  ,       7
21795.1  ,       9
21819.5  ,       8
21843.9  ,      16
21868.3  ,      10
21892.8  ,       9
21917.2  ,       5
21941.6  ,       9
21966.0  ,      12
21990.4  ,      11
22014.8  ,      10
22039.2  ,       9
22063.6  ,      14
22088.0  ,      13
22112.4  ,      16
22136.9  ,      13
22161.3  ,      10
22185.7  ,      11
22210.1  ,      13
22234.5  ,      13
22258.9  ,      17
22283.3  ,       9
22307.7  ,       7
22332.1  ,       6
22356.5  ,       9
22380.9  ,      12
22405.4  ,      11
22429.8  ,       8
22454.2  ,       6
22478.6  ,       3
22503.0  ,       2
22527.4  ,       5
22551.8  ,       4
22576.2  ,       4
22600.6  ,       2
22625.0  ,       3
22649.4  ,      10
22673.9  ,       3
22698.3  ,       4
22722.7  ,       4
22747.1  ,       7
22771.5  ,       7
22795.9  ,       6
22820.3  ,       7
22844.7  ,       7
22869.1  ,       2
22893.5  ,       9
22917.9  ,       7
22942.4  ,       3
22966.8  ,       8
22991.2  ,       2
23015.6  ,       4
23040.0  ,       6
23064.4  ,       6
23088.8  ,       9
23113.2  ,       4
23137.6  ,       6
23162.0  ,       5
23186.4  ,       3
23210.9  ,       4
23235.3  ,       8
23259.7  ,       8
23284.1  ,       4
23308.5  ,       6
23332.9  ,       2
23357.3  ,       6
23381.7  ,       7
23406.1  ,       5
23430.5  ,      10
23454.9  ,       4
23479.4  ,       7
23503.8  ,       9
23528.2  ,       7
23552.6  ,       2
23577.0  ,       5
23601.4  ,       3
23625.8  ,       3
23650.2  ,       5
23674.6  ,       8
23699.0  ,       4
23723.4  ,       6
23747.9  ,       4
23772.3  ,       9
23796.7  ,       7
23821.1  ,       5
23845.5  ,       3
23869.9  ,       2
23894.3  ,       3
23918.7  ,       5
23943.1  ,       4
23967.5  ,       1
23991.9  ,       5
24016.4  ,       7
24040.8  ,       7
24065.2  ,       7
24089.6  ,       8
24114.0  ,       2
24138.4  ,       4
24162.8  ,       7
24187.2  ,       2
24211.6  ,       6
24236.0  ,      14
24260.5  ,       5
24284.9  ,       4
24309.3  ,       7
24333.7  ,       7
24358.1  ,       5
24382.5  ,       2
24406.9  ,       5
24431.3  ,       7
24455.7  ,       0
24480.1  ,       6
24504.5  ,       4
24529.0  ,       5
24553.4  ,      13
24577.8  ,       8
24602.2  ,       3
24626.6  ,       5
24651.0  ,       6
24675.4  ,       8
24699.8  ,       7
24724.2  ,       8
24748.6  ,       3
24773.0  ,       7
24797.5  ,       3
24821.9  ,       6
24846.3  ,       5
24870.7  ,       4
24895.1  ,       8
24919.5  ,       1
24943.9  ,       6
24968.3  ,      10
24992.7  ,       7
25017.1  ,       5
25041.5  ,       8
25066.0  ,       6
25090.4  ,       9
25114.8  ,       5
25139.2  ,       7
25163.6  ,       4
25188.0  ,       4
25212.4  ,       5
25236.8  ,       8
25261.2  ,       4
25285.6  ,       9
25310.0  ,      10
25334.5  ,       6
25358.9  ,       4
25383.3  ,      10
25407.7  ,       6
25432.1  ,       4
25456.5  ,   15112
