"Target: Cumberland_A_adjusted_Target1, Contains DAT files: APB_423020067ESC02880060082_______M2.DAT"
 4799.0  ,     303
 4823.4  ,     300
 4847.7  ,     299
 4872.1  ,     327
 4896.5  ,     374
 4920.8  ,     352
 4945.2  ,     336
 4969.6  ,     333
 4993.9  ,     317
 5018.3  ,     282
 5042.7  ,     276
 5067.0  ,     251
 5091.4  ,     261
 5115.8  ,     248
 5140.1  ,     269
 5164.5  ,     297
 5188.9  ,     269
 5213.2  ,     284
 5237.6  ,     300
 5262.0  ,     380
 5286.3  ,     478
 5310.7  ,     513
 5335.1  ,     564
 5359.5  ,     633
 5383.8  ,     674
 5408.2  ,     744
 5432.6  ,     661
 5456.9  ,     603
 5481.3  ,     498
 5505.7  ,     434
 5530.0  ,     345
 5554.4  ,     313
 5578.8  ,     302
 5603.1  ,     280
 5627.5  ,     318
 5651.9  ,     325
 5676.2  ,     316
 5700.6  ,     357
 5725.0  ,     376
 5749.3  ,     459
 5773.7  ,     548
 5798.1  ,     647
 5822.4  ,     778
 5846.8  ,     974
 5871.2  ,     898
 5895.5  ,     936
 5919.9  ,     929
 5944.3  ,     831
 5968.6  ,     783
 5993.0  ,     705
 6017.4  ,     676
 6041.7  ,     607
 6066.1  ,     706
 6090.5  ,     760
 6114.8  ,     928
 6139.2  ,    1274
 6163.6  ,    1890
 6187.9  ,    3043
 6212.3  ,    5186
 6236.7  ,    8903
 6261.0  ,   14821
 6285.4  ,   23033
 6309.8  ,   32262
 6334.1  ,   41695
 6358.5  ,   49077
 6382.9  ,   51467
 6407.2  ,   49785
 6431.6  ,   41983
 6456.0  ,   32901
 6480.3  ,   22889
 6504.7  ,   14372
 6529.1  ,    8354
 6553.4  ,    4674
 6577.8  ,    2345
 6602.2  ,    1229
 6626.5  ,     648
 6650.9  ,     425
 6675.3  ,     381
 6699.6  ,     326
 6724.0  ,     309
 6748.4  ,     354
 6772.8  ,     436
 6797.1  ,     495
 6821.5  ,     636
 6845.9  ,     873
 6870.2  ,    1386
 6894.6  ,    2012
 6919.0  ,    2996
 6943.3  ,    4159
 6967.7  ,    5635
 6992.1  ,    7058
 7016.4  ,    7952
 7040.8  ,    8318
 7065.2  ,    7746
 7089.5  ,    6805
 7113.9  ,    5285
 7138.3  ,    3752
 7162.6  ,    2444
 7187.0  ,    1539
 7211.4  ,     907
 7235.7  ,     477
 7260.1  ,     301
 7284.5  ,     217
 7308.8  ,     176
 7333.2  ,     192
 7357.6  ,     238
 7381.9  ,     283
 7406.3  ,     325
 7430.7  ,     360
 7455.0  ,     356
 7479.4  ,     377
 7503.8  ,     333
 7528.1  ,     259
 7552.5  ,     237
 7576.9  ,     195
 7601.2  ,     144
 7625.6  ,     124
 7650.0  ,     110
 7674.3  ,     113
 7698.7  ,      89
 7723.1  ,      99
 7747.4  ,     101
 7771.8  ,      99
 7796.2  ,     109
 7820.5  ,      96
 7844.9  ,      98
 7869.3  ,     111
 7893.6  ,     118
 7918.0  ,     107
 7942.4  ,     132
 7966.7  ,     114
 7991.1  ,     121
 8015.5  ,     132
 8039.8  ,     130
 8064.2  ,     110
 8088.6  ,     134
 8112.9  ,     124
 8137.3  ,     122
 8161.7  ,     128
 8186.1  ,     140
 8210.4  ,     116
 8234.8  ,     157
 8259.2  ,     143
 8283.5  ,     162
 8307.9  ,     139
 8332.3  ,     130
 8356.6  ,     112
 8381.0  ,     109
 8405.4  ,     124
 8429.7  ,     146
 8454.1  ,     184
 8478.5  ,     206
 8502.8  ,     267
 8527.2  ,     372
 8551.6  ,     426
 8575.9  ,     524
 8600.3  ,     576
 8624.7  ,     588
 8649.0  ,     531
 8673.4  ,     471
 8697.8  ,     388
 8722.1  ,     335
 8746.5  ,     229
 8770.9  ,     173
 8795.2  ,     139
 8819.6  ,     119
 8844.0  ,      85
 8868.3  ,     107
 8892.7  ,      94
 8917.1  ,     108
 8941.4  ,      95
 8965.8  ,     105
 8990.2  ,      92
 9014.5  ,      99
 9038.9  ,     117
 9063.3  ,      83
 9087.6  ,     110
 9112.0  ,     109
 9136.4  ,      90
 9160.7  ,     121
 9185.1  ,     102
 9209.5  ,     115
 9233.8  ,     111
 9258.2  ,     117
 9282.6  ,     117
 9306.9  ,      96
 9331.3  ,     114
 9355.7  ,     111
 9380.0  ,     104
 9404.4  ,     113
 9428.8  ,     138
 9453.1  ,     130
 9477.5  ,     151
 9501.9  ,     137
 9526.3  ,     161
 9550.6  ,     161
 9575.0  ,     162
 9599.4  ,     184
 9623.7  ,     157
 9648.1  ,     145
 9672.5  ,     142
 9696.8  ,     117
 9721.2  ,     129
 9745.6  ,     126
 9769.9  ,     121
 9794.3  ,     156
 9818.7  ,     153
 9843.0  ,     175
 9867.4  ,     153
 9891.8  ,     166
 9916.1  ,     131
 9940.5  ,     135
 9964.9  ,     122
 9989.2  ,     117
10013.6  ,      96
10038.0  ,      93
10062.3  ,      92
10086.7  ,      92
10111.1  ,      94
10135.4  ,      91
10159.8  ,      82
10184.2  ,      90
10208.5  ,     100
10232.9  ,      80
10257.3  ,      96
10281.6  ,      91
10306.0  ,      86
10330.4  ,      94
10354.7  ,      93
10379.1  ,      91
10403.5  ,      80
10427.8  ,      86
10452.2  ,      94
10476.6  ,     105
10500.9  ,      94
10525.3  ,      91
10549.7  ,      93
10574.0  ,     123
10598.4  ,      88
10622.8  ,      98
10647.1  ,     108
10671.5  ,      99
10695.9  ,      80
10720.2  ,      96
10744.6  ,      94
10769.0  ,      94
10793.3  ,      88
10817.7  ,      96
10842.1  ,      96
10866.4  ,      97
10890.8  ,      95
10915.2  ,      91
10939.6  ,     110
10963.9  ,      93
10988.3  ,     111
11012.7  ,     112
11037.0  ,      91
11061.4  ,     105
11085.8  ,     103
11110.1  ,      87
11134.5  ,     101
11158.9  ,     106
11183.2  ,     100
11207.6  ,     108
11232.0  ,     102
11256.3  ,     104
11280.7  ,      96
11305.1  ,     109
11329.4  ,     104
11353.8  ,     109
11378.2  ,     149
11402.5  ,     120
11426.9  ,     143
11451.3  ,     131
11475.6  ,     134
11500.0  ,     141
11524.4  ,     140
11548.7  ,     138
11573.1  ,     161
11597.5  ,     148
11621.8  ,     155
11646.2  ,     141
11670.6  ,     168
11694.9  ,     153
11719.3  ,     167
11743.7  ,     200
11768.0  ,     198
11792.4  ,     202
11816.8  ,     232
11841.1  ,     251
11865.5  ,     280
11889.9  ,     299
11914.2  ,     309
11938.6  ,     279
11963.0  ,     276
11987.3  ,     250
12011.7  ,     249
12036.1  ,     247
12060.4  ,     251
12084.8  ,     242
12109.2  ,     232
12133.5  ,     249
12157.9  ,     242
12182.3  ,     206
12206.6  ,     197
12231.0  ,     190
12255.4  ,     178
12279.8  ,     135
12304.1  ,     142
12328.5  ,     122
12352.9  ,     136
12377.2  ,     134
12401.6  ,     118
12426.0  ,     140
12450.3  ,     145
12474.7  ,     141
12499.1  ,     140
12523.4  ,     142
12547.8  ,     129
12572.2  ,     174
12596.5  ,     159
12620.9  ,     172
12645.3  ,     162
12669.6  ,     163
12694.0  ,     168
12718.4  ,     168
12742.7  ,     198
12767.1  ,     173
12791.5  ,     208
12815.8  ,     214
12840.2  ,     209
12864.6  ,     238
12888.9  ,     209
12913.3  ,     249
12937.7  ,     243
12962.0  ,     275
12986.4  ,     270
13010.8  ,     286
13035.1  ,     321
13059.5  ,     334
13083.9  ,     404
13108.2  ,     422
13132.6  ,     443
13157.0  ,     467
13181.3  ,     509
13205.7  ,     614
13230.1  ,     603
13254.4  ,     691
13278.8  ,     770
13303.2  ,     866
13327.5  ,     896
13351.9  ,     930
13376.3  ,    1047
13400.6  ,    1018
13425.0  ,    1058
13449.4  ,    1161
13473.7  ,    1124
13498.1  ,    1156
13522.5  ,    1173
13546.8  ,    1086
13571.2  ,    1096
13595.6  ,    1062
13619.9  ,    1090
13644.3  ,    1061
13668.7  ,    1017
13693.1  ,     911
13717.4  ,     786
13741.8  ,     751
13766.2  ,     696
13790.5  ,     611
13814.9  ,     538
13839.3  ,     503
13863.6  ,     478
13888.0  ,     470
13912.4  ,     452
13936.7  ,     445
13961.1  ,     434
13985.5  ,     522
14009.8  ,     560
14034.2  ,     609
14058.6  ,     672
14082.9  ,     727
14107.3  ,     901
14131.7  ,    1055
14156.0  ,    1269
14180.4  ,    1385
14204.8  ,    1556
14229.1  ,    1674
14253.5  ,    1749
14277.9  ,    1743
14302.2  ,    1704
14326.6  ,    1572
14351.0  ,    1259
14375.3  ,    1082
14399.7  ,     854
14424.1  ,     698
14448.4  ,     487
14472.8  ,     335
14497.2  ,     265
14521.5  ,     227
14545.9  ,     162
14570.3  ,     144
14594.6  ,     157
14619.0  ,     135
14643.4  ,     143
14667.7  ,     131
14692.1  ,     112
14716.5  ,     146
14740.8  ,     125
14765.2  ,     131
14789.6  ,     149
14813.9  ,     148
14838.3  ,     153
14862.7  ,     169
14887.0  ,     179
14911.4  ,     185
14935.8  ,     202
14960.1  ,     187
14984.5  ,     189
15008.9  ,     174
15033.2  ,     198
15057.6  ,     155
15082.0  ,     185
15106.4  ,     178
15130.7  ,     183
15155.1  ,     209
15179.5  ,     223
15203.8  ,     174
15228.2  ,     197
15252.6  ,     209
15276.9  ,     205
15301.3  ,     259
15325.7  ,     244
15350.0  ,     243
15374.4  ,     227
15398.8  ,     294
15423.1  ,     306
15447.5  ,     374
15471.9  ,     402
15496.2  ,     476
15520.6  ,     671
15545.0  ,     897
15569.3  ,    1133
15593.7  ,    1476
15618.1  ,    1858
15642.4  ,    2291
15666.8  ,    2752
15691.2  ,    3169
15715.5  ,    3426
15739.9  ,    3508
15764.3  ,    3659
15788.6  ,    3303
15813.0  ,    2990
15837.4  ,    2707
15861.7  ,    2271
15886.1  ,    1801
15910.5  ,    1464
15934.8  ,    1139
15959.2  ,     927
15983.6  ,     716
16007.9  ,     592
16032.3  ,     544
16056.7  ,     521
16081.0  ,     487
16105.4  ,     489
16129.8  ,     529
16154.1  ,     519
16178.5  ,     549
16202.9  ,     567
16227.2  ,     558
16251.6  ,     545
16276.0  ,     595
16300.3  ,     574
16324.7  ,     622
16349.1  ,     650
16373.4  ,     571
16397.8  ,     556
16422.2  ,     561
16446.6  ,     631
16470.9  ,     553
16495.3  ,     583
16519.7  ,     593
16544.0  ,     603
16568.4  ,     626
16592.8  ,     597
16617.1  ,     633
16641.5  ,     663
16665.9  ,     664
16690.2  ,     708
16714.6  ,     706
16739.0  ,     820
16763.3  ,     852
16787.7  ,     956
16812.1  ,     908
16836.4  ,     996
16860.8  ,    1089
16885.2  ,    1087
16909.5  ,    1266
16933.9  ,    1253
16958.3  ,    1260
16982.6  ,    1418
17007.0  ,    1301
17031.4  ,    1360
17055.7  ,    1436
17080.1  ,    1460
17104.5  ,    1514
17128.8  ,    1525
17153.2  ,    1541
17177.6  ,    1512
17201.9  ,    1575
17226.3  ,    1566
17250.7  ,    1553
17275.0  ,    1424
17299.4  ,    1417
17323.8  ,    1298
17348.1  ,    1178
17372.5  ,    1124
17396.9  ,     993
17421.2  ,     915
17445.6  ,     862
17470.0  ,     801
17494.3  ,     804
17518.7  ,     803
17543.1  ,     818
17567.4  ,     850
17591.8  ,     968
17616.2  ,     972
17640.5  ,     869
17664.9  ,     939
17689.3  ,     932
17713.6  ,     873
17738.0  ,     761
17762.4  ,     698
17786.7  ,     598
17811.1  ,     519
17835.5  ,     522
17859.9  ,     464
17884.2  ,     395
17908.6  ,     399
17933.0  ,     360
17957.3  ,     368
17981.7  ,     365
18006.1  ,     379
18030.4  ,     352
18054.8  ,     386
18079.2  ,     404
18103.5  ,     516
18127.9  ,     578
18152.3  ,     716
18176.6  ,     864
18201.0  ,    1058
18225.4  ,    1238
18249.7  ,    1368
18274.1  ,    1424
18298.5  ,    1443
18322.8  ,    1451
18347.2  ,    1405
18371.6  ,    1185
18395.9  ,    1058
18420.3  ,     852
18444.7  ,     631
18469.0  ,     560
18493.4  ,     356
18517.8  ,     288
18542.1  ,     203
18566.5  ,     152
18590.9  ,     147
18615.2  ,     142
18639.6  ,     117
18664.0  ,     110
18688.3  ,      94
18712.7  ,     107
18737.1  ,      93
18761.4  ,     101
18785.8  ,     121
18810.2  ,      91
18834.5  ,     113
18858.9  ,     123
18883.3  ,     110
18907.6  ,     120
18932.0  ,     105
18956.4  ,     108
18980.7  ,     107
19005.1  ,     139
19029.5  ,     122
19053.8  ,     143
19078.2  ,     135
19102.6  ,     148
19126.9  ,     153
19151.3  ,     134
19175.7  ,     159
19200.0  ,     146
19224.4  ,     163
19248.8  ,     175
19273.2  ,     181
19297.5  ,     179
19321.9  ,     189
19346.3  ,     201
19370.6  ,     217
19395.0  ,     234
19419.4  ,     241
19443.7  ,     230
19468.1  ,     269
19492.5  ,     290
19516.8  ,     288
19541.2  ,     317
19565.6  ,     316
19589.9  ,     331
19614.3  ,     316
19638.7  ,     353
19663.0  ,     365
19687.4  ,     375
19711.8  ,     341
19736.1  ,     412
19760.5  ,     349
19784.9  ,     400
19809.2  ,     371
19833.6  ,     379
19858.0  ,     368
19882.3  ,     367
19906.7  ,     330
19931.1  ,     363
19955.4  ,     389
19979.8  ,     342
20004.2  ,     308
20028.5  ,     307
20052.9  ,     306
20077.3  ,     276
20101.6  ,     303
20126.0  ,     273
20150.4  ,     249
20174.7  ,     257
20199.1  ,     239
20223.5  ,     209
20247.8  ,     244
20272.2  ,     202
20296.6  ,     209
20320.9  ,     263
20345.3  ,     213
20369.7  ,     224
20394.0  ,     201
20418.4  ,     220
20442.8  ,     209
20467.1  ,     159
20491.5  ,     166
20515.9  ,     172
20540.2  ,     182
20564.6  ,     158
20589.0  ,     144
20613.4  ,     155
20637.7  ,     128
20662.1  ,     141
20686.5  ,     158
20710.8  ,     134
20735.2  ,     134
20759.6  ,     129
20783.9  ,     138
20808.3  ,      98
20832.7  ,     122
20857.0  ,     117
20881.4  ,     122
20905.8  ,     101
20930.1  ,     101
20954.5  ,      93
20978.9  ,      93
21003.2  ,      97
21027.6  ,      83
21052.0  ,      76
21076.3  ,      90
21100.7  ,      71
21125.1  ,     105
21149.4  ,     117
21173.8  ,     110
21198.2  ,     116
21222.5  ,     120
21246.9  ,     143
21271.3  ,     168
21295.6  ,     175
21320.0  ,     212
21344.4  ,     246
21368.7  ,     281
21393.1  ,     270
21417.5  ,     285
21441.8  ,     318
21466.2  ,     271
21490.6  ,     265
21514.9  ,     239
21539.3  ,     195
21563.7  ,     204
21588.0  ,     162
21612.4  ,     124
21636.8  ,     113
21661.1  ,      90
21685.5  ,      74
21709.9  ,      76
21734.2  ,      66
21758.6  ,      62
21783.0  ,      66
21807.3  ,      57
21831.7  ,      51
21856.1  ,      57
21880.4  ,      55
21904.8  ,      52
21929.2  ,      57
21953.5  ,      73
21977.9  ,      50
22002.3  ,      76
22026.7  ,      76
22051.0  ,      68
22075.4  ,     103
22099.8  ,      86
22124.1  ,      93
22148.5  ,     102
22172.9  ,     103
22197.2  ,      91
22221.6  ,      84
22246.0  ,      90
22270.3  ,      84
22294.7  ,      67
22319.1  ,      62
22343.4  ,      66
22367.8  ,      53
22392.2  ,      56
22416.5  ,      58
22440.9  ,      50
22465.3  ,      47
22489.6  ,      46
22514.0  ,      46
22538.4  ,      39
22562.7  ,      37
22587.1  ,      44
22611.5  ,      50
22635.8  ,      48
22660.2  ,      50
22684.6  ,      52
22708.9  ,      47
22733.3  ,      48
22757.7  ,      44
22782.0  ,      45
22806.4  ,      47
22830.8  ,      35
22855.1  ,      47
22879.5  ,      45
22903.9  ,      51
22928.2  ,      51
22952.6  ,      46
22977.0  ,      35
23001.3  ,      45
23025.7  ,      44
23050.1  ,      52
23074.4  ,      41
23098.8  ,      44
23123.2  ,      53
23147.5  ,      42
23171.9  ,      39
23196.3  ,      53
23220.6  ,      48
23245.0  ,      49
23269.4  ,      59
23293.7  ,      47
23318.1  ,      48
23342.5  ,      35
23366.8  ,      47
23391.2  ,      43
23415.6  ,      47
23440.0  ,      39
23464.3  ,      50
23488.7  ,      51
23513.1  ,      43
23537.4  ,      47
23561.8  ,      45
23586.2  ,      51
23610.5  ,      45
23634.9  ,      45
23659.3  ,      42
23683.6  ,      41
23708.0  ,      41
23732.4  ,      45
23756.7  ,      46
23781.1  ,      48
23805.5  ,      47
23829.8  ,      45
23854.2  ,      52
23878.6  ,      48
23902.9  ,      38
23927.3  ,      58
23951.7  ,      47
23976.0  ,      51
24000.4  ,      52
24024.8  ,      45
24049.1  ,      64
24073.5  ,      38
24097.9  ,      32
24122.2  ,      55
24146.6  ,      61
24171.0  ,      47
24195.3  ,      53
24219.7  ,      47
24244.1  ,      45
24268.4  ,      54
24292.8  ,      52
24317.2  ,      48
24341.5  ,      50
24365.9  ,      35
24390.3  ,      53
24414.6  ,      35
24439.0  ,      40
24463.4  ,      50
24487.7  ,      37
24512.1  ,      46
24536.5  ,      40
24560.8  ,      44
24585.2  ,      46
24609.6  ,      49
24633.9  ,      57
24658.3  ,      31
24682.7  ,      49
24707.0  ,      42
24731.4  ,      39
24755.8  ,      41
24780.2  ,      36
24804.5  ,      35
24828.9  ,      42
24853.3  ,      37
24877.6  ,      56
24902.0  ,      60
24926.4  ,      41
24950.7  ,      46
24975.1  ,      52
24999.5  ,      64
25023.8  ,      53
25048.2  ,      56
25072.6  ,      60
25096.9  ,      69
25121.3  ,      54
25145.7  ,      64
25170.0  ,      70
25194.4  ,      61
25218.8  ,      66
25243.1  ,      64
25267.5  ,      52
25291.9  ,      63
25316.2  ,      65
25340.6  ,      58
25365.0  ,      51
25389.3  ,      61
25413.7  ,  154423
