"Target: BonanzaKing2_RP_raster1_DRT, Contains DAT files: APB_461583138ESC07220401378_______M2.DAT"
20125.7  ,      23
20150.1  ,      26
20174.5  ,      33
20198.9  ,      39
20223.3  ,      20
20247.7  ,      15
20272.1  ,      27
20296.5  ,      27
20320.9  ,      25
20345.3  ,      26
20369.7  ,      27
20394.1  ,      21
20418.5  ,      20
20442.9  ,      22
20467.3  ,      26
20491.7  ,      21
20516.1  ,      13
20540.5  ,      15
20564.9  ,      15
20589.3  ,      15
20613.6  ,      17
20638.0  ,      14
20662.4  ,      13
20686.8  ,      14
20711.2  ,      12
20735.6  ,      18
20760.0  ,      13
20784.4  ,      16
20808.8  ,      10
20833.2  ,       8
20857.6  ,      18
20882.0  ,      11
20906.4  ,       9
20930.8  ,      11
20955.2  ,       8
20979.6  ,      11
21004.0  ,      14
21028.4  ,      16
21052.8  ,       9
21077.2  ,       3
21101.6  ,      12
21125.9  ,       8
21150.3  ,       4
21174.7  ,      15
21199.1  ,       6
21223.5  ,      10
21247.9  ,      19
21272.3  ,      21
21296.7  ,      18
21321.1  ,      21
21345.5  ,      17
21369.9  ,      17
21394.3  ,      25
21418.7  ,      24
21443.1  ,      29
21467.5  ,      27
21491.9  ,      32
21516.3  ,      17
21540.7  ,      13
21565.1  ,      13
21589.5  ,      12
21613.9  ,      12
21638.2  ,      14
21662.6  ,       6
21687.0  ,      10
21711.4  ,       4
21735.8  ,       8
21760.2  ,       3
21784.6  ,       4
21809.0  ,       5
21833.4  ,       6
21857.8  ,       1
21882.2  ,       5
21906.6  ,       2
21931.0  ,       6
21955.4  ,       8
21979.8  ,       4
22004.2  ,       8
22028.6  ,       2
22053.0  ,       7
22077.4  ,       2
22101.8  ,       6
22126.2  ,       6
22150.5  ,      11
22174.9  ,       9
22199.3  ,      12
22223.7  ,       6
22248.1  ,       7
22272.5  ,       8
22296.9  ,       8
22321.3  ,       7
22345.7  ,       8
22370.1  ,       7
22394.5  ,       3
22418.9  ,       5
22443.3  ,       1
22467.7  ,       3
22492.1  ,      10
22516.5  ,       5
22540.9  ,       3
22565.3  ,       4
22589.7  ,       5
22614.1  ,       4
22638.5  ,       2
22662.8  ,       4
22687.2  ,       0
22711.6  ,       2
22736.0  ,       2
22760.4  ,       2
22784.8  ,       5
22809.2  ,       1
22833.6  ,       6
22858.0  ,       6
22882.4  ,       0
22906.8  ,       4
22931.2  ,       6
22955.6  ,       4
22980.0  ,       2
23004.4  ,       2
23028.8  ,       3
23053.2  ,       6
23077.6  ,       2
23102.0  ,       2
23126.4  ,       1
23150.8  ,       4
23175.1  ,       5
23199.5  ,       4
23223.9  ,       1
23248.3  ,       4
23272.7  ,       1
23297.1  ,       6
23321.5  ,       8
23345.9  ,       1
23370.3  ,       5
23394.7  ,       5
23419.1  ,       2
23443.5  ,       3
23467.9  ,       3
23492.3  ,       2
23516.7  ,       2
23541.1  ,       0
23565.5  ,       2
23589.9  ,       4
23614.3  ,       1
23638.7  ,       1
23663.0  ,       3
23687.4  ,       4
23711.8  ,       3
23736.2  ,       2
23760.6  ,       2
23785.0  ,       2
23809.4  ,       3
23833.8  ,       4
23858.2  ,       4
23882.6  ,       2
23907.0  ,       5
23931.4  ,       3
23955.8  ,       1
23980.2  ,       8
24004.6  ,       3
24029.0  ,       3
24053.4  ,       3
24077.8  ,       4
24102.2  ,       5
24126.6  ,       3
24151.0  ,       3
24175.3  ,       0
24199.7  ,       4
24224.1  ,       3
24248.5  ,       3
24272.9  ,       5
24297.3  ,       1
24321.7  ,       4
24346.1  ,       1
24370.5  ,       4
24394.9  ,       2
24419.3  ,       2
24443.7  ,       6
24468.1  ,       5
24492.5  ,       3
24516.9  ,       1
24541.3  ,       3
24565.7  ,       3
24590.1  ,       4
24614.5  ,       0
24638.9  ,       3
24663.3  ,       4
24687.6  ,       8
24712.0  ,       1
24736.4  ,       4
24760.8  ,       1
24785.2  ,       2
24809.6  ,       6
24834.0  ,       2
24858.4  ,       1
24882.8  ,       1
24907.2  ,       7
24931.6  ,       5
24956.0  ,       2
24980.4  ,       5
25004.8  ,       3
25029.2  ,       2
25053.6  ,       3
25078.0  ,       8
25102.4  ,       2
25126.8  ,       7
25151.2  ,       5
25175.6  ,       2
25199.9  ,       4
25224.3  ,       1
25248.7  ,       4
25273.1  ,       7
25297.5  ,       2
25321.9  ,       3
25346.3  ,       2
25370.7  ,       1
25395.1  ,       4
25419.5  ,       1
25443.9  ,    7973
