"  JakeMatijevic2 , contact"
 2837.9  ,      64
 2862.3  ,      50
 2886.8  ,      55
 2911.2  ,      51
 2935.7  ,      38
 2960.1  ,      44
 2984.6  ,      41
 3009.0  ,      37
 3033.5  ,      38
 3057.9  ,      42
 3082.4  ,      49
 3106.9  ,      56
 3131.3  ,      72
 3155.8  ,      97
 3180.2  ,     130
 3204.7  ,     166
 3229.1  ,     207
 3253.6  ,     253
 3278.0  ,     314
 3302.5  ,     314
 3326.9  ,     348
 3351.4  ,     275
 3375.8  ,     268
 3400.3  ,     190
 3424.7  ,     134
 3449.2  ,     139
 3473.6  ,     132
 3498.1  ,     153
 3522.5  ,     195
 3547.0  ,     288
 3571.4  ,     373
 3595.9  ,     473
 3620.3  ,     588
 3644.8  ,     658
 3669.2  ,     696
 3693.7  ,     730
 3718.1  ,     661
 3742.6  ,     537
 3767.0  ,     405
 3791.5  ,     305
 3815.9  ,     236
 3840.4  ,     161
 3864.8  ,     106
 3889.3  ,      89
 3913.7  ,      86
 3938.2  ,      90
 3962.7  ,      94
 3987.1  ,      97
 4011.6  ,     110
 4036.0  ,      98
 4060.5  ,      89
 4084.9  ,      92
 4109.4  ,      68
 4133.8  ,      51
 4158.3  ,      50
 4182.7  ,      28
 4207.2  ,      25
 4231.6  ,      18
 4256.1  ,      24
 4280.5  ,      22
 4305.0  ,      20
 4329.4  ,      24
 4353.9  ,      23
 4378.3  ,      41
 4402.8  ,      46
 4427.2  ,      65
 4451.7  ,      84
 4476.1  ,      84
 4500.6  ,      93
 4525.0  ,      73
 4549.5  ,      69
 4573.9  ,      55
 4598.4  ,      51
 4622.8  ,      53
 4647.3  ,      43
 4671.7  ,      42
 4696.2  ,      28
 4720.6  ,      32
 4745.1  ,      29
 4769.5  ,      22
 4794.0  ,      28
 4818.5  ,      21
 4842.9  ,      20
 4867.4  ,      30
 4891.8  ,      22
 4916.3  ,      27
 4940.7  ,      28
 4965.2  ,      27
 4989.6  ,      23
 5014.1  ,      30
 5038.5  ,      22
 5063.0  ,      15
 5087.4  ,      25
 5111.9  ,      15
 5136.3  ,      24
 5160.8  ,      18
 5185.2  ,      27
 5209.7  ,      17
 5234.1  ,      21
 5258.6  ,      16
 5283.0  ,      17
 5307.5  ,      28
 5331.9  ,      33
 5356.4  ,      29
 5380.8  ,      35
 5405.3  ,      33
 5429.7  ,      38
 5454.2  ,      33
 5478.6  ,      26
 5503.1  ,      30
 5527.5  ,      28
 5552.0  ,      24
 5576.4  ,      20
 5600.9  ,      32
 5625.3  ,      24
 5649.8  ,      27
 5674.2  ,      25
 5698.7  ,      31
 5723.2  ,      35
 5747.6  ,      35
 5772.1  ,      52
 5796.5  ,      60
 5821.0  ,      46
 5845.4  ,      72
 5869.9  ,      66
 5894.3  ,      57
 5918.8  ,      75
 5943.2  ,      72
 5967.7  ,      62
 5992.1  ,      71
 6016.6  ,      56
 6041.0  ,      60
 6065.5  ,      65
 6089.9  ,      72
 6114.4  ,      92
 6138.8  ,     135
 6163.3  ,     202
 6187.7  ,     386
 6212.2  ,     528
 6236.6  ,     804
 6261.1  ,    1111
 6285.5  ,    1603
 6310.0  ,    2060
 6334.4  ,    2473
 6358.9  ,    2705
 6383.3  ,    2821
 6407.8  ,    2778
 6432.2  ,    2512
 6456.7  ,    2016
 6481.1  ,    1500
 6505.6  ,    1171
 6530.0  ,     807
 6554.5  ,     473
 6579.0  ,     301
 6603.4  ,     171
 6627.9  ,      89
 6652.3  ,      60
 6676.8  ,      39
 6701.2  ,      31
 6725.7  ,      31
 6750.1  ,      31
 6774.6  ,      43
 6799.0  ,      41
 6823.5  ,      71
 6847.9  ,      70
 6872.4  ,     122
 6896.8  ,     178
 6921.3  ,     206
 6945.7  ,     312
 6970.2  ,     389
 6994.6  ,     415
 7019.1  ,     405
 7043.5  ,     444
 7068.0  ,     427
 7092.4  ,     358
 7116.9  ,     327
 7141.3  ,     245
 7165.8  ,     199
 7190.2  ,     131
 7214.7  ,      95
 7239.1  ,      48
 7263.6  ,      28
 7288.0  ,      21
 7312.5  ,      10
 7336.9  ,       7
 7361.4  ,       7
 7385.8  ,      11
 7410.3  ,      10
 7434.8  ,       6
 7459.2  ,      12
 7483.7  ,      11
 7508.1  ,       4
 7532.6  ,      14
 7557.0  ,      11
 7581.5  ,       8
 7605.9  ,      10
 7630.4  ,      14
 7654.8  ,      13
 7679.3  ,       8
 7703.7  ,       8
 7728.2  ,      11
 7752.6  ,      14
 7777.1  ,       6
 7801.5  ,      16
 7826.0  ,      15
 7850.4  ,       5
 7874.9  ,       8
 7899.3  ,      17
 7923.8  ,      11
 7948.2  ,      20
 7972.7  ,       9
 7997.1  ,      17
 8021.6  ,      10
 8046.0  ,      12
 8070.5  ,      14
 8094.9  ,      14
 8119.4  ,      14
 8143.8  ,       7
 8168.3  ,       9
 8192.7  ,      12
 8217.2  ,      16
 8241.6  ,      11
 8266.1  ,      11
 8290.6  ,       6
 8315.0  ,       4
 8339.5  ,       7
 8363.9  ,      10
 8388.4  ,      12
 8412.8  ,      18
 8437.3  ,      18
 8461.7  ,      11
 8486.2  ,      25
 8510.6  ,      29
 8535.1  ,      27
 8559.5  ,      29
 8584.0  ,      37
 8608.4  ,      37
 8632.9  ,      42
 8657.3  ,      38
 8681.8  ,      24
 8706.2  ,      36
 8730.7  ,      21
 8755.1  ,      23
 8779.6  ,       8
 8804.0  ,      17
 8828.5  ,       8
 8852.9  ,      10
 8877.4  ,       8
 8901.8  ,       7
 8926.3  ,      10
 8950.7  ,      15
 8975.2  ,       5
 8999.6  ,       8
 9024.1  ,       8
 9048.5  ,       4
 9073.0  ,       7
 9097.4  ,      16
 9121.9  ,      12
 9146.4  ,       8
 9170.8  ,       7
 9195.3  ,       6
 9219.7  ,      11
 9244.2  ,      16
 9268.6  ,      15
 9293.1  ,      18
 9317.5  ,      11
 9342.0  ,      12
 9366.4  ,      12
 9390.9  ,      14
 9415.3  ,      10
 9439.8  ,      12
 9464.2  ,      12
 9488.7  ,      13
 9513.1  ,      10
 9537.6  ,      13
 9562.0  ,      11
 9586.5  ,      13
 9610.9  ,      19
 9635.4  ,       5
 9659.8  ,      12
 9684.3  ,      13
 9708.7  ,       8
 9733.2  ,      11
 9757.6  ,      12
 9782.1  ,       8
 9806.5  ,      11
 9831.0  ,       6
 9855.4  ,       9
 9879.9  ,       4
 9904.3  ,       6
 9928.8  ,      13
 9953.2  ,       9
 9977.7  ,       9
10002.2  ,       5
10026.6  ,       8
10051.1  ,       4
10075.5  ,       9
10100.0  ,      12
10124.4  ,       9
10148.9  ,       3
10173.3  ,      15
10197.8  ,      10
10222.2  ,       4
10246.7  ,      10
10271.1  ,      12
10295.6  ,      16
10320.0  ,       9
10344.5  ,      11
10368.9  ,      13
10393.4  ,       6
10417.8  ,       9
10442.3  ,       5
10466.7  ,       5
10491.2  ,       8
10515.6  ,       8
10540.1  ,       9
10564.5  ,      16
10589.0  ,       4
10613.4  ,       9
10637.9  ,       7
10662.3  ,      12
10686.8  ,      13
10711.2  ,      14
10735.7  ,       8
10760.1  ,       5
10784.6  ,       7
10809.0  ,       7
10833.5  ,       7
10858.0  ,       6
10882.4  ,      12
10906.9  ,       8
10931.3  ,      11
10955.8  ,       9
10980.2  ,       5
11004.7  ,       9
11029.1  ,      10
11053.6  ,       6
11078.0  ,      14
11102.5  ,      15
11126.9  ,       7
11151.4  ,      15
11175.8  ,       8
11200.3  ,      16
11224.7  ,      10
11249.2  ,       7
11273.6  ,       9
11298.1  ,      14
11322.5  ,       7
11347.0  ,      18
11371.4  ,      13
11395.9  ,      14
11420.3  ,      15
11444.8  ,      10
11469.2  ,      25
11493.7  ,      14
11518.1  ,      16
11542.6  ,      16
11567.0  ,      21
11591.5  ,      26
11615.9  ,      19
11640.4  ,      15
11664.8  ,      18
11689.3  ,      17
11713.8  ,      24
11738.2  ,      34
11762.7  ,      22
11787.1  ,      30
11811.6  ,      34
11836.0  ,      28
11860.5  ,      33
11884.9  ,      28
11909.4  ,      38
11933.8  ,      30
11958.3  ,      38
11982.7  ,      33
12007.2  ,      30
12031.6  ,      19
12056.1  ,      36
12080.5  ,      36
12105.0  ,      27
12129.4  ,      26
12153.9  ,      39
12178.3  ,      24
12202.8  ,      25
12227.2  ,      24
12251.7  ,      22
12276.1  ,      11
12300.6  ,      17
12325.0  ,      20
12349.5  ,      23
12373.9  ,      20
12398.4  ,      13
12422.8  ,      17
12447.3  ,      14
12471.7  ,      17
12496.2  ,      17
12520.6  ,      24
12545.1  ,       9
12569.5  ,      21
12594.0  ,      22
12618.5  ,      25
12642.9  ,      19
12667.4  ,      15
12691.8  ,      23
12716.3  ,      20
12740.7  ,      28
12765.2  ,      33
12789.6  ,      39
12814.1  ,      13
12838.5  ,      26
12863.0  ,      22
12887.4  ,      42
12911.9  ,      28
12936.3  ,      31
12960.8  ,      30
12985.2  ,      40
13009.7  ,      36
13034.1  ,      52
13058.6  ,      57
13083.0  ,      48
13107.5  ,      55
13131.9  ,      55
13156.4  ,      62
13180.8  ,      71
13205.3  ,      87
13229.7  ,      92
13254.2  ,     104
13278.6  ,     121
13303.1  ,     111
13327.5  ,     120
13352.0  ,     149
13376.4  ,     158
13400.9  ,     174
13425.3  ,     156
13449.8  ,     176
13474.3  ,     187
13498.7  ,     166
13523.2  ,     176
13547.6  ,     194
13572.1  ,     158
13596.5  ,     186
13621.0  ,     173
13645.4  ,     158
13669.9  ,     145
13694.3  ,     143
13718.8  ,     132
13743.2  ,     118
13767.7  ,     124
13792.1  ,     111
13816.6  ,      92
13841.0  ,      61
13865.5  ,      72
13889.9  ,      68
13914.4  ,      74
13938.8  ,      79
13963.3  ,      79
13987.7  ,      78
14012.2  ,      75
14036.6  ,      97
14061.1  ,     104
14085.5  ,     109
14110.0  ,     150
14134.4  ,     168
14158.9  ,     183
14183.3  ,     207
14207.8  ,     202
14232.2  ,     233
14256.7  ,     247
14281.1  ,     218
14305.6  ,     227
14330.1  ,     193
14354.5  ,     173
14379.0  ,     157
14403.4  ,     110
14427.9  ,     113
14452.3  ,      62
14476.8  ,      47
14501.2  ,      42
14525.7  ,      32
14550.1  ,      21
14574.6  ,      16
14599.0  ,      12
14623.5  ,      21
14647.9  ,      10
14672.4  ,      18
14696.8  ,      13
14721.3  ,      11
14745.7  ,      20
14770.2  ,      17
14794.6  ,      19
14819.1  ,      17
14843.5  ,      14
14868.0  ,      28
14892.4  ,      16
14916.9  ,      14
14941.3  ,      15
14965.8  ,      19
14990.2  ,      15
15014.7  ,      23
15039.1  ,      21
15063.6  ,      18
15088.0  ,      30
15112.5  ,      17
15136.9  ,      20
15161.4  ,      18
15185.9  ,      21
15210.3  ,      20
15234.8  ,      19
15259.2  ,      18
15283.7  ,      23
15308.1  ,      32
15332.6  ,      20
15357.0  ,      32
15381.5  ,      22
15405.9  ,      30
15430.4  ,      39
15454.8  ,      43
15479.3  ,      53
15503.7  ,      68
15528.2  ,      68
15552.6  ,      89
15577.1  ,     108
15601.5  ,     112
15626.0  ,     149
15650.4  ,     159
15674.9  ,     195
15699.3  ,     196
15723.8  ,     187
15748.2  ,     244
15772.7  ,     224
15797.1  ,     199
15821.6  ,     206
15846.0  ,     179
15870.5  ,     163
15894.9  ,     126
15919.4  ,     100
15943.8  ,      93
15968.3  ,      92
15992.7  ,      88
16017.2  ,      80
16041.7  ,      80
16066.1  ,      69
16090.6  ,      78
16115.0  ,      83
16139.5  ,      57
16163.9  ,      82
16188.4  ,      92
16212.8  ,      77
16237.3  ,      90
16261.7  ,      80
16286.2  ,      89
16310.6  ,     104
16335.1  ,      78
16359.5  ,      94
16384.0  ,      91
16408.4  ,      92
16432.9  ,      81
16457.3  ,      81
16481.8  ,      85
16506.2  ,      90
16530.7  ,      84
16555.1  ,      85
16579.6  ,      90
16604.0  ,      96
16628.5  ,      88
16652.9  ,      79
16677.4  ,      88
16701.8  ,     102
16726.3  ,     127
16750.7  ,     117
16775.2  ,     113
16799.6  ,     141
16824.1  ,     131
16848.5  ,     140
16873.0  ,     143
16897.5  ,     163
16921.9  ,     201
16946.4  ,     179
16970.8  ,     181
16995.3  ,     213
17019.7  ,     213
17044.2  ,     232
17068.6  ,     226
17093.1  ,     235
17117.5  ,     235
17142.0  ,     225
17166.4  ,     238
17190.9  ,     221
17215.3  ,     246
17239.8  ,     208
17264.2  ,     216
17288.7  ,     208
17313.1  ,     184
17337.6  ,     203
17362.0  ,     155
17386.5  ,     140
17410.9  ,     123
17435.4  ,     167
17459.8  ,     116
17484.3  ,     118
17508.7  ,     105
17533.2  ,     117
17557.6  ,     105
17582.1  ,      94
17606.5  ,      88
17631.0  ,     100
17655.4  ,      98
17679.9  ,      85
17704.3  ,      75
17728.8  ,      73
17753.3  ,      66
17777.7  ,      52
17802.2  ,      50
17826.6  ,      58
17851.1  ,      46
17875.5  ,      29
17900.0  ,      41
17924.4  ,      53
17948.9  ,      43
17973.3  ,      49
17997.8  ,      39
18022.2  ,      48
18046.7  ,      41
18071.1  ,      56
18095.6  ,      46
18120.0  ,      77
18144.5  ,      95
18168.9  ,     108
18193.4  ,     123
18217.8  ,     134
18242.3  ,     166
18266.7  ,     156
18291.2  ,     180
18315.6  ,     159
18340.1  ,     153
18364.5  ,     136
18389.0  ,     143
18413.4  ,     119
18437.9  ,     102
18462.3  ,      78
18486.8  ,      57
18511.2  ,      43
18535.7  ,      36
18560.1  ,      28
18584.6  ,      17
18609.0  ,      29
18633.5  ,      18
18658.0  ,      12
18682.4  ,      15
18706.9  ,      11
18731.3  ,      15
18755.8  ,      10
18780.2  ,      10
18804.7  ,      14
18829.1  ,       9
18853.6  ,      11
18878.0  ,       9
18902.5  ,      14
18926.9  ,      11
18951.4  ,      17
18975.8  ,      11
19000.3  ,       8
19024.7  ,      16
19049.2  ,      15
19073.6  ,      12
19098.1  ,      22
19122.5  ,      19
19147.0  ,      15
19171.4  ,      17
19195.9  ,      29
19220.3  ,      17
19244.8  ,      26
19269.2  ,      24
19293.7  ,      25
19318.1  ,      42
19342.6  ,      28
19367.0  ,      29
19391.5  ,      31
19415.9  ,      17
19440.4  ,      24
19464.8  ,      36
19489.3  ,      35
19513.8  ,      23
19538.2  ,      39
19562.7  ,      48
19587.1  ,      36
19611.6  ,      54
19636.0  ,      39
19660.5  ,      38
19684.9  ,      57
19709.4  ,      60
19733.8  ,      57
19758.3  ,      52
19782.7  ,      40
19807.2  ,      57
19831.6  ,      64
19856.1  ,      62
19880.5  ,      55
19905.0  ,      55
19929.4  ,      70
19953.9  ,      65
19978.3  ,      60
20002.8  ,      41
20027.2  ,      36
20051.7  ,      54
20076.1  ,      48
20100.6  ,      42
20125.0  ,      40
20149.5  ,      36
20173.9  ,      42
20198.4  ,      28
20222.8  ,      43
20247.3  ,      42
20271.7  ,      32
20296.2  ,      39
20320.6  ,      36
20345.1  ,      39
20369.6  ,      35
20394.0  ,      32
20418.5  ,      35
20442.9  ,      29
20467.4  ,      28
20491.8  ,      26
20516.3  ,      20
20540.7  ,      24
20565.2  ,      27
20589.6  ,      19
20614.1  ,      31
20638.5  ,      23
20663.0  ,      26
20687.4  ,      19
20711.9  ,      17
20736.3  ,      23
20760.8  ,      17
20785.2  ,      21
20809.7  ,      16
20834.1  ,      13
20858.6  ,      15
20883.0  ,      18
20907.5  ,      10
20931.9  ,      16
20956.4  ,      10
20980.8  ,      11
21005.3  ,      12
21029.7  ,      10
21054.2  ,      13
21078.6  ,      14
21103.1  ,      11
21127.5  ,       8
21152.0  ,      17
21176.4  ,      11
21200.9  ,      14
21225.4  ,      17
21249.8  ,      20
21274.3  ,      15
21298.7  ,      32
21323.2  ,      31
21347.6  ,      32
21372.1  ,      31
21396.5  ,      25
21421.0  ,      33
21445.4  ,      32
21469.9  ,      33
21494.3  ,      26
21518.8  ,      38
21543.2  ,      21
21567.7  ,      19
21592.1  ,      21
21616.6  ,       8
21641.0  ,      12
21665.5  ,      10
21689.9  ,       5
21714.4  ,       8
21738.8  ,       3
21763.3  ,       3
21787.7  ,       3
21812.2  ,       6
21836.6  ,       6
21861.1  ,       6
21885.5  ,      10
21910.0  ,       4
21934.4  ,       2
21958.9  ,       7
21983.3  ,      10
22007.8  ,       7
22032.2  ,       7
22056.7  ,       4
22081.2  ,       6
22105.6  ,       5
22130.1  ,      10
22154.5  ,      10
22179.0  ,       9
22203.4  ,       9
22227.9  ,      12
22252.3  ,       9
22276.8  ,       8
22301.2  ,      13
22325.7  ,       4
22350.1  ,       5
22374.6  ,       4
22399.0  ,       4
22423.5  ,       1
22447.9  ,       5
22472.4  ,       5
22496.8  ,       7
22521.3  ,       3
22545.7  ,       2
22570.2  ,       3
22594.6  ,       1
22619.1  ,       2
22643.5  ,       3
22668.0  ,       2
22692.4  ,       2
22716.9  ,       3
22741.3  ,       1
22765.8  ,       6
22790.2  ,       6
22814.7  ,       2
22839.1  ,       3
22863.6  ,       5
22888.0  ,       6
22912.5  ,       1
22937.0  ,       4
22961.4  ,       2
22985.9  ,       2
23010.3  ,       5
23034.8  ,       4
23059.2  ,       4
23083.7  ,       6
23108.1  ,      11
23132.6  ,       4
23157.0  ,       3
23181.5  ,       5
23205.9  ,       2
23230.4  ,       3
23254.8  ,       3
23279.3  ,       5
23303.7  ,       4
23328.2  ,       4
23352.6  ,       4
23377.1  ,       1
23401.5  ,       3
23426.0  ,       4
23450.4  ,       3
23474.9  ,       3
23499.3  ,       2
23523.8  ,       3
23548.2  ,       6
23572.7  ,       2
23597.1  ,       5
23621.6  ,       2
23646.0  ,       3
23670.5  ,       4
23694.9  ,       3
23719.4  ,       5
23743.8  ,       2
23768.3  ,       1
23792.8  ,       4
23817.2  ,       2
23841.7  ,       4
23866.1  ,       5
23890.6  ,       1
23915.0  ,       3
23939.5  ,       5
23963.9  ,       4
23988.4  ,       2
24012.8  ,       3
24037.3  ,       4
24061.7  ,       1
24086.2  ,       3
24110.6  ,       4
24135.1  ,       6
24159.5  ,       4
24184.0  ,       3
24208.4  ,       3
24232.9  ,       2
24257.3  ,       6
24281.8  ,       2
24306.2  ,       5
24330.7  ,       6
24355.1  ,       5
24379.6  ,       3
24404.0  ,       5
24428.5  ,       2
24452.9  ,       2
24477.4  ,       4
24501.8  ,       7
24526.3  ,       3
24550.7  ,       4
24575.2  ,       1
24599.6  ,       3
24624.1  ,       6
24648.6  ,       3
24673.0  ,       1
24697.5  ,       3
24721.9  ,       7
24746.4  ,       5
24770.8  ,       5
24795.3  ,       1
24819.7  ,       5
24844.2  ,       4
24868.6  ,       3
24893.1  ,       4
24917.5  ,       3
24942.0  ,       1
24966.4  ,       5
24990.9  ,       5
25015.3  ,       2
25039.8  ,       4
25064.2  ,       6
25088.7  ,       4
25113.1  ,       5
25137.6  ,       3
25162.0  ,       1
25186.5  ,       3
25210.9  ,       3
25235.4  ,       4
25259.8  ,       3
25284.3  ,       8
25308.7  ,       4
25333.2  ,       4
25357.6  ,       6
25382.1  ,       3
25406.5  ,       8
25431.0  ,       5
25455.4  ,       2
25479.9  ,       4
25504.3  ,    9929
