"Target: Mescal_DRT_raster2, Contains DAT files: APB_470342240ESC08210441828_______M1.DAT"
14383.0  ,    2722
14407.4  ,    1962
14431.8  ,    1369
14456.3  ,     867
14480.7  ,     664
14505.1  ,     422
14529.5  ,     372
14554.0  ,     293
14578.4  ,     283
14602.8  ,     279
14627.2  ,     272
14651.7  ,     291
14676.1  ,     297
14700.5  ,     317
14724.9  ,     314
14749.4  ,     306
14773.8  ,     368
14798.2  ,     378
14822.6  ,     358
14847.1  ,     408
14871.5  ,     427
14895.9  ,     462
14920.3  ,     438
14944.8  ,     437
14969.2  ,     425
14993.6  ,     444
15018.0  ,     432
15042.5  ,     417
15066.9  ,     431
15091.3  ,     408
15115.7  ,     437
15140.2  ,     377
15164.6  ,     454
15189.0  ,     435
15213.4  ,     444
15237.9  ,     479
15262.3  ,     491
15286.7  ,     522
15311.1  ,     505
15335.6  ,     556
15360.0  ,     559
15384.4  ,     643
15408.8  ,     635
15433.3  ,     689
15457.7  ,     728
15482.1  ,     868
15506.5  ,    1044
15531.0  ,    1283
15555.4  ,    1518
15579.8  ,    1933
15604.3  ,    2509
15628.7  ,    3079
15653.1  ,    3757
15677.5  ,    4354
15702.0  ,    4929
15726.4  ,    5300
15750.8  ,    5243
15775.2  ,    5053
15799.7  ,    4716
15824.1  ,    4124
15848.5  ,    3631
15872.9  ,    2895
15897.4  ,    2388
15921.8  ,    1876
15946.2  ,    1559
15970.6  ,    1389
15995.1  ,    1284
16019.5  ,    1299
16043.9  ,    1314
16068.3  ,    1373
16092.8  ,    1417
16117.2  ,    1384
16141.6  ,    1515
16166.0  ,    1500
16190.5  ,    1647
16214.9  ,    1644
16239.3  ,    1637
16263.7  ,    1665
16288.2  ,    1736
16312.6  ,    1692
16337.0  ,    1700
16361.4  ,    1703
16385.9  ,    1720
16410.3  ,    1688
16434.7  ,    1669
16459.1  ,    1651
16483.6  ,    1655
16508.0  ,    1645
16532.4  ,    1610
16556.8  ,    1667
16581.3  ,    1656
16605.7  ,    1674
16630.1  ,    1706
16654.5  ,    1760
16679.0  ,    1912
16703.4  ,    2010
16727.8  ,    2085
16752.2  ,    2226
16776.7  ,    2279
16801.1  ,    2493
16825.5  ,    2677
16849.9  ,    2851
16874.4  ,    3096
16898.8  ,    3328
16923.2  ,    3460
16947.6  ,    3527
16972.1  ,    3860
16996.5  ,    4040
17020.9  ,    4087
17045.3  ,    4338
17069.8  ,    4376
17094.2  ,    4470
17118.6  ,    4617
17143.0  ,    4753
17167.5  ,    4816
17191.9  ,    4848
17216.3  ,    4866
17240.7  ,    4821
17265.2  ,    4627
17289.6  ,    4437
17314.0  ,    3964
17338.4  ,    3803
17362.9  ,    3411
17387.3  ,    3021
17411.7  ,    2659
17436.1  ,    2587
17460.6  ,    2374
17485.0  ,    2172
17509.4  ,    2121
17533.8  ,    1911
17558.3  ,    2026
17582.7  ,    1897
17607.1  ,    2009
17631.5  ,    1896
17656.0  ,    1848
17680.4  ,    1783
17704.8  ,    1799
17729.2  ,    1544
17753.7  ,    1416
17778.1  ,    1237
17802.5  ,    1104
17826.9  ,    1051
17851.4  ,     983
17875.8  ,     884
17900.2  ,     885
17924.6  ,     841
17949.1  ,     855
17973.5  ,     822
17997.9  ,     865
18022.3  ,     856
18046.8  ,     918
18071.2  ,     950
18095.6  ,    1240
18120.0  ,    1428
18144.5  ,    1785
18168.9  ,    2121
18193.3  ,    2757
18217.7  ,    3273
18242.2  ,    3704
18266.6  ,    3994
18291.0  ,    4233
18315.4  ,    4076
18339.9  ,    3837
18364.3  ,    3474
18388.7  ,    2853
18413.1  ,    2206
18437.6  ,    1704
18462.0  ,    1231
18486.4  ,     830
18510.8  ,     624
18535.3  ,     443
18559.7  ,     380
18584.1  ,     292
18608.5  ,     252
18633.0  ,     248
18657.4  ,     258
18681.8  ,     255
18706.2  ,     242
18730.7  ,     222
18755.1  ,     250
18779.5  ,     233
18803.9  ,     255
18828.4  ,     250
18852.8  ,     229
18877.2  ,     252
18901.6  ,     241
18926.1  ,     258
18950.5  ,     280
18974.9  ,     250
18999.3  ,     318
19023.8  ,     277
19048.2  ,     309
19072.6  ,     316
19097.0  ,     339
19121.5  ,     316
19145.9  ,     317
19170.3  ,     364
19194.7  ,     360
19219.2  ,     394
19243.6  ,     406
19268.0  ,     457
19292.4  ,     445
19316.9  ,     459
19341.3  ,     490
19365.7  ,     493
19390.1  ,     478
19414.6  ,     575
19439.0  ,     590
19463.4  ,     619
19487.8  ,     668
19512.3  ,     692
19536.7  ,     777
19561.1  ,     762
19585.5  ,     793
19610.0  ,     871
19634.4  ,     919
19658.8  ,     951
19683.2  ,     964
19707.7  ,     989
19732.1  ,    1087
19756.5  ,    1062
19780.9  ,    1060
19805.4  ,    1119
19829.8  ,    1086
19854.2  ,    1094
19878.6  ,    1105
19903.1  ,    1037
19927.5  ,    1054
19951.9  ,    1015
19976.3  ,    1023
20000.8  ,     991
20025.2  ,     986
20049.6  ,     864
20074.0  ,     898
20098.5  ,     924
20122.9  ,     823
20147.3  ,     791
20171.7  ,     768
20196.2  ,     718
20220.6  ,     740
20245.0  ,     678
20269.4  ,     639
20293.9  ,     633
20318.3  ,     616
20342.7  ,     617
20367.1  ,     598
20391.6  ,     573
20416.0  ,     595
20440.4  ,     534
20464.8  ,     542
20489.3  ,     491
20513.7  ,     493
20538.1  ,     500
20562.5  ,     466
20587.0  ,     465
20611.4  ,     477
20635.8  ,     420
20660.3  ,     422
20684.7  ,     436
20709.1  ,     398
20733.5  ,     364
20758.0  ,     369
20782.4  ,     338
20806.8  ,     370
20831.2  ,     325
20855.7  ,     279
20880.1  ,     262
20904.5  ,     267
20928.9  ,     223
20953.4  ,     225
20977.8  ,     216
21002.2  ,     220
21026.6  ,     190
21051.1  ,     202
21075.5  ,     207
21099.9  ,     217
21124.3  ,     192
21148.8  ,     206
21173.2  ,     257
21197.6  ,     234
21222.0  ,     310
21246.5  ,     352
21270.9  ,     439
21295.3  ,     463
21319.7  ,     572
21344.2  ,     641
21368.6  ,     767
21393.0  ,     785
21417.4  ,     897
21441.9  ,     868
21466.3  ,     763
21490.7  ,     758
21515.1  ,     651
21539.6  ,     525
21564.0  ,     428
21588.4  ,     362
21612.8  ,     257
21637.3  ,     219
21661.7  ,     163
21686.1  ,     154
21710.5  ,     127
21735.0  ,     117
21759.4  ,     116
21783.8  ,     116
21808.2  ,     126
21832.7  ,     124
21857.1  ,     123
21881.5  ,     116
21905.9  ,     120
21930.4  ,     110
21954.8  ,     127
21979.2  ,     141
22003.6  ,     134
22028.1  ,     181
22052.5  ,     189
22076.9  ,     186
22101.3  ,     218
22125.8  ,     225
22150.2  ,     227
22174.6  ,     217
22199.0  ,     237
22223.5  ,     201
22247.9  ,     217
22272.3  ,     170
22296.7  ,     166
22321.2  ,     138
22345.6  ,     106
22370.0  ,      90
22394.4  ,      91
22418.9  ,      83
22443.3  ,      84
22467.7  ,      71
22492.1  ,      92
22516.6  ,      81
22541.0  ,      86
22565.4  ,      92
22589.8  ,      93
22614.3  ,      84
22638.7  ,      77
22663.1  ,      87
22687.5  ,      66
22712.0  ,      73
22736.4  ,      60
22760.8  ,      72
22785.2  ,      79
22809.7  ,      68
22834.1  ,      87
22858.5  ,      86
22882.9  ,      85
22907.4  ,      66
22931.8  ,      80
22956.2  ,      89
22980.6  ,      73
23005.1  ,      85
23029.5  ,      98
23053.9  ,      64
23078.3  ,      84
23102.8  ,      68
23127.2  ,      71
23151.6  ,      88
23176.0  ,      71
23200.5  ,      75
23224.9  ,      86
23249.3  ,      79
23273.7  ,      84
23298.2  ,      65
23322.6  ,      70
23347.0  ,      66
23371.4  ,      71
23395.9  ,      86
23420.3  ,      81
23444.7  ,      70
23469.1  ,      73
23493.6  ,      70
23518.0  ,      71
23542.4  ,      81
23566.8  ,      82
23591.3  ,      68
23615.7  ,      69
23640.1  ,      81
23664.5  ,      73
23689.0  ,      71
23713.4  ,      71
23737.8  ,      80
23762.2  ,      74
23786.7  ,      63
23811.1  ,      81
23835.5  ,      89
23859.9  ,      64
23884.4  ,      82
23908.8  ,      77
23933.2  ,      95
23957.6  ,      68
23982.1  ,      68
24006.5  ,      57
24030.9  ,      69
24055.3  ,      85
24079.8  ,      72
24104.2  ,      70
24128.6  ,      67
24153.0  ,      76
24177.5  ,      73
24201.9  ,      72
24226.3  ,      74
24250.7  ,      85
24275.2  ,      77
24299.6  ,      73
24324.0  ,      78
24348.4  ,      75
24372.9  ,      82
24397.3  ,      73
24421.7  ,      76
24446.1  ,      66
24470.6  ,      71
24495.0  ,      91
24519.4  ,      55
24543.8  ,      71
24568.3  ,      67
24592.7  ,      77
24617.1  ,      79
24641.5  ,      85
24666.0  ,      76
24690.4  ,      62
24714.8  ,      72
24739.2  ,      82
24763.7  ,      69
24788.1  ,      66
24812.5  ,      64
24836.9  ,      76
24861.4  ,      70
24885.8  ,      74
24910.2  ,      85
24934.6  ,      80
24959.1  ,      76
24983.5  ,      72
25007.9  ,      74
25032.3  ,      71
25056.8  ,      85
25081.2  ,      74
25105.6  ,      87
25130.0  ,     100
25154.5  ,      92
25178.9  ,      98
25203.3  ,      84
25227.7  ,      89
25252.2  ,     102
25276.6  ,      81
25301.0  ,      87
25325.4  ,      98
25349.9  ,     104
25374.3  ,      84
25398.7  ,     100
25423.1  ,     100
25447.6  ,      80
25472.0  ,  208470
