"Target: Barberton_raster3, Contains DAT files: APB_563089233ESC18650661994_______M1.DAT"
 7200.2  ,      45
 7224.7  ,      29
 7249.1  ,      15
 7273.6  ,       5
 7298.0  ,       8
 7322.4  ,      10
 7346.9  ,      20
 7371.3  ,      19
 7395.8  ,      23
 7420.2  ,      32
 7444.6  ,      37
 7469.1  ,      26
 7493.5  ,      30
 7518.0  ,      23
 7542.4  ,      22
 7566.8  ,      16
 7591.3  ,      10
 7615.7  ,       7
 7640.2  ,      15
 7664.6  ,       7
 7689.0  ,       5
 7713.5  ,       4
 7737.9  ,       8
 7762.4  ,      12
 7786.8  ,       9
 7811.2  ,       6
 7835.7  ,      13
 7860.1  ,      11
 7884.6  ,       3
 7909.0  ,      10
 7933.4  ,      13
 7957.9  ,       8
 7982.3  ,       7
 8006.8  ,      16
 8031.2  ,      16
 8055.6  ,       8
 8080.1  ,       8
 8104.5  ,       8
 8129.0  ,      10
 8153.4  ,       6
 8177.8  ,      10
 8202.3  ,      11
 8226.7  ,      13
 8251.2  ,      13
 8275.6  ,       8
 8300.0  ,      24
 8324.5  ,      14
 8348.9  ,       4
 8373.4  ,       5
 8397.8  ,      14
 8422.2  ,       8
 8446.7  ,      12
 8471.1  ,      13
 8495.5  ,      20
 8520.0  ,      35
 8544.4  ,      40
 8568.9  ,      56
 8593.3  ,      50
 8617.7  ,      73
 8642.2  ,      69
 8666.6  ,      55
 8691.1  ,      43
 8715.5  ,      24
 8739.9  ,      20
 8764.4  ,       7
 8788.8  ,      10
 8813.3  ,       3
 8837.7  ,       6
 8862.1  ,      11
 8886.6  ,       9
 8911.0  ,       8
 8935.5  ,      12
 8959.9  ,       7
 8984.3  ,      10
 9008.8  ,      10
 9033.2  ,      10
 9057.7  ,       4
 9082.1  ,       5
 9106.5  ,       8
 9131.0  ,       8
 9155.4  ,      11
 9179.9  ,       9
 9204.3  ,      10
 9228.7  ,      13
 9253.2  ,      10
 9277.6  ,      14
 9302.1  ,      11
 9326.5  ,       4
 9350.9  ,       9
 9375.4  ,       8
 9399.8  ,       8
 9424.3  ,       9
 9448.7  ,      14
 9473.1  ,      13
 9497.6  ,      11
 9522.0  ,      15
 9546.5  ,      16
 9570.9  ,      23
 9595.3  ,      11
 9619.8  ,      14
 9644.2  ,       9
 9668.7  ,      17
 9693.1  ,      10
 9717.5  ,      12
 9742.0  ,      12
 9766.4  ,       6
 9790.9  ,       6
 9815.3  ,      18
 9839.7  ,      15
 9864.2  ,      17
 9888.6  ,      13
 9913.1  ,      17
 9937.5  ,      17
 9961.9  ,       6
 9986.4  ,       8
10010.8  ,       4
10035.3  ,       8
10059.7  ,       9
10084.1  ,       7
10108.6  ,       8
10133.0  ,       6
10157.5  ,       5
10181.9  ,      12
10206.3  ,      10
10230.8  ,      11
10255.2  ,       6
10279.7  ,      11
10304.1  ,      11
10328.5  ,       6
10353.0  ,       9
10377.4  ,       9
10401.9  ,       7
10426.3  ,      11
10450.7  ,      14
10475.2  ,       6
10499.6  ,      10
10524.1  ,      14
10548.5  ,      11
10572.9  ,      17
10597.4  ,      11
10621.8  ,      11
10646.3  ,      11
10670.7  ,      15
10695.1  ,      11
10719.6  ,      11
10744.0  ,       8
10768.4  ,      20
10792.9  ,       6
10817.3  ,       8
10841.8  ,       8
10866.2  ,      12
10890.6  ,       6
10915.1  ,      11
10939.5  ,      11
10964.0  ,      11
10988.4  ,       9
11012.8  ,       6
11037.3  ,      11
11061.7  ,      10
11086.2  ,       7
11110.6  ,      11
11135.0  ,      11
11159.5  ,       5
11183.9  ,       8
11208.4  ,       7
11232.8  ,      12
11257.2  ,       4
11281.7  ,      10
11306.1  ,       9
11330.6  ,       7
11355.0  ,      11
11379.4  ,       9
11403.9  ,      13
11428.3  ,      15
11452.8  ,      17
11477.2  ,      13
11501.6  ,      13
11526.1  ,      15
11550.5  ,      11
11575.0  ,      14
11599.4  ,       8
11623.8  ,      13
11648.3  ,      13
11672.7  ,      11
11697.2  ,      10
11721.6  ,      12
11746.0  ,      12
11770.5  ,      14
11794.9  ,      15
11819.4  ,      18
11843.8  ,      22
11868.2  ,      28
11892.7  ,      25
11917.1  ,      23
11941.6  ,      23
11966.0  ,      23
11990.4  ,      14
12014.9  ,      13
12039.3  ,      18
12063.8  ,      18
12088.2  ,      22
12112.6  ,      27
12137.1  ,      16
12161.5  ,      15
12186.0  ,      17
12210.4  ,      12
12234.8  ,      12
12259.3  ,      14
12283.7  ,      12
12308.2  ,       9
12332.6  ,      15
12357.0  ,       8
12381.5  ,      10
12405.9  ,      14
12430.4  ,       9
12454.8  ,       9
12479.2  ,      23
12503.7  ,      11
12528.1  ,      19
12552.6  ,      15
12577.0  ,      22
12601.4  ,      16
12625.9  ,      15
12650.3  ,      15
12674.8  ,      13
12699.2  ,      20
12723.6  ,      14
12748.1  ,      16
12772.5  ,      14
12797.0  ,      24
12821.4  ,      32
12845.8  ,      19
12870.3  ,      21
12894.7  ,      20
12919.2  ,      16
12943.6  ,      25
12968.0  ,      23
12992.5  ,      30
13016.9  ,      29
13041.3  ,      37
13065.8  ,      29
13090.2  ,      40
13114.7  ,      37
13139.1  ,      44
13163.5  ,      41
13188.0  ,      57
13212.4  ,      54
13236.9  ,      59
13261.3  ,      66
13285.7  ,      62
13310.2  ,      70
13334.6  ,      76
13359.1  ,      88
13383.5  ,     108
13407.9  ,      83
13432.4  ,      99
13456.8  ,      99
13481.3  ,      85
13505.7  ,     116
13530.1  ,     114
13554.6  ,      90
13579.0  ,      81
13603.5  ,      96
13627.9  ,     100
13652.3  ,     103
13676.8  ,      94
13701.2  ,      76
13725.7  ,      72
13750.1  ,      54
13774.5  ,      57
13799.0  ,      54
13823.4  ,      59
13847.9  ,      40
13872.3  ,      36
13896.7  ,      46
13921.2  ,      39
13945.6  ,      47
13970.1  ,      31
13994.5  ,      58
14018.9  ,      53
14043.4  ,      48
14067.8  ,      70
14092.3  ,      81
14116.7  ,      80
14141.1  ,     115
14165.6  ,     107
14190.0  ,     145
14214.5  ,     170
14238.9  ,     161
14263.3  ,     152
14287.8  ,     188
14312.2  ,     171
14336.7  ,     133
14361.1  ,      99
14385.5  ,      89
14410.0  ,      65
14434.4  ,      39
14458.9  ,      30
14483.3  ,      28
14507.7  ,      20
14532.2  ,      12
14556.6  ,       6
14581.1  ,      17
14605.5  ,      12
14629.9  ,       9
14654.4  ,       6
14678.8  ,      10
14703.3  ,      17
14727.7  ,      15
14752.1  ,      12
14776.6  ,      11
14801.0  ,      14
14825.5  ,      13
14849.9  ,      28
14874.3  ,      13
14898.8  ,      18
14923.2  ,      16
14947.7  ,       9
14972.1  ,      16
14996.5  ,      20
15021.0  ,      25
15045.4  ,      16
15069.9  ,      16
15094.3  ,      24
15118.7  ,      16
15143.2  ,      16
15167.6  ,      24
15192.1  ,      19
15216.5  ,       6
15240.9  ,       9
15265.4  ,      17
15289.8  ,      22
15314.2  ,      15
15338.7  ,      21
15363.1  ,      26
15387.6  ,      18
15412.0  ,      18
15436.4  ,      22
15460.9  ,      26
15485.3  ,      32
15509.8  ,      35
15534.2  ,      66
15558.6  ,      90
15583.1  ,     116
15607.5  ,     128
15632.0  ,     177
15656.4  ,     222
15680.8  ,     214
15705.3  ,     295
15729.7  ,     276
15754.2  ,     290
15778.6  ,     258
15803.0  ,     262
15827.5  ,     222
15851.9  ,     201
15876.4  ,     153
15900.8  ,     132
15925.2  ,      85
15949.7  ,      75
15974.1  ,      55
15998.6  ,      68
16023.0  ,      45
16047.4  ,      47
16071.9  ,      44
16096.3  ,      34
16120.8  ,      41
16145.2  ,      58
16169.6  ,      60
16194.1  ,      45
16218.5  ,      56
16243.0  ,      49
16267.4  ,      42
16291.8  ,      53
16316.3  ,      51
16340.7  ,      48
16365.2  ,      44
16389.6  ,      55
16414.0  ,      53
16438.5  ,      49
16462.9  ,      57
16487.4  ,      48
16511.8  ,      58
16536.2  ,      63
16560.7  ,      56
16585.1  ,      69
16609.6  ,      56
16634.0  ,      52
16658.4  ,      63
16682.9  ,      66
16707.3  ,      57
16731.8  ,      74
16756.2  ,      69
16780.6  ,      82
16805.1  ,      83
16829.5  ,      97
16854.0  ,      84
16878.4  ,     105
16902.8  ,      89
16927.3  ,     118
16951.7  ,     125
16976.2  ,     112
17000.6  ,     132
17025.0  ,     126
17049.5  ,     144
17073.9  ,     135
17098.4  ,     125
17122.8  ,     175
17147.2  ,     151
17171.7  ,     145
17196.1  ,     126
17220.6  ,     130
17245.0  ,     141
17269.4  ,     142
17293.9  ,     149
17318.3  ,     127
17342.8  ,     105
17367.2  ,      91
17391.6  ,      79
17416.1  ,      88
17440.5  ,      69
17465.0  ,      75
17489.4  ,      66
17513.8  ,      69
17538.3  ,      68
17562.7  ,      65
17587.1  ,      82
17611.6  ,      69
17636.0  ,      75
17660.5  ,      68
17684.9  ,      86
17709.3  ,      76
17733.8  ,      68
17758.2  ,      59
17782.7  ,      49
17807.1  ,      47
17831.5  ,      43
17856.0  ,      31
17880.4  ,      34
17904.9  ,      31
17929.3  ,      34
17953.7  ,      29
17978.2  ,      32
18002.6  ,      23
18027.1  ,      20
18051.5  ,      29
18075.9  ,      32
18100.4  ,      32
18124.8  ,      61
18149.3  ,      70
18173.7  ,      79
18198.1  ,     109
18222.6  ,     109
18247.0  ,     130
18271.5  ,     106
18295.9  ,     137
18320.3  ,     132
18344.8  ,     127
18369.2  ,      91
18393.7  ,      86
18418.1  ,      63
18442.5  ,      52
18467.0  ,      47
18491.4  ,      28
18515.9  ,      22
18540.3  ,      24
18564.7  ,      10
18589.2  ,      12
18613.6  ,      12
18638.1  ,       8
18662.5  ,       9
18686.9  ,      10
18711.4  ,       8
18735.8  ,      10
18760.3  ,       9
18784.7  ,      13
18809.1  ,      10
18833.6  ,       8
18858.0  ,       7
18882.5  ,       7
18906.9  ,       5
18931.3  ,      10
18955.8  ,      10
18980.2  ,      10
19004.7  ,      10
19029.1  ,      14
19053.5  ,       8
19078.0  ,      11
19102.4  ,      15
19126.9  ,      13
19151.3  ,      10
19175.7  ,       6
19200.2  ,      13
19224.6  ,      12
19249.1  ,      12
19273.5  ,      13
19297.9  ,      15
19322.4  ,      17
19346.8  ,      25
19371.3  ,      13
19395.7  ,      25
19420.1  ,      22
19444.6  ,      24
19469.0  ,      35
19493.5  ,      27
19517.9  ,      29
19542.3  ,      24
19566.8  ,      23
19591.2  ,      30
19615.7  ,      32
19640.1  ,      29
19664.5  ,      33
19689.0  ,      27
19713.4  ,      44
19737.9  ,      44
19762.3  ,      35
19786.7  ,      32
19811.2  ,      34
19835.6  ,      35
19860.0  ,      24
19884.5  ,      25
19908.9  ,      31
19933.4  ,      29
19957.8  ,      31
19982.2  ,      32
20006.7  ,      25
20031.1  ,      30
20055.6  ,      30
20080.0  ,      30
20104.4  ,      18
20128.9  ,      22
20153.3  ,      19
20177.8  ,      19
20202.2  ,      24
20226.6  ,      27
20251.1  ,      18
20275.5  ,      16
20300.0  ,      14
20324.4  ,      27
20348.8  ,      19
20373.3  ,      20
20397.7  ,      13
20422.2  ,      15
20446.6  ,      15
20471.0  ,      18
20495.5  ,      21
20519.9  ,      13
20544.4  ,      13
20568.8  ,      12
20593.2  ,      16
20617.7  ,      14
20642.1  ,      18
20666.6  ,      12
20691.0  ,      10
20715.4  ,      13
20739.9  ,       8
20764.3  ,       9
20788.8  ,      13
20813.2  ,      12
20837.6  ,      13
20862.1  ,      13
20886.5  ,      10
20911.0  ,      16
20935.4  ,      14
20959.8  ,       7
20984.3  ,      12
21008.7  ,       9
21033.2  ,       9
21057.6  ,       3
21082.0  ,      13
21106.5  ,       6
21130.9  ,       4
21155.4  ,      10
21179.8  ,      11
21204.2  ,       7
21228.7  ,      10
21253.1  ,      17
21277.6  ,      11
21302.0  ,      15
21326.4  ,      21
21350.9  ,      23
21375.3  ,      22
21399.8  ,      15
21424.2  ,      38
21448.6  ,      34
21473.1  ,      32
21497.5  ,      29
21522.0  ,      14
21546.4  ,      19
21570.8  ,      15
21595.3  ,      18
21619.7  ,       6
21644.2  ,       7
21668.6  ,      10
21693.0  ,       6
21717.5  ,       4
21741.9  ,       5
21766.4  ,       4
21790.8  ,       2
21815.2  ,       0
21839.7  ,       1
21864.1  ,       1
21888.6  ,       5
21913.0  ,       3
21937.4  ,       3
21961.9  ,      10
21986.3  ,       4
22010.8  ,       3
22035.2  ,       5
22059.6  ,       4
22084.1  ,       7
22108.5  ,      11
22132.9  ,      10
22157.4  ,      11
22181.8  ,      10
22206.3  ,       7
22230.7  ,       7
22255.1  ,       9
22279.6  ,       8
22304.0  ,       7
22328.5  ,       7
22352.9  ,       5
22377.3  ,       3
22401.8  ,       4
22426.2  ,       1
22450.7  ,       2
22475.1  ,       4
22499.5  ,       8
22524.0  ,       5
22548.4  ,       5
22572.9  ,       3
22597.3  ,       8
22621.7  ,       2
22646.2  ,       7
22670.6  ,       1
22695.1  ,       3
22719.5  ,       3
22743.9  ,       6
22768.4  ,       3
22792.8  ,       5
22817.3  ,       4
22841.7  ,       4
22866.1  ,       4
22890.6  ,       1
22915.0  ,       8
22939.5  ,       2
22963.9  ,       5
22988.3  ,       1
23012.8  ,       6
23037.2  ,       6
23061.7  ,       4
23086.1  ,       6
23110.5  ,       5
23135.0  ,       5
23159.4  ,       4
23183.9  ,       4
23208.3  ,       7
23232.7  ,       2
23257.2  ,       2
23281.6  ,       0
23306.1  ,       3
23330.5  ,       3
23354.9  ,       2
23379.4  ,       3
23403.8  ,       6
23428.3  ,       4
23452.7  ,       1
23477.1  ,       2
23501.6  ,       5
23526.0  ,       2
23550.5  ,       4
23574.9  ,       5
23599.3  ,       4
23623.8  ,       2
23648.2  ,       4
23672.7  ,       4
23697.1  ,       5
23721.5  ,       0
23746.0  ,       2
23770.4  ,       3
23794.9  ,       2
23819.3  ,       3
23843.7  ,       7
23868.2  ,       1
23892.6  ,       7
23917.1  ,       4
23941.5  ,       5
23965.9  ,       7
23990.4  ,       1
24014.8  ,       6
24039.3  ,       4
24063.7  ,       3
24088.1  ,       6
24112.6  ,       5
24137.0  ,       9
24161.5  ,       4
24185.9  ,       1
24210.3  ,       4
24234.8  ,       1
24259.2  ,       5
24283.7  ,       1
24308.1  ,       2
24332.5  ,       2
24357.0  ,       7
24381.4  ,       5
24405.8  ,       1
24430.3  ,       2
24454.7  ,       5
24479.2  ,       3
24503.6  ,       4
24528.0  ,       0
24552.5  ,       3
24576.9  ,       5
24601.4  ,       6
24625.8  ,       4
24650.2  ,       3
24674.7  ,       3
24699.1  ,       6
24723.6  ,       2
24748.0  ,       1
24772.4  ,       3
24796.9  ,       2
24821.3  ,       5
24845.8  ,       4
24870.2  ,       3
24894.6  ,       2
24919.1  ,       3
24943.5  ,       2
24968.0  ,       1
24992.4  ,       3
25016.8  ,       1
25041.3  ,       3
25065.7  ,       5
25090.2  ,       3
25114.6  ,       4
25139.0  ,       5
25163.5  ,       4
25187.9  ,       6
25212.4  ,       0
25236.8  ,       4
25261.2  ,       4
25285.7  ,       4
25310.1  ,       6
25334.6  ,       4
25359.0  ,       3
25383.4  ,       3
25407.9  ,       6
25432.3  ,       2
25456.8  ,       7
25481.2  ,   11494
