"Target: Morrison_DRT_raster1, Contains DAT files: APB_466227063ESC07740421020_______M1.DAT"
 3169.5  ,      39
 3193.9  ,      71
 3218.3  ,     112
 3242.7  ,     156
 3267.1  ,     251
 3291.6  ,     248
 3316.0  ,     282
 3340.4  ,     209
 3364.8  ,     155
 3389.2  ,     107
 3413.6  ,      77
 3438.0  ,      59
 3462.4  ,      64
 3486.8  ,      49
 3511.3  ,     106
 3535.7  ,     106
 3560.1  ,     167
 3584.5  ,     287
 3608.9  ,     477
 3633.3  ,     737
 3657.7  ,     868
 3682.1  ,     956
 3706.5  ,     883
 3731.0  ,     618
 3755.4  ,     376
 3779.8  ,     212
 3804.2  ,     114
 3828.6  ,      63
 3853.0  ,      36
 3877.4  ,      60
 3901.8  ,      69
 3926.2  ,      74
 3950.7  ,     113
 3975.1  ,     125
 3999.5  ,     148
 4023.9  ,     127
 4048.3  ,     117
 4072.7  ,      86
 4097.1  ,      75
 4121.5  ,      54
 4145.9  ,      30
 4170.4  ,      30
 4194.8  ,      39
 4219.2  ,      28
 4243.6  ,      27
 4268.0  ,      39
 4292.4  ,      28
 4316.8  ,      37
 4341.2  ,      42
 4365.6  ,      51
 4390.1  ,      60
 4414.5  ,      87
 4438.9  ,     153
 4463.3  ,     164
 4487.7  ,     196
 4512.1  ,     187
 4536.5  ,     160
 4560.9  ,     128
 4585.3  ,      92
 4609.8  ,      72
 4634.2  ,      54
 4658.6  ,      56
 4683.0  ,      47
 4707.4  ,      34
 4731.8  ,      35
 4756.2  ,      36
 4780.6  ,      32
 4805.0  ,      37
 4829.4  ,      36
 4853.9  ,      41
 4878.3  ,      57
 4902.7  ,      50
 4927.1  ,      57
 4951.5  ,      50
 4975.9  ,      56
 5000.3  ,      46
 5024.7  ,      44
 5049.1  ,      28
 5073.6  ,      35
 5098.0  ,      23
 5122.4  ,      32
 5146.8  ,      37
 5171.2  ,      44
 5195.6  ,      26
 5220.0  ,      35
 5244.4  ,      32
 5268.8  ,      49
 5293.3  ,      69
 5317.7  ,      76
 5342.1  ,      95
 5366.5  ,      84
 5390.9  ,     114
 5415.3  ,     104
 5439.7  ,      96
 5464.1  ,      73
 5488.5  ,      51
 5513.0  ,      58
 5537.4  ,      44
 5561.8  ,      47
 5586.2  ,      28
 5610.6  ,      51
 5635.0  ,      46
 5659.4  ,      32
 5683.8  ,      27
 5708.2  ,      43
 5732.7  ,      49
 5757.1  ,      67
 5781.5  ,      77
 5805.9  ,     100
 5830.3  ,     141
 5854.7  ,     149
 5879.1  ,     195
 5903.5  ,     182
 5927.9  ,     163
 5952.4  ,     139
 5976.8  ,     111
 6001.2  ,      82
 6025.6  ,      98
 6050.0  ,      73
 6074.4  ,      87
 6098.8  ,     112
 6123.2  ,     106
 6147.6  ,     138
 6172.1  ,     169
 6196.5  ,     317
 6220.9  ,     520
 6245.3  ,    1122
 6269.7  ,    1940
 6294.1  ,    3326
 6318.5  ,    4986
 6342.9  ,    6653
 6367.3  ,    7891
 6391.7  ,    7978
 6416.2  ,    6961
 6440.6  ,    5300
 6465.0  ,    3334
 6489.4  ,    1977
 6513.8  ,     949
 6538.2  ,     437
 6562.6  ,     203
 6587.0  ,      87
 6611.4  ,      41
 6635.9  ,      33
 6660.3  ,      33
 6684.7  ,      34
 6709.1  ,      32
 6733.5  ,      45
 6757.9  ,      48
 6782.3  ,      44
 6806.7  ,      74
 6831.1  ,      81
 6855.6  ,     114
 6880.0  ,     175
 6904.4  ,     292
 6928.8  ,     443
 6953.2  ,     703
 6977.6  ,     831
 7002.0  ,    1104
 7026.4  ,    1282
 7050.8  ,    1246
 7075.3  ,    1078
 7099.7  ,     804
 7124.1  ,     562
 7148.5  ,     319
 7172.9  ,     169
 7197.3  ,      94
 7221.7  ,      67
 7246.1  ,      27
 7270.5  ,      27
 7295.0  ,      39
 7319.4  ,      52
 7343.8  ,      79
 7368.2  ,     101
 7392.6  ,     159
 7417.0  ,     228
 7441.4  ,     224
 7465.8  ,     238
 7490.2  ,     214
 7514.7  ,     161
 7539.1  ,     127
 7563.5  ,      71
 7587.9  ,      48
 7612.3  ,      32
 7636.7  ,      21
 7661.1  ,      14
 7685.5  ,      22
 7709.9  ,      11
 7734.4  ,      12
 7758.8  ,      10
 7783.2  ,      16
 7807.6  ,      13
 7832.0  ,       7
 7856.4  ,      21
 7880.8  ,      16
 7905.2  ,      18
 7929.6  ,      19
 7954.1  ,      21
 7978.5  ,      19
 8002.9  ,      21
 8027.3  ,      20
 8051.7  ,      20
 8076.1  ,      20
 8100.5  ,      21
 8124.9  ,      18
 8149.3  ,      37
 8173.7  ,      35
 8198.2  ,      46
 8222.6  ,      49
 8247.0  ,      43
 8271.4  ,      53
 8295.8  ,      35
 8320.2  ,      32
 8344.6  ,      24
 8369.0  ,      24
 8393.4  ,      35
 8417.9  ,      32
 8442.3  ,      30
 8466.7  ,      48
 8491.1  ,      83
 8515.5  ,     124
 8539.9  ,     166
 8564.3  ,     227
 8588.7  ,     271
 8613.1  ,     289
 8637.6  ,     254
 8662.0  ,     225
 8686.4  ,     156
 8710.8  ,     138
 8735.2  ,      58
 8759.6  ,      36
 8784.0  ,      25
 8808.4  ,      26
 8832.8  ,      15
 8857.3  ,      13
 8881.7  ,      11
 8906.1  ,      10
 8930.5  ,       9
 8954.9  ,      12
 8979.3  ,       9
 9003.7  ,       8
 9028.1  ,      18
 9052.5  ,      13
 9077.0  ,      14
 9101.4  ,      18
 9125.8  ,      14
 9150.2  ,      11
 9174.6  ,      12
 9199.0  ,      20
 9223.4  ,      15
 9247.8  ,      21
 9272.2  ,      15
 9296.7  ,      11
 9321.1  ,      13
 9345.5  ,      16
 9369.9  ,       8
 9394.3  ,      16
 9418.7  ,      18
 9443.1  ,      14
 9467.5  ,      37
 9491.9  ,      28
 9516.4  ,      55
 9540.8  ,      50
 9565.2  ,      63
 9589.6  ,      52
 9614.0  ,      39
 9638.4  ,      34
 9662.8  ,      31
 9687.2  ,      23
 9711.6  ,      11
 9736.0  ,      21
 9760.5  ,      24
 9784.9  ,      23
 9809.3  ,      28
 9833.7  ,      27
 9858.1  ,      14
 9882.5  ,      18
 9906.9  ,      32
 9931.3  ,      20
 9955.7  ,       8
 9980.2  ,      16
10004.6  ,      12
10029.0  ,      14
10053.4  ,       9
10077.8  ,       7
10102.2  ,      10
10126.6  ,      13
10151.0  ,       6
10175.4  ,      11
10199.9  ,      15
10224.3  ,      15
10248.7  ,      20
10273.1  ,      12
10297.5  ,      15
10321.9  ,      11
10346.3  ,      21
10370.7  ,      14
10395.1  ,       8
10419.6  ,      14
10444.0  ,      11
10468.4  ,      16
10492.8  ,      27
10517.2  ,      20
10541.6  ,      19
10566.0  ,      19
10590.4  ,      18
10614.8  ,      12
10639.3  ,      11
10663.7  ,       9
10688.1  ,      13
10712.5  ,       9
10736.9  ,      10
10761.3  ,      14
10785.7  ,      11
10810.1  ,      13
10834.5  ,      17
10859.0  ,      17
10883.4  ,      12
10907.8  ,      14
10932.2  ,      17
10956.6  ,      15
10981.0  ,      17
11005.4  ,      22
11029.8  ,      10
11054.2  ,      19
11078.7  ,      15
11103.1  ,      18
11127.5  ,      14
11151.9  ,      24
11176.3  ,      18
11200.7  ,      20
11225.1  ,      19
11249.5  ,      20
11273.9  ,      25
11298.3  ,      15
11322.8  ,      16
11347.2  ,      18
11371.6  ,      14
11396.0  ,      18
11420.4  ,      14
11444.8  ,      21
11469.2  ,      17
11493.6  ,      20
11518.0  ,      14
11542.5  ,      27
11566.9  ,      17
11591.3  ,      26
11615.7  ,      27
11640.1  ,      24
11664.5  ,      25
11688.9  ,      25
11713.3  ,      18
11737.7  ,      15
11762.2  ,      23
11786.6  ,      30
11811.0  ,      28
11835.4  ,      30
11859.8  ,      36
11884.2  ,      45
11908.6  ,      51
11933.0  ,      34
11957.4  ,      33
11981.9  ,      36
12006.3  ,      38
12030.7  ,      33
12055.1  ,      38
12079.5  ,      29
12103.9  ,      31
12128.3  ,      26
12152.7  ,      32
12177.1  ,      24
12201.6  ,      22
12226.0  ,      20
12250.4  ,      24
12274.8  ,      13
12299.2  ,      17
12323.6  ,      22
12348.0  ,      24
12372.4  ,      18
12396.8  ,      20
12421.3  ,      16
12445.7  ,      31
12470.1  ,      21
12494.5  ,      23
12518.9  ,      29
12543.3  ,      28
12567.7  ,      26
12592.1  ,      35
12616.5  ,      21
12641.0  ,      34
12665.4  ,      26
12689.8  ,      28
12714.2  ,      32
12738.6  ,      27
12763.0  ,      28
12787.4  ,      31
12811.8  ,      24
12836.2  ,      33
12860.7  ,      30
12885.1  ,      32
12909.5  ,      25
12933.9  ,      30
12958.3  ,      43
12982.7  ,      38
13007.1  ,      36
13031.5  ,      51
13055.9  ,      55
13080.3  ,      57
13104.8  ,      66
13129.2  ,      63
13153.6  ,      72
13178.0  ,      86
13202.4  ,      78
13226.8  ,     101
13251.2  ,     105
13275.6  ,     146
13300.0  ,     127
13324.5  ,     145
13348.9  ,     143
13373.3  ,     169
13397.7  ,     169
13422.1  ,     223
13446.5  ,     199
13470.9  ,     222
13495.3  ,     219
13519.7  ,     198
13544.2  ,     212
13568.6  ,     205
13593.0  ,     197
13617.4  ,     190
13641.8  ,     148
13666.2  ,     197
13690.6  ,     171
13715.0  ,     146
13739.4  ,     110
13763.9  ,     141
13788.3  ,      94
13812.7  ,      93
13837.1  ,      85
13861.5  ,      71
13885.9  ,      64
13910.3  ,      82
13934.7  ,      72
13959.1  ,      75
13983.6  ,      98
14008.0  ,      86
14032.4  ,      90
14056.8  ,     116
14081.2  ,     118
14105.6  ,     151
14130.0  ,     185
14154.4  ,     230
14178.8  ,     234
14203.3  ,     304
14227.7  ,     328
14252.1  ,     317
14276.5  ,     331
14300.9  ,     326
14325.3  ,     263
14349.7  ,     244
14374.1  ,     175
14398.5  ,     134
14423.0  ,      83
14447.4  ,      56
14471.8  ,      49
14496.2  ,      41
14520.6  ,      22
14545.0  ,      30
14569.4  ,      29
14593.8  ,      20
14618.2  ,      19
14642.6  ,      15
14667.1  ,      17
14691.5  ,      16
14715.9  ,      19
14740.3  ,      14
14764.7  ,      30
14789.1  ,      18
14813.5  ,      17
14837.9  ,      26
14862.3  ,      19
14886.8  ,      19
14911.2  ,      30
14935.6  ,      20
14960.0  ,      25
14984.4  ,      24
15008.8  ,      22
15033.2  ,      26
15057.6  ,      20
15082.0  ,      19
15106.5  ,      25
15130.9  ,      20
15155.3  ,      17
15179.7  ,      24
15204.1  ,      34
15228.5  ,      17
15252.9  ,      29
15277.3  ,      30
15301.7  ,      34
15326.2  ,      34
15350.6  ,      28
15375.0  ,      44
15399.4  ,      40
15423.8  ,      49
15448.2  ,      45
15472.6  ,      52
15497.0  ,      57
15521.4  ,      56
15545.9  ,     101
15570.3  ,     120
15594.7  ,     135
15619.1  ,     179
15643.5  ,     213
15667.9  ,     286
15692.3  ,     314
15716.7  ,     322
15741.1  ,     336
15765.6  ,     312
15790.0  ,     266
15814.4  ,     242
15838.8  ,     264
15863.2  ,     173
15887.6  ,     151
15912.0  ,     119
15936.4  ,      96
15960.8  ,      84
15985.3  ,      92
16009.7  ,      68
16034.1  ,      65
16058.5  ,      78
16082.9  ,      79
16107.3  ,      75
16131.7  ,      93
16156.1  ,      87
16180.5  ,      78
16205.0  ,     111
16229.4  ,     110
16253.8  ,     109
16278.2  ,     107
16302.6  ,      87
16327.0  ,      87
16351.4  ,      89
16375.8  ,     100
16400.2  ,     102
16424.6  ,     100
16449.1  ,      95
16473.5  ,     100
16497.9  ,      96
16522.3  ,     104
16546.7  ,     110
16571.1  ,     106
16595.5  ,     101
16619.9  ,      87
16644.3  ,     120
16668.8  ,     102
16693.2  ,     101
16717.6  ,      99
16742.0  ,     117
16766.4  ,     141
16790.8  ,     137
16815.2  ,     147
16839.6  ,     161
16864.0  ,     200
16888.5  ,     202
16912.9  ,     185
16937.3  ,     204
16961.7  ,     210
16986.1  ,     240
17010.5  ,     222
17034.9  ,     263
17059.3  ,     246
17083.7  ,     269
17108.2  ,     257
17132.6  ,     273
17157.0  ,     313
17181.4  ,     278
17205.8  ,     280
17230.2  ,     334
17254.6  ,     268
17279.0  ,     264
17303.4  ,     202
17327.9  ,     225
17352.3  ,     191
17376.7  ,     185
17401.1  ,     164
17425.5  ,     155
17449.9  ,     135
17474.3  ,     133
17498.7  ,     108
17523.1  ,     106
17547.6  ,     117
17572.0  ,     108
17596.4  ,     102
17620.8  ,     114
17645.2  ,     109
17669.6  ,     114
17694.0  ,     105
17718.4  ,      98
17742.8  ,      81
17767.3  ,      79
17791.7  ,      74
17816.1  ,      60
17840.5  ,      59
17864.9  ,      44
17889.3  ,      67
17913.7  ,      44
17938.1  ,      44
17962.5  ,      41
17986.9  ,      59
18011.4  ,      41
18035.8  ,      61
18060.2  ,      54
18084.6  ,      58
18109.0  ,      70
18133.4  ,      87
18157.8  ,     141
18182.2  ,     152
18206.6  ,     182
18231.1  ,     184
18255.5  ,     261
18279.9  ,     237
18304.3  ,     240
18328.7  ,     202
18353.1  ,     196
18377.5  ,     164
18401.9  ,     154
18426.3  ,      92
18450.8  ,      72
18475.2  ,      58
18499.6  ,      50
18524.0  ,      37
18548.4  ,      24
18572.8  ,      22
18597.2  ,      20
18621.6  ,      16
18646.0  ,      13
18670.5  ,      21
18694.9  ,      11
18719.3  ,      18
18743.7  ,      12
18768.1  ,      14
18792.5  ,      17
18816.9  ,      13
18841.3  ,      16
18865.7  ,      17
18890.2  ,      13
18914.6  ,      14
18939.0  ,      19
18963.4  ,      15
18987.8  ,      14
19012.2  ,      18
19036.6  ,      16
19061.0  ,      15
19085.4  ,      22
19109.9  ,      18
19134.3  ,      20
19158.7  ,      19
19183.1  ,      25
19207.5  ,      28
19231.9  ,      24
19256.3  ,      25
19280.7  ,      25
19305.1  ,      20
19329.6  ,      42
19354.0  ,      25
19378.4  ,      36
19402.8  ,      28
19427.2  ,      34
19451.6  ,      39
19476.0  ,      48
19500.4  ,      34
19524.8  ,      43
19549.3  ,      37
19573.7  ,      39
19598.1  ,      50
19622.5  ,      42
19646.9  ,      47
19671.3  ,      47
19695.7  ,      46
19720.1  ,      67
19744.5  ,      54
19768.9  ,      67
19793.4  ,      63
19817.8  ,      60
19842.2  ,      55
19866.6  ,      60
19891.0  ,      52
19915.4  ,      76
19939.8  ,      70
19964.2  ,      52
19988.6  ,      72
20013.1  ,      45
20037.5  ,      73
20061.9  ,      51
20086.3  ,      53
20110.7  ,      44
20135.1  ,      45
20159.5  ,      50
20183.9  ,      48
20208.3  ,      30
20232.8  ,      38
20257.2  ,      34
20281.6  ,      33
20306.0  ,      42
20330.4  ,      33
20354.8  ,      36
20379.2  ,      30
20403.6  ,      44
20428.0  ,      40
20452.5  ,      32
20476.9  ,      32
20501.3  ,      29
20525.7  ,      28
20550.1  ,      17
20574.5  ,      27
20598.9  ,      37
20623.3  ,      29
20647.7  ,      31
20672.2  ,      24
20696.6  ,      20
20721.0  ,      23
20745.4  ,      15
20769.8  ,      26
20794.2  ,      17
20818.6  ,      22
20843.0  ,      14
20867.4  ,      19
20891.9  ,      13
20916.3  ,      15
20940.7  ,      11
20965.1  ,      19
20989.5  ,      13
21013.9  ,      11
21038.3  ,      10
21062.7  ,      16
21087.1  ,       9
21111.6  ,      18
21136.0  ,      14
21160.4  ,       5
21184.8  ,       9
21209.2  ,      16
21233.6  ,      25
21258.0  ,      28
21282.4  ,      20
21306.8  ,      36
21331.2  ,      37
21355.7  ,      46
21380.1  ,      36
21404.5  ,      49
21428.9  ,      48
21453.3  ,      45
21477.7  ,      60
21502.1  ,      29
21526.5  ,      25
21550.9  ,      22
21575.4  ,      20
21599.8  ,      16
21624.2  ,      19
21648.6  ,       9
21673.0  ,       8
21697.4  ,      11
21721.8  ,       9
21746.2  ,       4
21770.6  ,      10
21795.1  ,       2
21819.5  ,       4
21843.9  ,       6
21868.3  ,       6
21892.7  ,       6
21917.1  ,       3
21941.5  ,       8
21965.9  ,       4
21990.3  ,       4
22014.8  ,      13
22039.2  ,      11
22063.6  ,      13
22088.0  ,      12
22112.4  ,      12
22136.8  ,      16
22161.2  ,      11
22185.6  ,      15
22210.0  ,      13
22234.5  ,       5
22258.9  ,      15
22283.3  ,      12
22307.7  ,       8
22332.1  ,       8
22356.5  ,       6
22380.9  ,       6
22405.3  ,       5
22429.7  ,       2
22454.2  ,       3
22478.6  ,       0
22503.0  ,       4
22527.4  ,       4
22551.8  ,       5
22576.2  ,       5
22600.6  ,       4
22625.0  ,       4
22649.4  ,       4
22673.9  ,       4
22698.3  ,       7
22722.7  ,       4
22747.1  ,       5
22771.5  ,       4
22795.9  ,       5
22820.3  ,       4
22844.7  ,       3
22869.1  ,       4
22893.6  ,       3
22918.0  ,       3
22942.4  ,       5
22966.8  ,       2
22991.2  ,       5
23015.6  ,       3
23040.0  ,       6
23064.4  ,       6
23088.8  ,       9
23113.2  ,       5
23137.7  ,       2
23162.1  ,       7
23186.5  ,       6
23210.9  ,       7
23235.3  ,       4
23259.7  ,       7
23284.1  ,       3
23308.5  ,       5
23332.9  ,       6
23357.4  ,       8
23381.8  ,       4
23406.2  ,       7
23430.6  ,       3
23455.0  ,       6
23479.4  ,       4
23503.8  ,       1
23528.2  ,       5
23552.6  ,       2
23577.1  ,       9
23601.5  ,       5
23625.9  ,       4
23650.3  ,       3
23674.7  ,       6
23699.1  ,       7
23723.5  ,       3
23747.9  ,       5
23772.3  ,       4
23796.8  ,       4
23821.2  ,       6
23845.6  ,       2
23870.0  ,       4
23894.4  ,       3
23918.8  ,       7
23943.2  ,       2
23967.6  ,       4
23992.0  ,       5
24016.5  ,       6
24040.9  ,      10
24065.3  ,       1
24089.7  ,       3
24114.1  ,       6
24138.5  ,       5
24162.9  ,       3
24187.3  ,       7
24211.7  ,       0
24236.2  ,       6
24260.6  ,       3
24285.0  ,       5
24309.4  ,       5
24333.8  ,       5
24358.2  ,       2
24382.6  ,       3
24407.0  ,       7
24431.4  ,       4
24455.9  ,       4
24480.3  ,       7
24504.7  ,       4
24529.1  ,       2
24553.5  ,       4
24577.9  ,       6
24602.3  ,       5
24626.7  ,      11
24651.1  ,       5
24675.5  ,       1
24700.0  ,       4
24724.4  ,       5
24748.8  ,       1
24773.2  ,       3
24797.6  ,       4
24822.0  ,       2
24846.4  ,       2
24870.8  ,       5
24895.2  ,       7
24919.7  ,       7
24944.1  ,       4
24968.5  ,       5
24992.9  ,       8
25017.3  ,       5
25041.7  ,       4
25066.1  ,       5
25090.5  ,       3
25114.9  ,       6
25139.4  ,       8
25163.8  ,       6
25188.2  ,       2
25212.6  ,       2
25237.0  ,       5
25261.4  ,       7
25285.8  ,       3
25310.2  ,       8
25334.6  ,       9
25359.1  ,       4
25383.5  ,      10
25407.9  ,       6
25432.3  ,       3
25456.7  ,   12546
