"Target: Chanterac_1, Contains DAT files: APB_679907257ESC31810891992_______M1.DAT"
 6275.1  ,     440
 6299.6  ,     739
 6324.1  ,    1067
 6348.5  ,    1259
 6373.0  ,    1563
 6397.4  ,    1512
 6421.9  ,    1160
 6446.3  ,     901
 6470.8  ,     551
 6495.3  ,     278
 6519.7  ,     125
 6544.2  ,      60
 6568.6  ,      33
 6593.1  ,      17
 6617.5  ,       9
 6642.0  ,       7
 6666.4  ,       6
 6690.9  ,       9
 6715.4  ,       7
 6739.8  ,       5
 6764.3  ,      11
 6788.7  ,      13
 6813.2  ,       9
 6837.6  ,      10
 6862.1  ,      23
 6886.6  ,      34
 6911.0  ,      55
 6935.5  ,     108
 6959.9  ,     142
 6984.4  ,     191
 7008.8  ,     210
 7033.3  ,     247
 7057.7  ,     230
 7082.2  ,     204
 7106.7  ,     131
 7131.1  ,      84
 7155.6  ,      48
 7180.0  ,      27
 7204.5  ,      19
 7228.9  ,       5
 7253.4  ,       5
 7277.9  ,       3
 7302.3  ,       4
 7326.8  ,       8
 7351.2  ,      12
 7375.7  ,      11
 7400.1  ,      15
 7424.6  ,      17
 7449.0  ,       9
 7473.5  ,      18
 7498.0  ,       7
 7522.4  ,       5
 7546.9  ,      10
 7571.3  ,       7
 7595.8  ,       1
 7620.2  ,       2
 7644.7  ,       1
 7669.2  ,       4
 7693.6  ,       4
 7718.1  ,       4
 7742.5  ,       6
 7767.0  ,       3
 7791.4  ,       1
 7815.9  ,       4
 7840.3  ,       7
 7864.8  ,       7
 7889.3  ,       4
 7913.7  ,       4
 7938.2  ,       4
 7962.6  ,       7
 7987.1  ,       5
 8011.5  ,       5
 8036.0  ,       5
 8060.5  ,       4
 8084.9  ,       3
 8109.4  ,       4
 8133.8  ,       5
 8158.3  ,       6
 8182.7  ,       9
 8207.2  ,       8
 8231.6  ,       7
 8256.1  ,       9
 8280.6  ,       5
 8305.0  ,       5
 8329.5  ,       6
 8353.9  ,       4
 8378.4  ,       6
 8402.8  ,       6
 8427.3  ,       6
 8451.8  ,       7
 8476.2  ,       8
 8500.7  ,      10
 8525.1  ,       9
 8549.6  ,       9
 8574.0  ,      20
 8598.5  ,      17
 8622.9  ,      14
 8647.4  ,      18
 8671.9  ,      17
 8696.3  ,      13
 8720.8  ,       8
 8745.2  ,       5
 8769.7  ,       8
 8794.1  ,       6
 8818.6  ,       6
 8843.1  ,       4
 8867.5  ,       2
 8892.0  ,       3
 8916.4  ,       7
 8940.9  ,       3
 8965.3  ,       6
 8989.8  ,       3
 9014.3  ,       5
 9038.7  ,       4
 9063.2  ,       6
 9087.6  ,       7
 9112.1  ,       6
 9136.5  ,       5
 9161.0  ,       2
 9185.4  ,       4
 9209.9  ,       5
 9234.4  ,       3
 9258.8  ,       5
 9283.3  ,       7
 9307.7  ,       7
 9332.2  ,       4
 9356.6  ,       4
 9381.1  ,       3
 9405.6  ,       4
 9430.0  ,       7
 9454.5  ,       8
 9478.9  ,       9
 9503.4  ,       6
 9527.8  ,       9
 9552.3  ,       3
 9576.7  ,       8
 9601.2  ,       4
 9625.7  ,       4
 9650.1  ,       5
 9674.6  ,       6
 9699.0  ,       3
 9723.5  ,       5
 9747.9  ,       4
 9772.4  ,      10
 9796.9  ,       6
 9821.3  ,       5
 9845.8  ,       5
 9870.2  ,       6
 9894.7  ,       4
 9919.1  ,       4
 9943.6  ,       3
 9968.0  ,       3
 9992.5  ,       4
10017.0  ,       5
10041.4  ,       6
10065.9  ,       5
10090.3  ,       4
10114.8  ,       4
10139.2  ,       7
10163.7  ,       6
10188.2  ,       5
10212.6  ,       4
10237.1  ,       4
10261.5  ,       5
10286.0  ,       3
10310.4  ,       5
10334.9  ,       6
10359.3  ,       1
10383.8  ,       3
10408.3  ,       4
10432.7  ,       4
10457.2  ,       5
10481.6  ,       2
10506.1  ,       4
10530.5  ,       2
10555.0  ,       4
10579.5  ,       3
10603.9  ,       5
10628.4  ,       5
10652.8  ,       2
10677.3  ,       3
10701.7  ,       5
10726.2  ,       5
10750.6  ,       2
10775.1  ,       4
10799.6  ,       1
10824.0  ,       1
10848.5  ,       6
10872.9  ,       4
10897.4  ,       3
10921.8  ,       1
10946.3  ,       4
10970.8  ,       5
10995.2  ,       2
11019.7  ,       8
11044.1  ,       4
11068.6  ,       5
11093.0  ,       3
11117.5  ,       4
11141.9  ,       4
11166.4  ,       4
11190.9  ,       2
11215.3  ,       4
11239.8  ,       5
11264.2  ,       5
11288.7  ,       4
11313.1  ,       6
11337.6  ,       9
11362.1  ,       6
11386.5  ,       5
11411.0  ,       2
11435.4  ,       5
11459.9  ,       8
11484.3  ,      10
11508.8  ,       6
11533.2  ,       6
11557.7  ,       3
11582.2  ,       8
11606.6  ,       5
11631.1  ,       7
11655.5  ,       5
11680.0  ,       2
11704.4  ,       9
11728.9  ,       7
11753.4  ,      11
11777.8  ,       5
11802.3  ,      10
11826.7  ,      11
11851.2  ,      14
11875.6  ,      16
11900.1  ,      19
11924.6  ,      17
11949.0  ,      10
11973.5  ,      11
11997.9  ,      17
12022.4  ,      14
12046.8  ,      11
12071.3  ,       7
12095.7  ,       8
12120.2  ,       7
12144.7  ,       6
12169.1  ,      10
12193.6  ,       7
12218.0  ,       5
12242.5  ,       7
12266.9  ,       6
12291.4  ,       9
12315.9  ,       3
12340.3  ,       3
12364.8  ,       3
12389.2  ,       4
12413.7  ,       5
12438.1  ,       3
12462.6  ,       3
12487.0  ,       4
12511.5  ,       8
12536.0  ,       4
12560.4  ,       7
12584.9  ,       3
12609.3  ,       8
12633.8  ,      10
12658.2  ,       7
12682.7  ,       6
12707.2  ,       5
12731.6  ,      10
12756.1  ,      13
12780.5  ,      10
12805.0  ,       5
12829.4  ,       9
12853.9  ,      10
12878.3  ,       9
12902.8  ,      15
12927.3  ,       9
12951.7  ,       9
12976.2  ,       8
13000.6  ,      10
13025.1  ,      15
13049.5  ,      10
13074.0  ,      15
13098.5  ,      11
13122.9  ,      20
13147.4  ,       9
13171.8  ,      14
13196.3  ,      16
13220.7  ,      24
13245.2  ,      26
13269.6  ,      25
13294.1  ,      31
13318.6  ,      33
13343.0  ,      34
13367.5  ,      35
13391.9  ,      27
13416.4  ,      34
13440.8  ,      42
13465.3  ,      46
13489.8  ,      44
13514.2  ,      40
13538.7  ,      35
13563.1  ,      40
13587.6  ,      34
13612.0  ,      54
13636.5  ,      38
13660.9  ,      27
13685.4  ,      40
13709.9  ,      38
13734.3  ,      21
13758.8  ,      26
13783.2  ,      32
13807.7  ,      14
13832.1  ,      16
13856.6  ,      11
13881.1  ,      10
13905.5  ,      14
13930.0  ,      17
13954.4  ,      20
13978.9  ,      17
14003.3  ,      22
14027.8  ,      23
14052.2  ,      25
14076.7  ,      23
14101.2  ,      41
14125.6  ,      44
14150.1  ,      33
14174.5  ,      52
14199.0  ,      56
14223.4  ,      66
14247.9  ,      64
14272.4  ,      66
14296.8  ,      70
14321.3  ,      50
14345.7  ,      48
14370.2  ,      39
14394.6  ,      40
14419.1  ,      16
14443.5  ,      15
14468.0  ,      16
14492.5  ,       6
14516.9  ,       7
14541.4  ,       6
14565.8  ,       7
14590.3  ,      11
14614.7  ,       2
14639.2  ,       6
14663.7  ,       6
14688.1  ,       4
14712.6  ,       2
14737.0  ,       6
14761.5  ,      10
14785.9  ,       6
14810.4  ,       5
14834.9  ,       3
14859.3  ,       6
14883.8  ,       9
14908.2  ,       7
14932.7  ,      10
14957.1  ,       4
14981.6  ,       5
15006.0  ,       9
15030.5  ,       6
15055.0  ,       7
15079.4  ,       4
15103.9  ,       5
15128.3  ,       8
15152.8  ,      10
15177.2  ,       9
15201.7  ,       7
15226.2  ,       9
15250.6  ,       7
15275.1  ,       8
15299.5  ,      16
15324.0  ,       9
15348.4  ,       5
15372.9  ,      10
15397.3  ,      16
15421.8  ,      10
15446.3  ,      12
15470.7  ,      21
15495.2  ,      30
15519.6  ,      31
15544.1  ,      46
15568.5  ,      48
15593.0  ,      63
15617.5  ,      97
15641.9  ,     110
15666.4  ,     138
15690.8  ,     166
15715.3  ,     164
15739.7  ,     193
15764.2  ,     183
15788.6  ,     159
15813.1  ,     132
15837.6  ,     129
15862.0  ,     110
15886.5  ,      75
15910.9  ,      55
15935.4  ,      52
15959.8  ,      45
15984.3  ,      20
16008.8  ,      31
16033.2  ,      21
16057.7  ,      19
16082.1  ,      18
16106.6  ,      23
16131.0  ,      20
16155.5  ,      22
16179.9  ,      22
16204.4  ,      21
16228.9  ,      17
16253.3  ,      18
16277.8  ,      21
16302.2  ,      22
16326.7  ,      27
16351.1  ,      18
16375.6  ,      21
16400.1  ,      18
16424.5  ,      21
16449.0  ,      15
16473.4  ,      15
16497.9  ,      25
16522.3  ,      14
16546.8  ,      25
16571.2  ,      14
16595.7  ,      23
16620.2  ,      23
16644.6  ,      23
16669.1  ,      26
16693.5  ,      23
16718.0  ,      34
16742.4  ,      39
16766.9  ,      31
16791.4  ,      23
16815.8  ,      35
16840.3  ,      49
16864.7  ,      36
16889.2  ,      43
16913.6  ,      41
16938.1  ,      34
16962.5  ,      49
16987.0  ,      52
17011.5  ,      43
17035.9  ,      42
17060.4  ,      47
17084.8  ,      51
17109.3  ,      47
17133.7  ,      52
17158.2  ,      64
17182.7  ,      37
17207.1  ,      63
17231.6  ,      59
17256.0  ,      31
17280.5  ,      46
17304.9  ,      42
17329.4  ,      41
17353.9  ,      44
17378.3  ,      42
17402.8  ,      33
17427.2  ,      38
17451.7  ,      30
17476.1  ,      25
17500.6  ,      23
17525.0  ,      24
17549.5  ,      31
17574.0  ,      31
17598.4  ,      35
17622.9  ,      45
17647.3  ,      42
17671.8  ,      42
17696.2  ,      46
17720.7  ,      41
17745.2  ,      36
17769.6  ,      25
17794.1  ,      21
17818.5  ,      28
17843.0  ,      19
17867.4  ,      16
17891.9  ,      11
17916.3  ,       8
17940.8  ,      12
17965.3  ,      14
17989.7  ,       8
18014.2  ,      18
18038.6  ,      18
18063.1  ,       5
18087.5  ,      12
18112.0  ,      17
18136.5  ,      26
18160.9  ,      21
18185.4  ,      43
18209.8  ,      43
18234.3  ,      40
18258.7  ,      44
18283.2  ,      38
18307.6  ,      52
18332.1  ,      46
18356.6  ,      30
18381.0  ,      22
18405.5  ,      36
18429.9  ,      28
18454.4  ,      15
18478.8  ,      13
18503.3  ,      13
18527.8  ,       7
18552.2  ,       8
18576.7  ,       2
18601.1  ,       5
18625.6  ,       4
18650.0  ,       6
18674.5  ,       2
18698.9  ,       4
18723.4  ,       8
18747.9  ,       6
18772.3  ,       1
18796.8  ,       6
18821.2  ,       2
18845.7  ,       4
18870.1  ,       7
18894.6  ,       4
18919.1  ,       3
18943.5  ,       4
18968.0  ,       2
18992.4  ,       4
19016.9  ,       1
19041.3  ,       5
19065.8  ,       3
19090.2  ,       3
19114.7  ,       8
19139.2  ,       5
19163.6  ,       3
19188.1  ,       7
19212.5  ,       5
19237.0  ,       7
19261.4  ,      10
19285.9  ,       4
19310.4  ,      11
19334.8  ,       7
19359.3  ,       8
19383.7  ,       9
19408.2  ,      10
19432.6  ,      10
19457.1  ,       8
19481.5  ,      10
19506.0  ,      13
19530.5  ,      13
19554.9  ,       5
19579.4  ,      13
19603.8  ,      16
19628.3  ,      10
19652.7  ,      16
19677.2  ,      14
19701.7  ,       8
19726.1  ,      17
19750.6  ,       8
19775.0  ,      20
19799.5  ,      15
19823.9  ,      16
19848.4  ,      21
19872.8  ,      17
19897.3  ,      13
19921.8  ,      13
19946.2  ,      11
19970.7  ,      13
19995.1  ,      12
20019.6  ,       9
20044.0  ,      12
20068.5  ,      11
20093.0  ,      12
20117.4  ,      13
20141.9  ,      10
20166.3  ,      10
20190.8  ,       6
20215.2  ,       8
20239.7  ,      10
20264.2  ,      13
20288.6  ,      10
20313.1  ,       9
20337.5  ,       6
20362.0  ,       5
20386.4  ,       7
20410.9  ,      10
20435.3  ,       9
20459.8  ,       8
20484.3  ,       8
20508.7  ,       6
20533.2  ,       6
20557.6  ,      11
20582.1  ,       6
20606.5  ,       3
20631.0  ,       7
20655.5  ,       5
20679.9  ,       2
20704.4  ,       5
20728.8  ,       9
20753.3  ,       5
20777.7  ,       4
20802.2  ,       4
20826.6  ,       2
20851.1  ,       7
20875.6  ,       2
20900.0  ,       4
20924.5  ,       8
20948.9  ,       4
20973.4  ,       2
20997.8  ,       2
21022.3  ,      11
21046.8  ,       3
21071.2  ,       1
21095.7  ,       3
21120.1  ,       4
21144.6  ,       3
21169.0  ,       4
21193.5  ,       3
21217.9  ,      10
21242.4  ,       4
21266.9  ,       7
21291.3  ,       9
21315.8  ,      14
21340.2  ,       5
21364.7  ,       4
21389.1  ,       8
21413.6  ,      10
21438.1  ,      12
21462.5  ,      12
21487.0  ,      10
21511.4  ,       5
21535.9  ,      12
21560.3  ,       2
21584.8  ,       5
21609.2  ,       8
21633.7  ,       5
21658.2  ,       4
21682.6  ,       2
21707.1  ,       3
21731.5  ,       4
21756.0  ,       2
21780.4  ,       1
21804.9  ,       2
21829.4  ,       2
21853.8  ,       6
21878.3  ,       3
21902.7  ,       1
21927.2  ,       2
21951.6  ,       2
21976.1  ,       4
22000.5  ,       3
22025.0  ,       5
22049.5  ,       2
22073.9  ,       1
22098.4  ,       2
22122.8  ,       5
22147.3  ,       4
22171.7  ,       3
22196.2  ,       1
22220.7  ,       3
22245.1  ,       2
22269.6  ,       4
22294.0  ,       3
22318.5  ,       3
22342.9  ,       3
22367.4  ,       2
22391.8  ,       2
22416.3  ,       3
22440.8  ,       4
22465.2  ,       4
22489.7  ,       1
22514.1  ,       3
22538.6  ,       1
22563.0  ,       2
22587.5  ,       0
22612.0  ,       2
22636.4  ,       4
22660.9  ,       1
22685.3  ,       5
22709.8  ,       1
22734.2  ,       1
22758.7  ,       1
22783.1  ,       1
22807.6  ,       1
22832.1  ,       2
22856.5  ,       1
22881.0  ,       1
22905.4  ,       0
22929.9  ,       3
22954.3  ,       4
22978.8  ,       0
23003.3  ,       5
23027.7  ,       3
23052.2  ,       3
23076.6  ,       0
23101.1  ,       1
23125.5  ,       1
23150.0  ,       0
23174.5  ,       4
23198.9  ,       3
23223.4  ,       1
23247.8  ,       2
23272.3  ,       2
23296.7  ,       1
23321.2  ,       6
23345.6  ,       2
23370.1  ,       0
23394.6  ,       2
23419.0  ,       1
23443.5  ,       1
23467.9  ,       1
23492.4  ,       5
23516.8  ,       1
23541.3  ,       2
23565.8  ,       3
23590.2  ,       2
23614.7  ,       5
23639.1  ,       2
23663.6  ,       1
23688.0  ,       3
23712.5  ,       1
23736.9  ,       4
23761.4  ,       4
23785.9  ,       1
23810.3  ,       0
23834.8  ,       4
23859.2  ,       1
23883.7  ,       3
23908.1  ,       3
23932.6  ,       1
23957.1  ,       4
23981.5  ,       2
24006.0  ,       2
24030.4  ,       6
24054.9  ,       6
24079.3  ,       2
24103.8  ,       1
24128.2  ,       1
24152.7  ,       3
24177.2  ,       2
24201.6  ,       2
24226.1  ,       5
24250.5  ,       1
24275.0  ,       4
24299.4  ,       5
24323.9  ,       1
24348.4  ,       3
24372.8  ,       0
24397.3  ,       3
24421.7  ,       4
24446.2  ,       0
24470.6  ,       2
24495.1  ,       3
24519.5  ,       3
24544.0  ,       2
24568.5  ,       0
24592.9  ,       1
24617.4  ,       4
24641.8  ,       5
24666.3  ,       2
24690.7  ,       2
24715.2  ,       0
24739.7  ,       0
24764.1  ,       3
24788.6  ,       1
24813.0  ,       3
24837.5  ,       2
24861.9  ,       1
24886.4  ,       1
24910.8  ,       4
24935.3  ,       2
24959.8  ,       3
24984.2  ,       1
25008.7  ,       3
25033.1  ,       3
25057.6  ,       6
25082.0  ,       2
25106.5  ,       5
25131.0  ,       3
25155.4  ,       1
25179.9  ,       2
25204.3  ,       1
25228.8  ,       2
25253.2  ,       1
25277.7  ,       2
25302.1  ,       6
25326.6  ,       6
25351.1  ,       3
25375.5  ,       3
25400.0  ,       4
25424.4  ,       2
25448.9  ,       2
25473.3  ,       5
25497.8  ,    7141
